HA_ID_Number,plot,habitat,ranch,bdffp_reserve_no,tag_number,row,column,plotID,year,code,notes,sdlg_status,duplicate_tag
2381,5751,1-ha,EST,1104,217,E,5,FF-3,2002,under litter,NA,NA,NA
2397,5751,1-ha,EST,1104,233,D,5,FF-3,2002,under branchfall,NA,NA,NA
2172,5751,1-ha,EST,1104,1,C,3,FF-3,2003,under branchfall,NA,NA,NA
2174,5751,1-ha,EST,1104,5,A,8,FF-3,2003,under branchfall,NA,NA,NA
2194,5751,1-ha,EST,1104,26,A,8,FF-3,2003,under branchfall,NA,NA,NA
2201,5751,1-ha,EST,1104,33,A,8,FF-3,2003,under branchfall,NA,NA,NA
2232,5751,1-ha,EST,1104,65,A,8,FF-3,2003,under branchfall,NA,NA,NA
2254,5751,1-ha,EST,1104,87,A,8,FF-3,2003,under branchfall,NA,NA,NA
2327,5751,1-ha,EST,1104,162,A,8,FF-3,2003,under branchfall,NA,NA,NA
2340,5751,1-ha,EST,1104,175,D,8,FF-3,2003,under branchfall,NA,NA,NA
2213,5751,1-ha,EST,1104,45,C,9,FF-3,2004,under branchfall,NA,NA,NA
2424,5751,1-ha,EST,1104,261,D,6,FF-3,2004,under treefall,NA,NA,NA
2207,5751,1-ha,EST,1104,39,C,9,FF-3,2005,under branchfall,NA,NA,NA
2281,5751,1-ha,EST,1104,116,E,5,FF-3,2005,under treefall,NA,NA,NA
2424,5751,1-ha,EST,1104,261,D,6,FF-3,2005,under treefall,NA,NA,NA
2244,5751,1-ha,EST,1104,77,D,2,FF-3,2006,under branchfall,NA,NA,NA
2278,5751,1-ha,EST,1104,113,D,3,FF-3,2006,under branchfall,NA,NA,NA
2281,5751,1-ha,EST,1104,116,E,5,FF-3,2006,under branchfall,NA,NA,NA
2364,5751,1-ha,EST,1104,200,D,8,FF-3,2006,under branchfall,NA,NA,NA
2424,5751,1-ha,EST,1104,261,D,6,FF-3,2006,under branchfall,NA,NA,NA
2504,5751,1-ha,EST,1104,342,C,8,FF-3,2006,under branchfall,NA,NA,NA
2508,5751,1-ha,EST,1104,349,E,9,FF-3,2006,under litter,NA,NA,NA
2218,5751,1-ha,EST,1104,51,D,10,FF-3,2007,under branchfall,NA,NA,NA
2239,5751,1-ha,EST,1104,72,D,4,FF-3,2007,under branchfall,NA,NA,NA
2258,5751,1-ha,EST,1104,91,D,6,FF-3,2007,2x in field,NA,NA,NA
2285,5751,1-ha,EST,1104,120,C,3,FF-3,2007,under branchfall,NA,NA,NA
2332,5751,1-ha,EST,1104,167,D,8,FF-3,2007,under branchfall,NA,NA,NA
2351,5751,1-ha,EST,1104,187,D,8,FF-3,2007,under branchfall,NA,NA,NA
2385,5751,1-ha,EST,1104,221,B,2,FF-3,2007,under branchfall,NA,NA,NA
2459,5751,1-ha,EST,1104,296,E,9,FF-3,2007,under branchfall,NA,NA,NA
2317,5751,1-ha,EST,1104,152,E,4,FF-3,2008,resprouting,NA,NA,NA
2173,5751,1-ha,EST,1104,2,C,3,FF-3,2009,dried,NA,NA,NA
2175,5751,1-ha,EST,1104,6,B,8,FF-3,2009,dried,NA,NA,NA
2176,5751,1-ha,EST,1104,7,B,8,FF-3,2009,dried,NA,NA,NA
2189,5751,1-ha,EST,1104,20,D,6,FF-3,2009,dried,NA,NA,NA
2212,5751,1-ha,EST,1104,44,B,2,FF-3,2009,dried,NA,NA,NA
2225,5751,1-ha,EST,1104,58,C,4,FF-3,2009,dried,NA,NA,NA
2245,5751,1-ha,EST,1104,78,C,3,FF-3,2009,dried,NA,NA,NA
2252,5751,1-ha,EST,1104,85,C,8,FF-3,2009,dried,NA,NA,NA
2264,5751,1-ha,EST,1104,97,E,4,FF-3,2009,dried,NA,NA,NA
2285,5751,1-ha,EST,1104,120,C,3,FF-3,2009,dried,NA,NA,NA
2305,5751,1-ha,EST,1104,140,D,4,FF-3,2009,dried,NA,NA,NA
2320,5751,1-ha,EST,1104,155,D,3,FF-3,2009,dried,NA,NA,NA
2322,5751,1-ha,EST,1104,157,C,3,FF-3,2009,dried,NA,NA,NA
2333,5751,1-ha,EST,1104,168,C,9,FF-3,2009,dried,NA,NA,NA
2334,5751,1-ha,EST,1104,169,C,9,FF-3,2009,dried,NA,NA,NA
2387,5751,1-ha,EST,1104,223,D,2,FF-3,2009,dried,NA,NA,NA
2390,5751,1-ha,EST,1104,226,A,3,FF-3,2009,dried,NA,NA,NA
2400,5751,1-ha,EST,1104,236,C,2,FF-3,2009,dried,NA,NA,NA
2470,5751,1-ha,EST,1104,308,D,7,FF-3,2009,dried,NA,NA,NA
2477,5751,1-ha,EST,1104,315,A,3,FF-3,2009,dried,NA,NA,NA
2555,5751,1-ha,EST,1104,403,E,2,FF-3,2009,dried,NA,NA,NA
2569,5751,1-ha,EST,1104,432,E,2,FF-3,2009,dried,NA,NA,NA
2620,5752,10-ha,EST,1202,46,C,6,FF-6,1998,under treefall,NA,NA,NA
2621,5752,10-ha,EST,1202,47,C,6,FF-6,1998,under treefall,NA,NA,NA
2623,5752,10-ha,EST,1202,49,A,8,FF-6,1998,under treefall,NA,NA,NA
2729,5752,10-ha,EST,1202,164,B,5,FF-6,1999,under treefall,NA,NA,NA
2780,5752,10-ha,EST,1202,217,E,7,FF-6,1999,under treefall,NA,NA,NA
2799,5752,10-ha,EST,1202,237,D,7,FF-6,1999,under treefall,NA,NA,NA
2807,5752,10-ha,EST,1202,245,D,7,FF-6,1999,under treefall,NA,NA,NA
2608,5752,10-ha,EST,1202,32,B,5,FF-6,2000,under treefall,NA,NA,NA
2610,5752,10-ha,EST,1202,34,B,5,FF-6,2000,under treefall,NA,NA,NA
2620,5752,10-ha,EST,1202,46,C,6,FF-6,2000,under branchfall,NA,NA,NA
2621,5752,10-ha,EST,1202,47,C,6,FF-6,2000,under treefall,NA,NA,NA
2750,5752,10-ha,EST,1202,184,A,5,FF-6,2000,under branchfall,NA,NA,NA
2757,5752,10-ha,EST,1202,192,A,2,FF-6,2000,under branchfall,NA,NA,NA
2804,5752,10-ha,EST,1202,242,C,3,FF-6,2000,under branchfall,NA,NA,NA
2816,5752,10-ha,EST,1202,255,A,1,FF-6,2000,under branchfall,NA,NA,NA
2851,5752,10-ha,EST,1202,290,B,5,FF-6,2000,under treefall,NA,NA,NA
2865,5752,10-ha,EST,1202,304,D,6,FF-6,2000,under treefall,NA,NA,NA
2588,5752,10-ha,EST,1202,12,A,3,FF-6,2002,under branchfall,NA,NA,NA
2590,5752,10-ha,EST,1202,14,E,3,FF-6,2002,under branchfall,NA,NA,NA
2609,5752,10-ha,EST,1202,33,B,5,FF-6,2002,under branchfall,NA,NA,NA
2630,5752,10-ha,EST,1202,58,B,9,FF-6,2002,under branchfall,NA,NA,NA
2635,5752,10-ha,EST,1202,64,C,9,FF-6,2002,under branchfall,NA,NA,NA
2638,5752,10-ha,EST,1202,67,B,9,FF-6,2002,under branchfall,NA,NA,NA
2655,5752,10-ha,EST,1202,84,D,10,FF-6,2002,under branchfall,NA,NA,NA
2667,5752,10-ha,EST,1202,96,C,8,FF-6,2002,under branchfall,NA,NA,NA
2671,5752,10-ha,EST,1202,101,D,10,FF-6,2002,under branchfall,NA,NA,NA
2694,5752,10-ha,EST,1202,125,D,8,FF-6,2002,under branchfall,NA,NA,NA
2700,5752,10-ha,EST,1202,134,A,6,FF-6,2002,under branchfall,NA,NA,NA
2750,5752,10-ha,EST,1202,184,A,5,FF-6,2002,under branchfall,NA,NA,NA
2757,5752,10-ha,EST,1202,192,A,2,FF-6,2002,under branchfall,NA,NA,NA
2795,5752,10-ha,EST,1202,233,C,7,FF-6,2002,under branchfall,NA,NA,NA
2835,5752,10-ha,EST,1202,274,C,6,FF-6,2002,under branchfall,NA,NA,NA
2841,5752,10-ha,EST,1202,280,D,1,FF-6,2002,under branchfall,NA,NA,NA
2845,5752,10-ha,EST,1202,284,E,2,FF-6,2002,under branchfall,NA,NA,NA
2856,5752,10-ha,EST,1202,295,C,5,FF-6,2002,under branchfall,NA,NA,NA
2858,5752,10-ha,EST,1202,297,C,6,FF-6,2002,under branchfall,NA,NA,NA
2872,5752,10-ha,EST,1202,313,E,6,FF-6,2002,under branchfall,NA,NA,NA
2873,5752,10-ha,EST,1202,314,D,6,FF-6,2002,under branchfall,NA,NA,NA
2874,5752,10-ha,EST,1202,315,B,5,FF-6,2002,under branchfall,NA,NA,NA
2895,5752,10-ha,EST,1202,336,E,1,FF-6,2002,under branchfall,NA,NA,NA
2932,5752,10-ha,EST,1202,373,C,9,FF-6,2002,under branchfall,NA,NA,NA
2939,5752,10-ha,EST,1202,380,C,8,FF-6,2002,under branchfall,NA,NA,NA
2970,5752,10-ha,EST,1202,411,C,5,FF-6,2002,under branchfall,NA,NA,NA
2975,5752,10-ha,EST,1202,416,C,5,FF-6,2002,under branchfall,NA,NA,NA
3002,5752,10-ha,EST,1202,443,C,5,FF-6,2002,under branchfall,NA,NA,NA
3082,5752,10-ha,EST,1202,523,E,7,FF-6,2002,under branchfall,NA,NA,NA
3084,5752,10-ha,EST,1202,525,B,2,FF-6,2002,under branchfall,NA,NA,NA
2583,5752,10-ha,EST,1202,7,E,1,FF-6,2004,under branchfall,NA,NA,NA
2600,5752,10-ha,EST,1202,24,C,5,FF-6,2004,under branchfall,NA,NA,NA
2682,5752,10-ha,EST,1202,112,D,10,FF-6,2004,under branchfall,NA,NA,NA
2692,5752,10-ha,EST,1202,123,E,10,FF-6,2004,under treefall,NA,NA,NA
2703,5752,10-ha,EST,1202,138,B,3,FF-6,2004,under branchfall,NA,NA,NA
2704,5752,10-ha,EST,1202,139,C,3,FF-6,2004,under branchfall,NA,NA,NA
2716,5752,10-ha,EST,1202,151,A,3,FF-6,2004,under treefall,NA,NA,NA
2750,5752,10-ha,EST,1202,184,A,5,FF-6,2004,under branchfall,NA,NA,NA
2756,5752,10-ha,EST,1202,191,D,1,FF-6,2004,under treefall,NA,NA,NA
2785,5752,10-ha,EST,1202,222,C,5,FF-6,2004,under branchfall,NA,NA,NA
2791,5752,10-ha,EST,1202,228,C,3,FF-6,2004,under branchfall,NA,NA,NA
2795,5752,10-ha,EST,1202,233,C,7,FF-6,2004,under branchfall,NA,NA,NA
2816,5752,10-ha,EST,1202,255,A,1,FF-6,2004,under branchfall,NA,NA,NA
2863,5752,10-ha,EST,1202,302,B,4,FF-6,2004,under treefall,NA,NA,NA
2936,5752,10-ha,EST,1202,377,A,7,FF-6,2004,under branchfall,NA,NA,NA
2961,5752,10-ha,EST,1202,402,D,6,FF-6,2004,under branchfall,NA,NA,NA
2982,5752,10-ha,EST,1202,423,A,4,FF-6,2004,under treefall,NA,NA,NA
2988,5752,10-ha,EST,1202,429,B,4,FF-6,2004,under treefall,NA,NA,NA
3024,5752,10-ha,EST,1202,465,A,10,FF-6,2004,under branchfall,NA,NA,NA
3067,5752,10-ha,EST,1202,508,B,4,FF-6,2004,under treefall,NA,NA,NA
3112,5752,10-ha,EST,1202,552,A,4,FF-6,2004,under treefall,NA,NA,NA
3152,5752,10-ha,EST,1202,591,A,4,FF-6,2004,under treefall,NA,NA,NA
3162,5752,10-ha,EST,1202,601,A,4,FF-6,2004,under treefall,NA,NA,NA
3163,5752,10-ha,EST,1202,602,B,4,FF-6,2004,under treefall,NA,NA,NA
3200,5752,10-ha,EST,1202,641,B,3,FF-6,2004,under branchfall,NA,NA,NA
2584,5752,10-ha,EST,1202,8,E,2,FF-6,2005,under branchfall,NA,NA,NA
2607,5752,10-ha,EST,1202,31,B,5,FF-6,2005,under branchfall,NA,NA,NA
2740,5752,10-ha,EST,1202,175,E,1,FF-6,2005,under branchfall,NA,NA,NA
2758,5752,10-ha,EST,1202,193,A,4,FF-6,2005,under branchfall,NA,NA,NA
2785,5752,10-ha,EST,1202,222,C,5,FF-6,2005,under branchfall,NA,NA,NA
3171,5752,10-ha,EST,1202,610,C,4,FF-6,2005,under branchfall,NA,NA,NA
3221,5752,10-ha,EST,1202,662,E,1,FF-6,2005,under branchfall,NA,NA,NA
3227,5752,10-ha,EST,1202,668,E,2,FF-6,2005,under branchfall,NA,NA,NA
2582,5752,10-ha,EST,1202,6,E,1,FF-6,2006,under branchfall,NA,NA,NA
2583,5752,10-ha,EST,1202,7,E,1,FF-6,2006,under branchfall,NA,NA,NA
2584,5752,10-ha,EST,1202,8,E,2,FF-6,2006,under branchfall,NA,NA,NA
2622,5752,10-ha,EST,1202,48,A,8,FF-6,2006,under branchfall,NA,NA,NA
2630,5752,10-ha,EST,1202,58,B,9,FF-6,2006,under branchfall,NA,NA,NA
2657,5752,10-ha,EST,1202,86,B,9,FF-6,2006,under branchfall,NA,NA,NA
2665,5752,10-ha,EST,1202,94,B,10,FF-6,2006,under branchfall,NA,NA,NA
2682,5752,10-ha,EST,1202,112,D,10,FF-6,2006,under branchfall,NA,NA,NA
2685,5752,10-ha,EST,1202,115,C,10,FF-6,2006,under branchfall,NA,NA,NA
2689,5752,10-ha,EST,1202,120,E,10,FF-6,2006,under branchfall,NA,NA,NA
2690,5752,10-ha,EST,1202,121,D,8,FF-6,2006,under branchfall,NA,NA,NA
2758,5752,10-ha,EST,1202,193,A,4,FF-6,2006,under branchfall,NA,NA,NA
2924,5752,10-ha,EST,1202,365,B,9,FF-6,2006,under branchfall,NA,NA,NA
2983,5752,10-ha,EST,1202,424,B,3,FF-6,2006,under branchfall,NA,NA,NA
3043,5752,10-ha,EST,1202,484,B,9,FF-6,2006,under branchfall,NA,NA,NA
3208,5752,10-ha,EST,1202,649,C,8,FF-6,2006,under branchfall,NA,NA,NA
3227,5752,10-ha,EST,1202,668,E,2,FF-6,2006,under branchfall,NA,NA,NA
3239,5752,10-ha,EST,1202,680,E,6,FF-6,2006,under branchfall,NA,NA,NA
3327,5752,10-ha,EST,1202,768,C,9,FF-6,2006,2x in field,NA,NA,NA
3348,5752,10-ha,EST,1202,789,C,10,FF-6,2006,under treefall,NA,NA,NA
3447,5753,1-ha,PAL,3114,51,E,9,FF-4,1999,under treefall,NA,NA,NA
3462,5753,1-ha,PAL,3114,67,E,9,FF-4,1999,under treefall,NA,NA,NA
3479,5753,1-ha,PAL,3114,84,B,4,FF-4,1999,under branchfall,NA,NA,NA
3498,5753,1-ha,PAL,3114,105,B,9,FF-4,1999,under branchfall,NA,NA,NA
3540,5753,1-ha,PAL,3114,174,D,10,FF-4,1999,under branchfall,NA,NA,NA
3479,5753,1-ha,PAL,3114,84,B,4,FF-4,2000,under treefall,NA,NA,NA
3415,5753,1-ha,PAL,3114,17,A,7,FF-4,2002,under branchfall,NA,NA,NA
3416,5753,1-ha,PAL,3114,18,A,7,FF-4,2002,under branchfall,NA,NA,NA
3481,5753,1-ha,PAL,3114,86,B,10,FF-4,2002,under litter,NA,NA,NA
3495,5753,1-ha,PAL,3114,102,D,3,FF-4,2002,under branchfall,NA,NA,NA
3525,5753,1-ha,PAL,3114,144,A,4,FF-4,2002,under branchfall,NA,NA,NA
3527,5753,1-ha,PAL,3114,150,A,4,FF-4,2002,under branchfall,NA,NA,NA
3569,5753,1-ha,PAL,3114,213,C,10,FF-4,2002,under branchfall,NA,NA,NA
3592,5753,1-ha,PAL,3114,236,D,7,FF-4,2002,under branchfall,NA,NA,NA
3594,5753,1-ha,PAL,3114,238,B,1,FF-4,2002,under branchfall,NA,NA,NA
3599,5753,1-ha,PAL,3114,243,E,10,FF-4,2002,under branchfall,NA,NA,NA
3653,5753,1-ha,PAL,3114,299,D,2,FF-4,2002,under branchfall,NA,NA,NA
3656,5753,1-ha,PAL,3114,304,A,8,FF-4,2002,under branchfall,NA,NA,NA
3680,5753,1-ha,PAL,3114,326,E,9,FF-4,2002,under treefall,NA,NA,NA
3683,5753,1-ha,PAL,3114,329,E,9,FF-4,2002,under branchfall,NA,NA,NA
3469,5753,1-ha,PAL,3114,412,E,8,FF-4,2002,under branchfall,NA,NA,NA
3460,5753,1-ha,PAL,3114,65,C,10,FF-4,2003,under branchfall,NA,NA,NA
3485,5753,1-ha,PAL,3114,91,B,4,FF-4,2003,under branchfall,NA,NA,NA
3562,5753,1-ha,PAL,3114,206,E,7,FF-4,2003,under litter,NA,NA,NA
3597,5753,1-ha,PAL,3114,241,E,8,FF-4,2003,under litter,NA,NA,NA
3643,5753,1-ha,PAL,3114,288,E,7,FF-4,2003,under litter,NA,NA,NA
3684,5753,1-ha,PAL,3114,330,E,9,FF-4,2003,under branchfall,NA,NA,NA
3425,5753,1-ha,PAL,3114,28,C,2,FF-4,2004,under branchfall,NA,NA,NA
3501,5753,1-ha,PAL,3114,108,B,3,FF-4,2004,under branchfall,NA,NA,NA
3683,5753,1-ha,PAL,3114,329,E,9,FF-4,2004,under branchfall,NA,NA,NA
3686,5753,1-ha,PAL,3114,332,E,9,FF-4,2004,under branchfall,NA,NA,NA
3415,5753,1-ha,PAL,3114,17,A,7,FF-4,2005,under treefall,NA,NA,NA
3425,5753,1-ha,PAL,3114,28,C,2,FF-4,2005,under branchfall,NA,NA,NA
3468,5753,1-ha,PAL,3114,73,E,10,FF-4,2005,under branchfall,NA,NA,NA
3477,5753,1-ha,PAL,3114,82,E,3,FF-4,2005,under branchfall,NA,NA,NA
3515,5753,1-ha,PAL,3114,123,D,4,FF-4,2005,under treefall,NA,NA,NA
3517,5753,1-ha,PAL,3114,125,A,10,FF-4,2005,under branchfall,NA,NA,NA
3531,5753,1-ha,PAL,3114,158,D,4,FF-4,2005,under treefall,NA,NA,NA
3553,5753,1-ha,PAL,3114,196,E,3,FF-4,2005,under branchfall,NA,NA,NA
3597,5753,1-ha,PAL,3114,241,E,8,FF-4,2005,under litter,NA,NA,NA
3410,5753,1-ha,PAL,3114,12,E,3,FF-4,2006,under branchfall,NA,NA,NA
3423,5753,1-ha,PAL,3114,26,D,10,FF-4,2006,under branchfall,NA,NA,NA
3480,5753,1-ha,PAL,3114,85,E,10,FF-4,2006,under branchfall,NA,NA,NA
3575,5753,1-ha,PAL,3114,219,B,8,FF-4,2006,under branchfall,NA,NA,NA
3576,5753,1-ha,PAL,3114,220,D,9,FF-4,2006,under branchfall,NA,NA,NA
3584,5753,1-ha,PAL,3114,228,A,2,FF-4,2006,under branchfall,NA,NA,NA
3611,5753,1-ha,PAL,3114,255,A,4,FF-4,2006,under branchfall,NA,NA,NA
3617,5753,1-ha,PAL,3114,261,D,4,FF-4,2006,under branchfall,NA,NA,NA
3692,5753,1-ha,PAL,3114,339,E,2,FF-4,2006,under branchfall,NA,NA,NA
3753,5753,1-ha,PAL,3114,404,D,1,FF-4,2006,under branchfall,NA,NA,NA
3407,5753,1-ha,PAL,3114,7,E,5,FF-4,2007,under branchfall,NA,NA,NA
3410,5753,1-ha,PAL,3114,12,E,3,FF-4,2007,under branchfall,NA,NA,NA
3518,5753,1-ha,PAL,3114,126,A,10,FF-4,2007,under branchfall,NA,NA,NA
3564,5753,1-ha,PAL,3114,208,B,4,FF-4,2007,under branchfall,NA,NA,NA
3656,5753,1-ha,PAL,3114,304,A,8,FF-4,2007,under branchfall,NA,NA,NA
3658,5753,1-ha,PAL,3114,306,C,4,FF-4,2007,under branchfall,NA,NA,NA
3743,5753,1-ha,PAL,3114,393,E,9,FF-4,2007,under branchfall,NA,NA,NA
3484,5753,1-ha,PAL,3114,90,A,10,FF-4,2008,resprouting,NA,NA,NA
3643,5753,1-ha,PAL,3114,288,E,7,FF-4,2008,under branchfall,NA,NA,NA
3422,5753,1-ha,PAL,3114,25,D,9,FF-4,2009,dried,NA,NA,NA
3479,5753,1-ha,PAL,3114,84,B,4,FF-4,2009,dried,NA,NA,NA
3499,5753,1-ha,PAL,3114,106,C,3,FF-4,2009,dried,NA,NA,NA
3529,5753,1-ha,PAL,3114,156,E,4,FF-4,2009,under branchfall,NA,NA,NA
3640,5753,1-ha,PAL,3114,285,E,10,FF-4,2009,dried,NA,NA,NA
3672,5753,1-ha,PAL,3114,319,E,10,FF-4,2009,dried,NA,NA,NA
3717,5753,1-ha,PAL,3114,364,E,2,FF-4,2009,dried,NA,NA,NA
3731,5753,1-ha,PAL,3114,381,E,3,FF-4,2009,dried,NA,NA,NA
7684,5754,10-ha,PortoAlegre,3209,17,C,4,FF-7,1999,under treefall,NA,NA,NA
7915,5754,10-ha,PortoAlegre,3209,264,D,4,FF-7,1999,under treefall,NA,NA,NA
7943,5754,10-ha,PortoAlegre,3209,292,D,4,FF-7,1999,under treefall,NA,NA,NA
7975,5754,10-ha,PortoAlegre,3209,323,C,4,FF-7,1999,under treefall,NA,NA,NA
7986,5754,10-ha,PortoAlegre,3209,334,B,4,FF-7,1999,under treefall,NA,NA,NA
7988,5754,10-ha,PortoAlegre,3209,336,B,4,FF-7,1999,under treefall,NA,NA,NA
7990,5754,10-ha,PortoAlegre,3209,338,D,4,FF-7,1999,under treefall,NA,NA,NA
7994,5754,10-ha,PortoAlegre,3209,342,B,4,FF-7,1999,under treefall,NA,NA,NA
7999,5754,10-ha,PortoAlegre,3209,347,C,4,FF-7,1999,under treefall,NA,NA,NA
8583,5754,10-ha,PortoAlegre,3209,1316,B,4,FF-7,1999,under treefall,NA,NA,NA
8651,5754,10-ha,PortoAlegre,3209,1390,C,4,FF-7,1999,under treefall,NA,NA,NA
7684,5754,10-ha,PortoAlegre,3209,17,C,4,FF-7,2000,under treefall,NA,NA,NA
7742,5754,10-ha,PortoAlegre,3209,88,A,9,FF-7,2000,under branchfall,NA,NA,NA
7784,5754,10-ha,PortoAlegre,3209,131,B,7,FF-7,2000,under treefall,NA,NA,NA
7893,5754,10-ha,PortoAlegre,3209,242,B,6,FF-7,2000,under treefall,NA,NA,NA
7896,5754,10-ha,PortoAlegre,3209,245,A,5,FF-7,2000,under treefall,NA,NA,NA
7906,5754,10-ha,PortoAlegre,3209,255,A,5,FF-7,2000,under treefall,NA,NA,NA
7913,5754,10-ha,PortoAlegre,3209,262,A,5,FF-7,2000,under treefall,NA,NA,NA
7925,5754,10-ha,PortoAlegre,3209,274,B,6,FF-7,2000,under treefall,NA,NA,NA
7940,5754,10-ha,PortoAlegre,3209,289,E,4,FF-7,2000,under treefall,NA,NA,NA
7941,5754,10-ha,PortoAlegre,3209,290,E,4,FF-7,2000,under treefall,NA,NA,NA
7970,5754,10-ha,PortoAlegre,3209,318,A,6,FF-7,2000,under treefall,NA,NA,NA
7971,5754,10-ha,PortoAlegre,3209,319,A,6,FF-7,2000,under treefall,NA,NA,NA
7972,5754,10-ha,PortoAlegre,3209,320,A,5,FF-7,2000,under treefall,NA,NA,NA
7975,5754,10-ha,PortoAlegre,3209,323,C,4,FF-7,2000,under treefall,NA,NA,NA
7988,5754,10-ha,PortoAlegre,3209,336,B,4,FF-7,2000,under treefall,NA,NA,NA
7994,5754,10-ha,PortoAlegre,3209,342,B,4,FF-7,2000,under treefall,NA,NA,NA
8012,5754,10-ha,PortoAlegre,3209,360,D,4,FF-7,2000,under treefall,NA,NA,NA
8021,5754,10-ha,PortoAlegre,3209,369,E,4,FF-7,2000,under treefall,NA,NA,NA
8027,5754,10-ha,PortoAlegre,3209,375,E,4,FF-7,2000,under treefall,NA,NA,NA
8037,5754,10-ha,PortoAlegre,3209,384,B,6,FF-7,2000,under treefall,NA,NA,NA
8070,5754,10-ha,PortoAlegre,3209,417,D,7,FF-7,2000,under treefall,NA,NA,NA
8087,5754,10-ha,PortoAlegre,3209,434,B,8,FF-7,2000,under treefall,NA,NA,NA
8092,5754,10-ha,PortoAlegre,3209,439,A,4,FF-7,2000,under treefall,NA,NA,NA
8093,5754,10-ha,PortoAlegre,3209,440,C,7,FF-7,2000,under branchfall,NA,NA,NA
8138,5754,10-ha,PortoAlegre,3209,485,A,4,FF-7,2000,under treefall,NA,NA,NA
8141,5754,10-ha,PortoAlegre,3209,488,A,5,FF-7,2000,under treefall,NA,NA,NA
8142,5754,10-ha,PortoAlegre,3209,489,A,7,FF-7,2000,under treefall,NA,NA,NA
8157,5754,10-ha,PortoAlegre,3209,567,E,4,FF-7,2000,under treefall,NA,NA,NA
8171,5754,10-ha,PortoAlegre,3209,613,C,4,FF-7,2000,under treefall,NA,NA,NA
8571,5754,10-ha,PortoAlegre,3209,1305,B,6,FF-7,2000,under treefall,NA,NA,NA
8576,5754,10-ha,PortoAlegre,3209,1309,B,7,FF-7,2000,under treefall,NA,NA,NA
8643,5754,10-ha,PortoAlegre,3209,1383,A,6,FF-7,2000,under treefall,NA,NA,NA
8651,5754,10-ha,PortoAlegre,3209,1390,C,4,FF-7,2000,under treefall,NA,NA,NA
7684,5754,10-ha,PortoAlegre,3209,17,C,4,FF-7,2002,under branchfall,NA,NA,NA
7743,5754,10-ha,PortoAlegre,3209,89,A,9,FF-7,2002,under branchfall,NA,NA,NA
7748,5754,10-ha,PortoAlegre,3209,94,B,6,FF-7,2002,under branchfall,NA,NA,NA
7757,5754,10-ha,PortoAlegre,3209,103,A,10,FF-7,2002,under branchfall,NA,NA,NA
7761,5754,10-ha,PortoAlegre,3209,107,B,9,FF-7,2002,under branchfall,NA,NA,NA
7784,5754,10-ha,PortoAlegre,3209,131,B,7,FF-7,2002,under branchfall,NA,NA,NA
7816,5754,10-ha,PortoAlegre,3209,163,E,9,FF-7,2002,under branchfall,NA,NA,NA
7835,5754,10-ha,PortoAlegre,3209,184,A,9,FF-7,2002,under branchfall,NA,NA,NA
7839,5754,10-ha,PortoAlegre,3209,188,E,5,FF-7,2002,under branchfall,NA,NA,NA
7858,5754,10-ha,PortoAlegre,3209,207,B,6,FF-7,2002,under branchfall,NA,NA,NA
7874,5754,10-ha,PortoAlegre,3209,223,D,7,FF-7,2002,under branchfall,NA,NA,NA
7898,5754,10-ha,PortoAlegre,3209,247,E,3,FF-7,2002,under branchfall,NA,NA,NA
7899,5754,10-ha,PortoAlegre,3209,248,E,5,FF-7,2002,under branchfall,NA,NA,NA
7911,5754,10-ha,PortoAlegre,3209,260,E,1,FF-7,2002,under branchfall,NA,NA,NA
7920,5754,10-ha,PortoAlegre,3209,269,B,2,FF-7,2002,under branchfall,NA,NA,NA
7935,5754,10-ha,PortoAlegre,3209,284,B,1,FF-7,2002,under branchfall,NA,NA,NA
7940,5754,10-ha,PortoAlegre,3209,289,E,4,FF-7,2002,under treefall,NA,NA,NA
7947,5754,10-ha,PortoAlegre,3209,296,D,1,FF-7,2002,under branchfall,NA,NA,NA
7949,5754,10-ha,PortoAlegre,3209,298,D,1,FF-7,2002,under branchfall,NA,NA,NA
7955,5754,10-ha,PortoAlegre,3209,304,B,6,FF-7,2002,under treefall,NA,NA,NA
7972,5754,10-ha,PortoAlegre,3209,320,A,5,FF-7,2002,under branchfall,NA,NA,NA
7975,5754,10-ha,PortoAlegre,3209,323,C,4,FF-7,2002,under branchfall,NA,NA,NA
7977,5754,10-ha,PortoAlegre,3209,325,E,1,FF-7,2002,under branchfall,NA,NA,NA
7981,5754,10-ha,PortoAlegre,3209,329,D,5,FF-7,2002,under branchfall,NA,NA,NA
7982,5754,10-ha,PortoAlegre,3209,330,E,1,FF-7,2002,under branchfall,NA,NA,NA
7986,5754,10-ha,PortoAlegre,3209,334,B,4,FF-7,2002,under branchfall,NA,NA,NA
7994,5754,10-ha,PortoAlegre,3209,342,B,4,FF-7,2002,under branchfall,NA,NA,NA
8000,5754,10-ha,PortoAlegre,3209,348,C,4,FF-7,2002,under branchfall,NA,NA,NA
8015,5754,10-ha,PortoAlegre,3209,363,E,2,FF-7,2002,under branchfall,NA,NA,NA
8018,5754,10-ha,PortoAlegre,3209,366,B,4,FF-7,2002,under branchfall,NA,NA,NA
8034,5754,10-ha,PortoAlegre,3209,382,C,5,FF-7,2002,under branchfall,NA,NA,NA
8051,5754,10-ha,PortoAlegre,3209,398,D,4,FF-7,2002,under branchfall,NA,NA,NA
