"plot","habitat","ranch","bdffp_reserve_no","HA_ID_Number","tag_number","row","column","year","ht","shts","infl","code.notes","code2"
"5752","10-ha","EST","1202",2988,429,"B","4",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",2988,429,"B","4",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",2988,429,"B","4",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",2989,430,"A","3",2000,8,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",2989,430,"A","3",2001,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",2993,434,"C","5",2000,17,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",2993,434,"C","5",2001,21,2,0,NA,NA
"5752","10-ha","EST","1202",2993,434,"C","5",2002,38,3,0,NA,NA
"5752","10-ha","EST","1202",2993,434,"C","5",2003,43,4,0,NA,NA
"5752","10-ha","EST","1202",2993,434,"C","5",2004,55,5,0,NA,NA
"5752","10-ha","EST","1202",2993,434,"C","5",2005,58,7,0,NA,NA
"5752","10-ha","EST","1202",2993,434,"C","5",2006,65,6,NA,NA,NA
"5752","10-ha","EST","1202",2993,434,"C","5",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",2993,434,"C","5",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",2993,434,"C","5",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",2995,436,"E","5",2000,10,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",2995,436,"E","5",2001,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",2996,437,"C","4",2000,8,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",2996,437,"C","4",2001,11,1,0,NA,NA
"5752","10-ha","EST","1202",2996,437,"C","4",2002,14,1,0,NA,NA
"5752","10-ha","EST","1202",2996,437,"C","4",2003,20,1,0,NA,NA
"5752","10-ha","EST","1202",2996,437,"C","4",2004,21,3,0,NA,NA
"5752","10-ha","EST","1202",2996,437,"C","4",2005,35,3,0,NA,NA
"5752","10-ha","EST","1202",2996,437,"C","4",2006,42,3,NA,NA,NA
"5752","10-ha","EST","1202",2996,437,"C","4",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",2996,437,"C","4",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",2996,437,"C","4",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",2997,438,"B","5",2000,9,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",2997,438,"B","5",2001,13,1,0,NA,NA
"5752","10-ha","EST","1202",2997,438,"B","5",2002,12,1,0,NA,NA
"5752","10-ha","EST","1202",2997,438,"B","5",2003,9,1,0,NA,NA
"5752","10-ha","EST","1202",2997,438,"B","5",2004,12,1,0,NA,NA
"5752","10-ha","EST","1202",2997,438,"B","5",2005,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",2998,439,"C","5",2000,13,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",2998,439,"C","5",2001,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",2999,440,"C","4",2000,7,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",2999,440,"C","4",2001,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",3001,442,"B","4",2000,8,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3001,442,"B","4",2001,10,1,0,NA,NA
"5752","10-ha","EST","1202",3001,442,"B","4",2002,18,3,0,NA,NA
"5752","10-ha","EST","1202",3001,442,"B","4",2003,37,3,0,NA,NA
"5752","10-ha","EST","1202",3001,442,"B","4",2004,66,3,0,NA,NA
"5752","10-ha","EST","1202",3001,442,"B","4",2005,81,5,0,NA,NA
"5752","10-ha","EST","1202",3001,442,"B","4",2006,60,4,NA,NA,NA
"5752","10-ha","EST","1202",3001,442,"B","4",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3001,442,"B","4",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3001,442,"B","4",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3002,443,"C","5",2000,12,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3002,443,"C","5",2001,12,1,0,NA,NA
"5752","10-ha","EST","1202",3002,443,"C","5",2002,11,1,0,NA,NA
"5752","10-ha","EST","1202",3002,443,"C","5",2003,10,1,0,NA,NA
"5752","10-ha","EST","1202",3002,443,"C","5",2004,18,1,0,NA,NA
"5752","10-ha","EST","1202",3002,443,"C","5",2005,21,1,0,NA,NA
"5752","10-ha","EST","1202",3002,443,"C","5",2006,24,4,NA,NA,NA
"5752","10-ha","EST","1202",3002,443,"C","5",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3002,443,"C","5",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3002,443,"C","5",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3003,444,"D","5",2000,13,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3003,444,"D","5",2001,12,1,0,NA,NA
"5752","10-ha","EST","1202",3003,444,"D","5",2002,23,2,0,NA,NA
"5752","10-ha","EST","1202",3003,444,"D","5",2003,22,3,0,NA,NA
"5752","10-ha","EST","1202",3003,444,"D","5",2004,30,5,0,NA,NA
"5752","10-ha","EST","1202",3003,444,"D","5",2005,32,4,0,NA,NA
"5752","10-ha","EST","1202",3003,444,"D","5",2006,37,4,NA,NA,NA
"5752","10-ha","EST","1202",3003,444,"D","5",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3003,444,"D","5",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3003,444,"D","5",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3005,446,"D","6",2000,13,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3005,446,"D","6",2001,15,1,0,NA,NA
"5752","10-ha","EST","1202",3005,446,"D","6",2002,15,1,0,NA,NA
"5752","10-ha","EST","1202",3005,446,"D","6",2003,17,1,0,NA,NA
"5752","10-ha","EST","1202",3005,446,"D","6",2004,19,3,0,NA,NA
"5752","10-ha","EST","1202",3005,446,"D","6",2005,24,2,0,NA,NA
"5752","10-ha","EST","1202",3005,446,"D","6",2006,22,3,NA,NA,NA
"5752","10-ha","EST","1202",3005,446,"D","6",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3005,446,"D","6",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3005,446,"D","6",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3006,447,"D","4",2000,14,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3006,447,"D","4",2001,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",3007,448,"C","5",2000,14,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3007,448,"C","5",2001,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",3008,449,"E","5",2000,8,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3008,449,"E","5",2001,7,1,0,NA,NA
"5752","10-ha","EST","1202",3008,449,"E","5",2002,9,1,0,NA,NA
"5752","10-ha","EST","1202",3008,449,"E","5",2003,4,1,0,NA,NA
"5752","10-ha","EST","1202",3008,449,"E","5",2004,20,1,0,NA,NA
"5752","10-ha","EST","1202",3008,449,"E","5",2005,5,1,0,NA,NA
"5752","10-ha","EST","1202",3008,449,"E","5",2006,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",3009,450,"D","5",2000,9,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3009,450,"D","5",2001,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",3010,451,"C","5",2000,12,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3010,451,"C","5",2001,31,2,0,NA,NA
"5752","10-ha","EST","1202",3010,451,"C","5",2002,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3010,451,"C","5",2003,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3010,451,"C","5",2004,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3010,451,"C","5",2005,51,3,0,NA,NA
"5752","10-ha","EST","1202",3010,451,"C","5",2006,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3010,451,"C","5",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3010,451,"C","5",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3010,451,"C","5",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3011,452,"A","5",2000,10,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3011,452,"A","5",2001,10,1,0,NA,NA
"5752","10-ha","EST","1202",3011,452,"A","5",2002,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3011,452,"A","5",2003,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3011,452,"A","5",2004,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3011,452,"A","5",2005,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3011,452,"A","5",2006,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3011,452,"A","5",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3011,452,"A","5",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3011,452,"A","5",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3012,453,"D","5",2000,6,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3012,453,"D","5",2001,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",3013,454,"B","5",2000,10,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3013,454,"B","5",2001,8,1,0,NA,NA
"5752","10-ha","EST","1202",3013,454,"B","5",2002,22,1,0,NA,NA
"5752","10-ha","EST","1202",3013,454,"B","5",2003,24,1,0,NA,NA
"5752","10-ha","EST","1202",3013,454,"B","5",2004,27,3,0,NA,NA
"5752","10-ha","EST","1202",3013,454,"B","5",2005,40,3,0,NA,NA
"5752","10-ha","EST","1202",3013,454,"B","5",2006,47,3,NA,NA,NA
"5752","10-ha","EST","1202",3013,454,"B","5",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3013,454,"B","5",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3013,454,"B","5",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3014,455,"E","5",2000,11,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3014,455,"E","5",2001,11,1,0,NA,NA
"5752","10-ha","EST","1202",3014,455,"E","5",2002,10,1,0,NA,NA
"5752","10-ha","EST","1202",3014,455,"E","5",2003,15,1,0,NA,NA
"5752","10-ha","EST","1202",3014,455,"E","5",2004,19,2,0,NA,NA
"5752","10-ha","EST","1202",3014,455,"E","5",2005,17,2,0,NA,NA
"5752","10-ha","EST","1202",3014,455,"E","5",2006,13,2,NA,NA,NA
"5752","10-ha","EST","1202",3014,455,"E","5",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3014,455,"E","5",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3014,455,"E","5",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3015,456,"B","6",1999,NA,NA,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3015,456,"B","6",2000,15,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3015,456,"B","6",2001,43,1,0,NA,NA
"5752","10-ha","EST","1202",3015,456,"B","6",2002,61,2,0,NA,NA
"5752","10-ha","EST","1202",3015,456,"B","6",2003,60,3,0,NA,NA
"5752","10-ha","EST","1202",3015,456,"B","6",2004,63,4,0,NA,NA
"5752","10-ha","EST","1202",3015,456,"B","6",2005,70,4,0,NA,NA
"5752","10-ha","EST","1202",3015,456,"B","6",2006,60,5,NA,NA,NA
"5752","10-ha","EST","1202",3015,456,"B","6",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3015,456,"B","6",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3015,456,"B","6",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3017,458,"D","6",2000,7,2,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3017,458,"D","6",2001,8,1,0,NA,NA
"5752","10-ha","EST","1202",3017,458,"D","6",2002,16,2,0,NA,NA
"5752","10-ha","EST","1202",3017,458,"D","6",2003,30,2,0,NA,NA
"5752","10-ha","EST","1202",3017,458,"D","6",2004,45,2,0,NA,NA
"5752","10-ha","EST","1202",3017,458,"D","6",2005,30,3,0,NA,NA
"5752","10-ha","EST","1202",3017,458,"D","6",2006,40,2,NA,NA,NA
"5752","10-ha","EST","1202",3017,458,"D","6",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3017,458,"D","6",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3017,458,"D","6",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3018,459,"D","6",2000,8,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3018,459,"D","6",2001,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",3020,461,"E","6",2000,12,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3020,461,"E","6",2001,11,1,0,NA,NA
"5752","10-ha","EST","1202",3020,461,"E","6",2002,16,1,0,NA,NA
"5752","10-ha","EST","1202",3020,461,"E","6",2003,28,1,0,NA,NA
"5752","10-ha","EST","1202",3020,461,"E","6",2004,26,1,0,NA,NA
"5752","10-ha","EST","1202",3020,461,"E","6",2005,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",3022,463,"D","6",2000,12,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3022,463,"D","6",2001,10,1,0,NA,NA
"5752","10-ha","EST","1202",3022,463,"D","6",2002,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3022,463,"D","6",2003,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3022,463,"D","6",2004,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3022,463,"D","6",2005,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3022,463,"D","6",2006,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3022,463,"D","6",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3022,463,"D","6",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3022,463,"D","6",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3026,467,"C","8",2000,10,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3026,467,"C","8",2001,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3026,467,"C","8",2002,17,3,0,NA,NA
"5752","10-ha","EST","1202",3026,467,"C","8",2003,18,3,0,NA,NA
"5752","10-ha","EST","1202",3026,467,"C","8",2004,24,3,0,NA,NA
"5752","10-ha","EST","1202",3026,467,"C","8",2005,23,5,0,NA,NA
"5752","10-ha","EST","1202",3026,467,"C","8",2006,26,2,NA,NA,NA
"5752","10-ha","EST","1202",3026,467,"C","8",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3026,467,"C","8",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3026,467,"C","8",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3027,468,"C","9",1999,NA,NA,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3027,468,"C","9",2000,8,1,0,"ULY (3)",NA
"5752","10-ha","EST","1202",3027,468,"C","9",2001,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",3028,469,"C","8",2000,12,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3028,469,"C","8",2001,14,1,0,NA,NA
"5752","10-ha","EST","1202",3028,469,"C","8",2002,22,2,0,NA,NA
"5752","10-ha","EST","1202",3028,469,"C","8",2003,19,1,0,NA,NA
"5752","10-ha","EST","1202",3028,469,"C","8",2004,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3028,469,"C","8",2005,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3028,469,"C","8",2006,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3028,469,"C","8",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3028,469,"C","8",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3028,469,"C","8",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3030,471,"D","10",2000,9,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3030,471,"D","10",2001,9,1,0,NA,NA
"5752","10-ha","EST","1202",3030,471,"D","10",2002,11,1,0,NA,NA
"5752","10-ha","EST","1202",3030,471,"D","10",2003,9,1,0,NA,NA
"5752","10-ha","EST","1202",3030,471,"D","10",2004,10,1,0,NA,NA
"5752","10-ha","EST","1202",3030,471,"D","10",2005,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3030,471,"D","10",2006,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3030,471,"D","10",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3030,471,"D","10",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3030,471,"D","10",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3031,472,"E","8",2000,12,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3031,472,"E","8",2001,14,1,0,NA,NA
"5752","10-ha","EST","1202",3031,472,"E","8",2002,13,1,0,NA,NA
"5752","10-ha","EST","1202",3031,472,"E","8",2003,12,1,0,NA,NA
"5752","10-ha","EST","1202",3031,472,"E","8",2004,33,2,0,NA,NA
"5752","10-ha","EST","1202",3031,472,"E","8",2005,12,1,0,NA,NA
"5752","10-ha","EST","1202",3031,472,"E","8",2006,10,1,NA,NA,NA
"5752","10-ha","EST","1202",3031,472,"E","8",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3031,472,"E","8",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3031,472,"E","8",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3032,473,"D","8",2000,10,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3032,473,"D","8",2001,16,1,0,NA,NA
"5752","10-ha","EST","1202",3032,473,"D","8",2002,16,1,0,NA,NA
"5752","10-ha","EST","1202",3032,473,"D","8",2003,16,2,0,NA,NA
"5752","10-ha","EST","1202",3032,473,"D","8",2004,22,2,0,NA,NA
"5752","10-ha","EST","1202",3032,473,"D","8",2005,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3032,473,"D","8",2006,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3032,473,"D","8",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3032,473,"D","8",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3032,473,"D","8",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3033,474,"E","9",2000,13,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3033,474,"E","9",2001,12,1,0,NA,NA
"5752","10-ha","EST","1202",3033,474,"E","9",2002,14,1,0,NA,NA
"5752","10-ha","EST","1202",3033,474,"E","9",2003,17,1,0,NA,NA
"5752","10-ha","EST","1202",3033,474,"E","9",2004,20,1,0,NA,NA
"5752","10-ha","EST","1202",3033,474,"E","9",2005,21,1,0,NA,NA
"5752","10-ha","EST","1202",3033,474,"E","9",2006,15,2,NA,NA,NA
"5752","10-ha","EST","1202",3033,474,"E","9",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3033,474,"E","9",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3033,474,"E","9",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3037,478,"E","5",2000,6,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3037,478,"E","5",2001,6,1,0,NA,NA
"5752","10-ha","EST","1202",3037,478,"E","5",2002,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",3038,479,"E","5",2000,6,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3038,479,"E","5",2001,7,1,0,NA,NA
"5752","10-ha","EST","1202",3038,479,"E","5",2002,8,1,0,NA,NA
"5752","10-ha","EST","1202",3038,479,"E","5",2003,4,1,0,NA,NA
"5752","10-ha","EST","1202",3038,479,"E","5",2004,7,1,0,NA,NA
"5752","10-ha","EST","1202",3038,479,"E","5",2005,5,1,0,NA,NA
"5752","10-ha","EST","1202",3038,479,"E","5",2006,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",3039,480,"E","5",2000,4,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3039,480,"E","5",2001,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",3040,481,"B","6",2000,10,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3040,481,"B","6",2001,8,1,0,NA,NA
"5752","10-ha","EST","1202",3040,481,"B","6",2002,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3040,481,"B","6",2003,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3040,481,"B","6",2004,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3040,481,"B","6",2005,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3040,481,"B","6",2006,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3040,481,"B","6",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3040,481,"B","6",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3040,481,"B","6",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3041,482,"D","8",2000,9,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3041,482,"D","8",2001,11,1,0,NA,NA
"5752","10-ha","EST","1202",3041,482,"D","8",2002,14,1,0,NA,NA
"5752","10-ha","EST","1202",3041,482,"D","8",2003,12,2,0,NA,NA
"5752","10-ha","EST","1202",3041,482,"D","8",2004,20,2,0,NA,NA
"5752","10-ha","EST","1202",3041,482,"D","8",2005,14,1,0,NA,NA
"5752","10-ha","EST","1202",3041,482,"D","8",2006,18,2,NA,NA,NA
"5752","10-ha","EST","1202",3041,482,"D","8",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3041,482,"D","8",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3041,482,"D","8",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3042,483,"D","8",2000,10,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3042,483,"D","8",2001,8,1,0,NA,NA
"5752","10-ha","EST","1202",3042,483,"D","8",2002,8,1,0,NA,NA
"5752","10-ha","EST","1202",3042,483,"D","8",2003,3,1,0,NA,NA
"5752","10-ha","EST","1202",3042,483,"D","8",2004,NA,NA,NA,"dead (2)",NA
"5752","10-ha","EST","1202",3043,484,"B","9",2000,7,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3043,484,"B","9",2001,12,1,0,NA,NA
"5752","10-ha","EST","1202",3043,484,"B","9",2002,13,1,0,NA,NA
"5752","10-ha","EST","1202",3043,484,"B","9",2003,14,1,0,NA,NA
"5752","10-ha","EST","1202",3043,484,"B","9",2004,16,1,0,NA,NA
"5752","10-ha","EST","1202",3043,484,"B","9",2005,10,1,0,NA,NA
"5752","10-ha","EST","1202",3043,484,"B","9",2006,13,1,NA,NA,NA
"5752","10-ha","EST","1202",3043,484,"B","9",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3043,484,"B","9",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3043,484,"B","9",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3044,485,"B","9",1999,NA,NA,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3044,485,"B","9",2000,6,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3044,485,"B","9",2001,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3044,485,"B","9",2002,22,1,0,NA,NA
"5752","10-ha","EST","1202",3044,485,"B","9",2003,20,1,0,NA,NA
"5752","10-ha","EST","1202",3044,485,"B","9",2004,20,1,0,NA,NA
"5752","10-ha","EST","1202",3044,485,"B","9",2005,15,1,0,NA,NA
"5752","10-ha","EST","1202",3044,485,"B","9",2006,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3044,485,"B","9",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3044,485,"B","9",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3044,485,"B","9",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3046,487,"B","6",2000,13,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3046,487,"B","6",2001,17,2,0,NA,NA
"5752","10-ha","EST","1202",3046,487,"B","6",2002,26,3,0,NA,NA
"5752","10-ha","EST","1202",3046,487,"B","6",2003,13,4,0,NA,NA
"5752","10-ha","EST","1202",3046,487,"B","6",2004,33,3,0,NA,NA
"5752","10-ha","EST","1202",3046,487,"B","6",2005,12,1,0,NA,NA
"5752","10-ha","EST","1202",3046,487,"B","6",2006,15,1,NA,NA,NA
"5752","10-ha","EST","1202",3046,487,"B","6",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3046,487,"B","6",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3046,487,"B","6",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3047,488,"D","6",2000,14,1,0,"sdlg (1)","initial.tag.yr"
"5752","10-ha","EST","1202",3047,488,"D","6",2001,19,1,0,NA,NA
"5752","10-ha","EST","1202",3047,488,"D","6",2002,24,2,0,NA,NA
"5752","10-ha","EST","1202",3047,488,"D","6",2003,23,3,0,NA,NA
"5752","10-ha","EST","1202",3047,488,"D","6",2004,22,4,0,NA,NA
"5752","10-ha","EST","1202",3047,488,"D","6",2005,20,3,0,NA,NA
"5752","10-ha","EST","1202",3047,488,"D","6",2006,48,2,NA,NA,NA
"5752","10-ha","EST","1202",3047,488,"D","6",2007,NA,NA,NA,"plant missing (60)",NA
"5752","10-ha","EST","1202",3047,488,"D","6",2008,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3047,488,"D","6",2009,NA,NA,NA,NA,NA
"5752","10-ha","EST","1202",3048,489,"D","8",2000,13,1,0,"sdlg (1)","initial.tag.yr"
