HA_ID_Number,plot,habitat,ranch,bdffp_no,yr_isolated
1967,CF-2,forest,EST,1501,NA
2089,CF-2,forest,EST,1501,NA
984,CF-2,forest,EST,1501,NA
1172,CF-2,forest,EST,1501,NA
1197,CF-2,forest,EST,1501,NA
1439,CF-2,forest,EST,1501,NA
1447,CF-2,forest,EST,1501,NA
1475,CF-2,forest,EST,1501,NA
1562,CF-2,forest,EST,1501,NA
1564,CF-2,forest,EST,1501,NA
1827,CF-2,forest,EST,1501,NA
1833,CF-2,forest,EST,1501,NA
1858,CF-2,forest,EST,1501,NA
1867,CF-2,forest,EST,1501,NA
1024,CF-2,forest,EST,1501,NA
1414,CF-2,forest,EST,1501,NA
1600,CF-2,forest,EST,1501,NA
1655,CF-2,forest,EST,1501,NA
1657,CF-2,forest,EST,1501,NA
1660,CF-2,forest,EST,1501,NA
1667,CF-2,forest,EST,1501,NA
1668,CF-2,forest,EST,1501,NA
1670,CF-2,forest,EST,1501,NA
1673,CF-2,forest,EST,1501,NA
1674,CF-2,forest,EST,1501,NA
1675,CF-2,forest,EST,1501,NA
1678,CF-2,forest,EST,1501,NA
1684,CF-2,forest,EST,1501,NA
1685,CF-2,forest,EST,1501,NA
1691,CF-2,forest,EST,1501,NA
1693,CF-2,forest,EST,1501,NA
1710,CF-2,forest,EST,1501,NA
1741,CF-2,forest,EST,1501,NA
1743,CF-2,forest,EST,1501,NA
1745,CF-2,forest,EST,1501,NA
1763,CF-2,forest,EST,1501,NA
1895,CF-2,forest,EST,1501,NA
1991,CF-2,forest,EST,1501,NA
2019,CF-2,forest,EST,1501,NA
947,CF-2,forest,EST,1501,NA
952,CF-2,forest,EST,1501,NA
971,CF-2,forest,EST,1501,NA
977,CF-2,forest,EST,1501,NA
979,CF-2,forest,EST,1501,NA
981,CF-2,forest,EST,1501,NA
990,CF-2,forest,EST,1501,NA
992,CF-2,forest,EST,1501,NA
994,CF-2,forest,EST,1501,NA
1001,CF-2,forest,EST,1501,NA
1320,CF-2,forest,EST,1501,NA
1321,CF-2,forest,EST,1501,NA
1322,CF-2,forest,EST,1501,NA
1690,CF-2,forest,EST,1501,NA
1692,CF-2,forest,EST,1501,NA
1749,CF-2,forest,EST,1501,NA
1775,CF-2,forest,EST,1501,NA
1896,CF-2,forest,EST,1501,NA
1988,CF-2,forest,EST,1501,NA
2002,CF-2,forest,EST,1501,NA
2038,CF-2,forest,EST,1501,NA
1067,CF-2,forest,EST,1501,NA
1085,CF-2,forest,EST,1501,NA
1180,CF-2,forest,EST,1501,NA
1410,CF-2,forest,EST,1501,NA
1574,CF-2,forest,EST,1501,NA
1711,CF-2,forest,EST,1501,NA
2043,CF-2,forest,EST,1501,NA
1071,CF-2,forest,EST,1501,NA
1075,CF-2,forest,EST,1501,NA
1076,CF-2,forest,EST,1501,NA
1084,CF-2,forest,EST,1501,NA
1203,CF-2,forest,EST,1501,NA
1206,CF-2,forest,EST,1501,NA
1207,CF-2,forest,EST,1501,NA
1331,CF-2,forest,EST,1501,NA
1332,CF-2,forest,EST,1501,NA
1333,CF-2,forest,EST,1501,NA
1411,CF-2,forest,EST,1501,NA
1421,CF-2,forest,EST,1501,NA
1430,CF-2,forest,EST,1501,NA
1459,CF-2,forest,EST,1501,NA
1499,CF-2,forest,EST,1501,NA
1502,CF-2,forest,EST,1501,NA
1571,CF-2,forest,EST,1501,NA
1573,CF-2,forest,EST,1501,NA
1610,CF-2,forest,EST,1501,NA
1616,CF-2,forest,EST,1501,NA
1821,CF-2,forest,EST,1501,NA
1835,CF-2,forest,EST,1501,NA
1837,CF-2,forest,EST,1501,NA
1850,CF-2,forest,EST,1501,NA
1851,CF-2,forest,EST,1501,NA
1859,CF-2,forest,EST,1501,NA
1906,CF-2,forest,EST,1501,NA
1907,CF-2,forest,EST,1501,NA
1908,CF-2,forest,EST,1501,NA
2156,CF-2,forest,EST,1501,NA
1004,CF-2,forest,EST,1501,NA
1016,CF-2,forest,EST,1501,NA
1046,CF-2,forest,EST,1501,NA
1051,CF-2,forest,EST,1501,NA
1052,CF-2,forest,EST,1501,NA
1057,CF-2,forest,EST,1501,NA
1168,CF-2,forest,EST,1501,NA
1177,CF-2,forest,EST,1501,NA
1178,CF-2,forest,EST,1501,NA
1188,CF-2,forest,EST,1501,NA
1192,CF-2,forest,EST,1501,NA
1194,CF-2,forest,EST,1501,NA
1334,CF-2,forest,EST,1501,NA
1335,CF-2,forest,EST,1501,NA
1518,CF-2,forest,EST,1501,NA
1532,CF-2,forest,EST,1501,NA
1533,CF-2,forest,EST,1501,NA
1535,CF-2,forest,EST,1501,NA
1611,CF-2,forest,EST,1501,NA
1838,CF-2,forest,EST,1501,NA
1854,CF-2,forest,EST,1501,NA
1860,CF-2,forest,EST,1501,NA
2029,CF-2,forest,EST,1501,NA
2154,CF-2,forest,EST,1501,NA
1006,CF-2,forest,EST,1501,NA
1037,CF-2,forest,EST,1501,NA
1042,CF-2,forest,EST,1501,NA
1054,CF-2,forest,EST,1501,NA
1055,CF-2,forest,EST,1501,NA
1063,CF-2,forest,EST,1501,NA
1064,CF-2,forest,EST,1501,NA
1170,CF-2,forest,EST,1501,NA
1176,CF-2,forest,EST,1501,NA
1336,CF-2,forest,EST,1501,NA
1337,CF-2,forest,EST,1501,NA
1338,CF-2,forest,EST,1501,NA
1339,CF-2,forest,EST,1501,NA
1448,CF-2,forest,EST,1501,NA
1470,CF-2,forest,EST,1501,NA
1522,CF-2,forest,EST,1501,NA
1538,CF-2,forest,EST,1501,NA
1539,CF-2,forest,EST,1501,NA
1540,CF-2,forest,EST,1501,NA
1541,CF-2,forest,EST,1501,NA
1542,CF-2,forest,EST,1501,NA
1546,CF-2,forest,EST,1501,NA
1547,CF-2,forest,EST,1501,NA
1548,CF-2,forest,EST,1501,NA
1552,CF-2,forest,EST,1501,NA
1579,CF-2,forest,EST,1501,NA
1585,CF-2,forest,EST,1501,NA
1603,CF-2,forest,EST,1501,NA
1608,CF-2,forest,EST,1501,NA
1609,CF-2,forest,EST,1501,NA
1659,CF-2,forest,EST,1501,NA
1663,CF-2,forest,EST,1501,NA
1666,CF-2,forest,EST,1501,NA
1680,CF-2,forest,EST,1501,NA
1687,CF-2,forest,EST,1501,NA
1695,CF-2,forest,EST,1501,NA
1696,CF-2,forest,EST,1501,NA
1697,CF-2,forest,EST,1501,NA
1698,CF-2,forest,EST,1501,NA
1699,CF-2,forest,EST,1501,NA
1700,CF-2,forest,EST,1501,NA
1701,CF-2,forest,EST,1501,NA
1702,CF-2,forest,EST,1501,NA
1703,CF-2,forest,EST,1501,NA
1704,CF-2,forest,EST,1501,NA
1706,CF-2,forest,EST,1501,NA
1707,CF-2,forest,EST,1501,NA
1708,CF-2,forest,EST,1501,NA
1712,CF-2,forest,EST,1501,NA
1716,CF-2,forest,EST,1501,NA
1723,CF-2,forest,EST,1501,NA
1748,CF-2,forest,EST,1501,NA
1761,CF-2,forest,EST,1501,NA
1768,CF-2,forest,EST,1501,NA
1770,CF-2,forest,EST,1501,NA
1774,CF-2,forest,EST,1501,NA
1787,CF-2,forest,EST,1501,NA
1794,CF-2,forest,EST,1501,NA
1799,CF-2,forest,EST,1501,NA
1801,CF-2,forest,EST,1501,NA
1802,CF-2,forest,EST,1501,NA
1810,CF-2,forest,EST,1501,NA
1901,CF-2,forest,EST,1501,NA
1902,CF-2,forest,EST,1501,NA
1903,CF-2,forest,EST,1501,NA
1904,CF-2,forest,EST,1501,NA
1905,CF-2,forest,EST,1501,NA
1986,CF-2,forest,EST,1501,NA
1987,CF-2,forest,EST,1501,NA
967,CF-2,forest,EST,1501,NA
969,CF-2,forest,EST,1501,NA
1030,CF-2,forest,EST,1501,NA
1033,CF-2,forest,EST,1501,NA
1036,CF-2,forest,EST,1501,NA
1043,CF-2,forest,EST,1501,NA
1056,CF-2,forest,EST,1501,NA
1059,CF-2,forest,EST,1501,NA
1165,CF-2,forest,EST,1501,NA
1340,CF-2,forest,EST,1501,NA
1451,CF-2,forest,EST,1501,NA
1467,CF-2,forest,EST,1501,NA
1525,CF-2,forest,EST,1501,NA
1658,CF-2,forest,EST,1501,NA
1665,CF-2,forest,EST,1501,NA
1686,CF-2,forest,EST,1501,NA
1688,CF-2,forest,EST,1501,NA
1705,CF-2,forest,EST,1501,NA
1709,CF-2,forest,EST,1501,NA
1713,CF-2,forest,EST,1501,NA
1714,CF-2,forest,EST,1501,NA
1715,CF-2,forest,EST,1501,NA
1717,CF-2,forest,EST,1501,NA
1726,CF-2,forest,EST,1501,NA
1736,CF-2,forest,EST,1501,NA
1738,CF-2,forest,EST,1501,NA
1742,CF-2,forest,EST,1501,NA
1747,CF-2,forest,EST,1501,NA
1759,CF-2,forest,EST,1501,NA
1762,CF-2,forest,EST,1501,NA
1771,CF-2,forest,EST,1501,NA
1776,CF-2,forest,EST,1501,NA
1777,CF-2,forest,EST,1501,NA
1780,CF-2,forest,EST,1501,NA
1785,CF-2,forest,EST,1501,NA
1793,CF-2,forest,EST,1501,NA
1798,CF-2,forest,EST,1501,NA
1803,CF-2,forest,EST,1501,NA
1897,CF-2,forest,EST,1501,NA
1898,CF-2,forest,EST,1501,NA
1899,CF-2,forest,EST,1501,NA
1900,CF-2,forest,EST,1501,NA
1984,CF-2,forest,EST,1501,NA
2003,CF-2,forest,EST,1501,NA
974,CF-2,forest,EST,1501,NA
1066,CF-2,forest,EST,1501,NA
1070,CF-2,forest,EST,1501,NA
1072,CF-2,forest,EST,1501,NA
1073,CF-2,forest,EST,1501,NA
1074,CF-2,forest,EST,1501,NA
1077,CF-2,forest,EST,1501,NA
1190,CF-2,forest,EST,1501,NA
1208,CF-2,forest,EST,1501,NA
1209,CF-2,forest,EST,1501,NA
1387,CF-2,forest,EST,1501,NA
1391,CF-2,forest,EST,1501,NA
1422,CF-2,forest,EST,1501,NA
1434,CF-2,forest,EST,1501,NA
1578,CF-2,forest,EST,1501,NA
1598,CF-2,forest,EST,1501,NA
1613,CF-2,forest,EST,1501,NA
1623,CF-2,forest,EST,1501,NA
1718,CF-2,forest,EST,1501,NA
1909,CF-2,forest,EST,1501,NA
1910,CF-2,forest,EST,1501,NA
1935,CF-2,forest,EST,1501,NA
2020,CF-2,forest,EST,1501,NA
2059,CF-2,forest,EST,1501,NA
2148,CF-2,forest,EST,1501,NA
2158,CF-2,forest,EST,1501,NA
2164,CF-2,forest,EST,1501,NA
1065,CF-2,forest,EST,1501,NA
1079,CF-2,forest,EST,1501,NA
1082,CF-2,forest,EST,1501,NA
1162,CF-2,forest,EST,1501,NA
1186,CF-2,forest,EST,1501,NA
1350,CF-2,forest,EST,1501,NA
1383,CF-2,forest,EST,1501,NA
1394,CF-2,forest,EST,1501,NA
1406,CF-2,forest,EST,1501,NA
1416,CF-2,forest,EST,1501,NA
1474,CF-2,forest,EST,1501,NA
1482,CF-2,forest,EST,1501,NA
1524,CF-2,forest,EST,1501,NA
1529,CF-2,forest,EST,1501,NA
1815,CF-2,forest,EST,1501,NA
1817,CF-2,forest,EST,1501,NA
1822,CF-2,forest,EST,1501,NA
1831,CF-2,forest,EST,1501,NA
1045,CF-2,forest,EST,1501,NA
1049,CF-2,forest,EST,1501,NA
1058,CF-2,forest,EST,1501,NA
1061,CF-2,forest,EST,1501,NA
1062,CF-2,forest,EST,1501,NA
1167,CF-2,forest,EST,1501,NA
1169,CF-2,forest,EST,1501,NA
1187,CF-2,forest,EST,1501,NA
1202,CF-2,forest,EST,1501,NA
1343,CF-2,forest,EST,1501,NA
1344,CF-2,forest,EST,1501,NA
1345,CF-2,forest,EST,1501,NA
1353,CF-2,forest,EST,1501,NA
1442,CF-2,forest,EST,1501,NA
1534,CF-2,forest,EST,1501,NA
1561,CF-2,forest,EST,1501,NA
1812,CF-2,forest,EST,1501,NA
1819,CF-2,forest,EST,1501,NA
1823,CF-2,forest,EST,1501,NA
1864,CF-2,forest,EST,1501,NA
2047,CF-2,forest,EST,1501,NA
2072,CF-2,forest,EST,1501,NA
1034,CF-2,forest,EST,1501,NA
1164,CF-2,forest,EST,1501,NA
1189,CF-2,forest,EST,1501,NA
1341,CF-2,forest,EST,1501,NA
1342,CF-2,forest,EST,1501,NA
1354,CF-2,forest,EST,1501,NA
1355,CF-2,forest,EST,1501,NA
1537,CF-2,forest,EST,1501,NA
1719,CF-2,forest,EST,1501,NA
1751,CF-2,forest,EST,1501,NA
1800,CF-2,forest,EST,1501,NA
2159,CF-2,forest,EST,1501,NA
1031,CF-2,forest,EST,1501,NA
1035,CF-2,forest,EST,1501,NA
1038,CF-2,forest,EST,1501,NA
1041,CF-2,forest,EST,1501,NA
1196,CF-2,forest,EST,1501,NA
1484,CF-2,forest,EST,1501,NA
1486,CF-2,forest,EST,1501,NA
1545,CF-2,forest,EST,1501,NA
1662,CF-2,forest,EST,1501,NA
1671,CF-2,forest,EST,1501,NA
1720,CF-2,forest,EST,1501,NA
1724,CF-2,forest,EST,1501,NA
1732,CF-2,forest,EST,1501,NA
1737,CF-2,forest,EST,1501,NA
1739,CF-2,forest,EST,1501,NA
1750,CF-2,forest,EST,1501,NA
1805,CF-2,forest,EST,1501,NA
955,CF-2,forest,EST,1501,NA
960,CF-2,forest,EST,1501,NA
966,CF-2,forest,EST,1501,NA
1080,CF-2,forest,EST,1501,NA
1083,CF-2,forest,EST,1501,NA
1106,CF-2,forest,EST,1501,NA
1182,CF-2,forest,EST,1501,NA
1193,CF-2,forest,EST,1501,NA
1200,CF-2,forest,EST,1501,NA
1204,CF-2,forest,EST,1501,NA
1205,CF-2,forest,EST,1501,NA
1590,CF-2,forest,EST,1501,NA
1594,CF-2,forest,EST,1501,NA
1911,CF-2,forest,EST,1501,NA
1919,CF-2,forest,EST,1501,NA
1934,CF-2,forest,EST,1501,NA
1943,CF-2,forest,EST,1501,NA
2058,CF-2,forest,EST,1501,NA
2161,CF-2,forest,EST,1501,NA
2162,CF-2,forest,EST,1501,NA
1039,CF-2,forest,EST,1501,NA
1048,CF-2,forest,EST,1501,NA
1078,CF-2,forest,EST,1501,NA
1081,CF-2,forest,EST,1501,NA
1183,CF-2,forest,EST,1501,NA
1466,CF-2,forest,EST,1501,NA
1617,CF-2,forest,EST,1501,NA
1620,CF-2,forest,EST,1501,NA
1721,CF-2,forest,EST,1501,NA
1112,CF-2,forest,EST,1501,NA
1161,CF-2,forest,EST,1501,NA
1390,CF-2,forest,EST,1501,NA
1436,CF-2,forest,EST,1501,NA
1438,CF-2,forest,EST,1501,NA
1454,CF-2,forest,EST,1501,NA
1476,CF-2,forest,EST,1501,NA
1487,CF-2,forest,EST,1501,NA
1489,CF-2,forest,EST,1501,NA
1505,CF-2,forest,EST,1501,NA
1581,CF-2,forest,EST,1501,NA
1582,CF-2,forest,EST,1501,NA
1588,CF-2,forest,EST,1501,NA
1593,CF-2,forest,EST,1501,NA
1595,CF-2,forest,EST,1501,NA
1818,CF-2,forest,EST,1501,NA
1862,CF-2,forest,EST,1501,NA
1870,CF-2,forest,EST,1501,NA
1912,CF-2,forest,EST,1501,NA
1032,CF-2,forest,EST,1501,NA
1044,CF-2,forest,EST,1501,NA
1060,CF-2,forest,EST,1501,NA
1551,CF-2,forest,EST,1501,NA
1612,CF-2,forest,EST,1501,NA
1977,CF-2,forest,EST,1501,NA
1997,CF-2,forest,EST,1501,NA
1379,CF-2,forest,EST,1501,NA
1811,CF-2,forest,EST,1501,NA
2011,CF-2,forest,EST,1501,NA
957,CF-2,forest,EST,1501,NA
964,CF-2,forest,EST,1501,NA
1087,CF-2,forest,EST,1501,NA
1088,CF-2,forest,EST,1501,NA
1091,CF-2,forest,EST,1501,NA
1107,CF-2,forest,EST,1501,NA
1109,CF-2,forest,EST,1501,NA
1111,CF-2,forest,EST,1501,NA
1128,CF-2,forest,EST,1501,NA
1130,CF-2,forest,EST,1501,NA
1412,CF-2,forest,EST,1501,NA
1423,CF-2,forest,EST,1501,NA
1445,CF-2,forest,EST,1501,NA
1463,CF-2,forest,EST,1501,NA
1469,CF-2,forest,EST,1501,NA
1501,CF-2,forest,EST,1501,NA
1583,CF-2,forest,EST,1501,NA
1584,CF-2,forest,EST,1501,NA
1918,CF-2,forest,EST,1501,NA
1954,CF-2,forest,EST,1501,NA
2147,CF-2,forest,EST,1501,NA
2151,CF-2,forest,EST,1501,NA
2160,CF-2,forest,EST,1501,NA
1093,CF-2,forest,EST,1501,NA
1110,CF-2,forest,EST,1501,NA
1136,CF-2,forest,EST,1501,NA
1428,CF-2,forest,EST,1501,NA
1437,CF-2,forest,EST,1501,NA
1494,CF-2,forest,EST,1501,NA
1841,CF-2,forest,EST,1501,NA
1849,CF-2,forest,EST,1501,NA
1863,CF-2,forest,EST,1501,NA
1873,CF-2,forest,EST,1501,NA
1915,CF-2,forest,EST,1501,NA
1917,CF-2,forest,EST,1501,NA
1968,CF-2,forest,EST,1501,NA
1975,CF-2,forest,EST,1501,NA
2155,CF-2,forest,EST,1501,NA
945,CF-2,forest,EST,1501,NA
1090,CF-2,forest,EST,1501,NA
1096,CF-2,forest,EST,1501,NA
1098,CF-2,forest,EST,1501,NA
1103,CF-2,forest,EST,1501,NA
1116,CF-2,forest,EST,1501,NA
1120,CF-2,forest,EST,1501,NA
1124,CF-2,forest,EST,1501,NA
1458,CF-2,forest,EST,1501,NA
1488,CF-2,forest,EST,1501,NA
1506,CF-2,forest,EST,1501,NA
1521,CF-2,forest,EST,1501,NA
1570,CF-2,forest,EST,1501,NA
1596,CF-2,forest,EST,1501,NA
1618,CF-2,forest,EST,1501,NA
1813,CF-2,forest,EST,1501,NA
1865,CF-2,forest,EST,1501,NA
1869,CF-2,forest,EST,1501,NA
1875,CF-2,forest,EST,1501,NA
1914,CF-2,forest,EST,1501,NA
1976,CF-2,forest,EST,1501,NA
1999,CF-2,forest,EST,1501,NA
2053,CF-2,forest,EST,1501,NA
1119,CF-2,forest,EST,1501,NA
1163,CF-2,forest,EST,1501,NA
1201,CF-2,forest,EST,1501,NA
1397,CF-2,forest,EST,1501,NA
1404,CF-2,forest,EST,1501,NA
1468,CF-2,forest,EST,1501,NA
1478,CF-2,forest,EST,1501,NA
1740,CF-2,forest,EST,1501,NA
1913,CF-2,forest,EST,1501,NA
1978,CF-2,forest,EST,1501,NA
1979,CF-2,forest,EST,1501,NA
1983,CF-2,forest,EST,1501,NA
1115,CF-2,forest,EST,1501,NA
1121,CF-2,forest,EST,1501,NA
1126,CF-2,forest,EST,1501,NA
1166,CF-2,forest,EST,1501,NA
1171,CF-2,forest,EST,1501,NA
1173,CF-2,forest,EST,1501,NA
1174,CF-2,forest,EST,1501,NA
1184,CF-2,forest,EST,1501,NA
1185,CF-2,forest,EST,1501,NA
1392,CF-2,forest,EST,1501,NA
1401,CF-2,forest,EST,1501,NA
1403,CF-2,forest,EST,1501,NA
1424,CF-2,forest,EST,1501,NA
1455,CF-2,forest,EST,1501,NA
1456,CF-2,forest,EST,1501,NA
1464,CF-2,forest,EST,1501,NA
1477,CF-2,forest,EST,1501,NA
1638,CF-2,forest,EST,1501,NA
1669,CF-2,forest,EST,1501,NA
1755,CF-2,forest,EST,1501,NA
1756,CF-2,forest,EST,1501,NA
1792,CF-2,forest,EST,1501,NA
1980,CF-2,forest,EST,1501,NA
1981,CF-2,forest,EST,1501,NA
1982,CF-2,forest,EST,1501,NA
1985,CF-2,forest,EST,1501,NA
962,CF-2,forest,EST,1501,NA
1122,CF-2,forest,EST,1501,NA
1133,CF-2,forest,EST,1501,NA
1135,CF-2,forest,EST,1501,NA
1228,CF-2,forest,EST,1501,NA
1247,CF-2,forest,EST,1501,NA
1248,CF-2,forest,EST,1501,NA
1252,CF-2,forest,EST,1501,NA
1393,CF-2,forest,EST,1501,NA
1952,CF-2,forest,EST,1501,NA
2109,CF-2,forest,EST,1501,NA
2114,CF-2,forest,EST,1501,NA
2167,CF-2,forest,EST,1501,NA
2168,CF-2,forest,EST,1501,NA
2170,CF-2,forest,EST,1501,NA
1131,CF-2,forest,EST,1501,NA
1158,CF-2,forest,EST,1501,NA
1160,CF-2,forest,EST,1501,NA
1217,CF-2,forest,EST,1501,NA
1385,CF-2,forest,EST,1501,NA
1824,CF-2,forest,EST,1501,NA
1825,CF-2,forest,EST,1501,NA
1826,CF-2,forest,EST,1501,NA
1924,CF-2,forest,EST,1501,NA
2046,CF-2,forest,EST,1501,NA
2108,CF-2,forest,EST,1501,NA
2111,CF-2,forest,EST,1501,NA
2112,CF-2,forest,EST,1501,NA
2126,CF-2,forest,EST,1501,NA
2131,CF-2,forest,EST,1501,NA
2136,CF-2,forest,EST,1501,NA
2145,CF-2,forest,EST,1501,NA
1094,CF-2,forest,EST,1501,NA
1095,CF-2,forest,EST,1501,NA
1099,CF-2,forest,EST,1501,NA
1105,CF-2,forest,EST,1501,NA
1216,CF-2,forest,EST,1501,NA
1365,CF-2,forest,EST,1501,NA
1633,CF-2,forest,EST,1501,NA
1829,CF-2,forest,EST,1501,NA
1856,CF-2,forest,EST,1501,NA
1861,CF-2,forest,EST,1501,NA
1920,CF-2,forest,EST,1501,NA
1921,CF-2,forest,EST,1501,NA
1922,CF-2,forest,EST,1501,NA
1923,CF-2,forest,EST,1501,NA
1973,CF-2,forest,EST,1501,NA
1974,CF-2,forest,EST,1501,NA
2146,CF-2,forest,EST,1501,NA
946,CF-2,forest,EST,1501,NA
948,CF-2,forest,EST,1501,NA
949,CF-2,forest,EST,1501,NA
950,CF-2,forest,EST,1501,NA
951,CF-2,forest,EST,1501,NA
953,CF-2,forest,EST,1501,NA
1086,CF-2,forest,EST,1501,NA
1092,CF-2,forest,EST,1501,NA
1097,CF-2,forest,EST,1501,NA
1102,CF-2,forest,EST,1501,NA
1114,CF-2,forest,EST,1501,NA
1117,CF-2,forest,EST,1501,NA
1118,CF-2,forest,EST,1501,NA
1125,CF-2,forest,EST,1501,NA
1137,CF-2,forest,EST,1501,NA
1139,CF-2,forest,EST,1501,NA
1140,CF-2,forest,EST,1501,NA
1348,CF-2,forest,EST,1501,NA
1366,CF-2,forest,EST,1501,NA
1402,CF-2,forest,EST,1501,NA
1440,CF-2,forest,EST,1501,NA
1461,CF-2,forest,EST,1501,NA
1493,CF-2,forest,EST,1501,NA
1498,CF-2,forest,EST,1501,NA
1555,CF-2,forest,EST,1501,NA
1635,CF-2,forest,EST,1501,NA
1735,CF-2,forest,EST,1501,NA
1764,CF-2,forest,EST,1501,NA
1797,CF-2,forest,EST,1501,NA
1807,CF-2,forest,EST,1501,NA
1925,CF-2,forest,EST,1501,NA
1926,CF-2,forest,EST,1501,NA
1927,CF-2,forest,EST,1501,NA
1928,CF-2,forest,EST,1501,NA
1929,CF-2,forest,EST,1501,NA
1972,CF-2,forest,EST,1501,NA
1996,CF-2,forest,EST,1501,NA
2000,CF-2,forest,EST,1501,NA
2001,CF-2,forest,EST,1501,NA
2005,CF-2,forest,EST,1501,NA
1108,CF-2,forest,EST,1501,NA
1179,CF-2,forest,EST,1501,NA
1181,CF-2,forest,EST,1501,NA
1419,CF-2,forest,EST,1501,NA
1432,CF-2,forest,EST,1501,NA
1473,CF-2,forest,EST,1501,NA
1479,CF-2,forest,EST,1501,NA
1519,CF-2,forest,EST,1501,NA
1640,CF-2,forest,EST,1501,NA
1729,CF-2,forest,EST,1501,NA
1744,CF-2,forest,EST,1501,NA
1779,CF-2,forest,EST,1501,NA
1962,CF-2,forest,EST,1501,NA
1970,CF-2,forest,EST,1501,NA
1971,CF-2,forest,EST,1501,NA
2009,CF-2,forest,EST,1501,NA
959,CF-2,forest,EST,1501,NA
963,CF-2,forest,EST,1501,NA
965,CF-2,forest,EST,1501,NA
1148,CF-2,forest,EST,1501,NA
1224,CF-2,forest,EST,1501,NA
1227,CF-2,forest,EST,1501,NA
1230,CF-2,forest,EST,1501,NA
1233,CF-2,forest,EST,1501,NA
1234,CF-2,forest,EST,1501,NA
1235,CF-2,forest,EST,1501,NA
1236,CF-2,forest,EST,1501,NA
1237,CF-2,forest,EST,1501,NA
1239,CF-2,forest,EST,1501,NA
1241,CF-2,forest,EST,1501,NA
1255,CF-2,forest,EST,1501,NA
1375,CF-2,forest,EST,1501,NA
1380,CF-2,forest,EST,1501,NA
1382,CF-2,forest,EST,1501,NA
1400,CF-2,forest,EST,1501,NA
1465,CF-2,forest,EST,1501,NA
1575,CF-2,forest,EST,1501,NA
1576,CF-2,forest,EST,1501,NA
1577,CF-2,forest,EST,1501,NA
1939,CF-2,forest,EST,1501,NA
2016,CF-2,forest,EST,1501,NA
2025,CF-2,forest,EST,1501,NA
2027,CF-2,forest,EST,1501,NA
2028,CF-2,forest,EST,1501,NA
2030,CF-2,forest,EST,1501,NA
2036,CF-2,forest,EST,1501,NA
2037,CF-2,forest,EST,1501,NA
2040,CF-2,forest,EST,1501,NA
2041,CF-2,forest,EST,1501,NA
2057,CF-2,forest,EST,1501,NA
2062,CF-2,forest,EST,1501,NA
2070,CF-2,forest,EST,1501,NA
2086,CF-2,forest,EST,1501,NA
2087,CF-2,forest,EST,1501,NA
2088,CF-2,forest,EST,1501,NA
2110,CF-2,forest,EST,1501,NA
2127,CF-2,forest,EST,1501,NA
2142,CF-2,forest,EST,1501,NA
2143,CF-2,forest,EST,1501,NA
2144,CF-2,forest,EST,1501,NA
2165,CF-2,forest,EST,1501,NA
2166,CF-2,forest,EST,1501,NA
2169,CF-2,forest,EST,1501,NA
2171,CF-2,forest,EST,1501,NA
1141,CF-2,forest,EST,1501,NA
1142,CF-2,forest,EST,1501,NA
1144,CF-2,forest,EST,1501,NA
1159,CF-2,forest,EST,1501,NA
1211,CF-2,forest,EST,1501,NA
1213,CF-2,forest,EST,1501,NA
1215,CF-2,forest,EST,1501,NA
1225,CF-2,forest,EST,1501,NA
1231,CF-2,forest,EST,1501,NA
1249,CF-2,forest,EST,1501,NA
1425,CF-2,forest,EST,1501,NA
1820,CF-2,forest,EST,1501,NA
1830,CF-2,forest,EST,1501,NA
1842,CF-2,forest,EST,1501,NA
1843,CF-2,forest,EST,1501,NA
1844,CF-2,forest,EST,1501,NA
1847,CF-2,forest,EST,1501,NA
1878,CF-2,forest,EST,1501,NA
1964,CF-2,forest,EST,1501,NA
1965,CF-2,forest,EST,1501,NA
2017,CF-2,forest,EST,1501,NA
2031,CF-2,forest,EST,1501,NA
2035,CF-2,forest,EST,1501,NA
2048,CF-2,forest,EST,1501,NA
2055,CF-2,forest,EST,1501,NA
2056,CF-2,forest,EST,1501,NA
2080,CF-2,forest,EST,1501,NA
2081,CF-2,forest,EST,1501,NA
2082,CF-2,forest,EST,1501,NA
2083,CF-2,forest,EST,1501,NA
2084,CF-2,forest,EST,1501,NA
2085,CF-2,forest,EST,1501,NA
1143,CF-2,forest,EST,1501,NA
1145,CF-2,forest,EST,1501,NA
1147,CF-2,forest,EST,1501,NA
1210,CF-2,forest,EST,1501,NA
1346,CF-2,forest,EST,1501,NA
1347,CF-2,forest,EST,1501,NA
1357,CF-2,forest,EST,1501,NA
1408,CF-2,forest,EST,1501,NA
1512,CF-2,forest,EST,1501,NA
1816,CF-2,forest,EST,1501,NA
1853,CF-2,forest,EST,1501,NA
1872,CF-2,forest,EST,1501,NA
1876,CF-2,forest,EST,1501,NA
1932,CF-2,forest,EST,1501,NA
1960,CF-2,forest,EST,1501,NA
2073,CF-2,forest,EST,1501,NA
2074,CF-2,forest,EST,1501,NA
1101,CF-2,forest,EST,1501,NA
1104,CF-2,forest,EST,1501,NA
1138,CF-2,forest,EST,1501,NA
1146,CF-2,forest,EST,1501,NA
1150,CF-2,forest,EST,1501,NA
1153,CF-2,forest,EST,1501,NA
1156,CF-2,forest,EST,1501,NA
1399,CF-2,forest,EST,1501,NA
1809,CF-2,forest,EST,1501,NA
1930,CF-2,forest,EST,1501,NA
