PLOT,SIZE,RANCH,BDFFP_Reserve_No,Tag_Number,Row,Column,SHTS_1998,HT_1998,INFL_1998,NOTES_1998,SHTS_1999,HT_1999,INFL_1999,NOTES_1999,SHTS_2000,HT_2000,INFL_2000,NOTES_2000,SHTS_2001,HT_2001,INFL_2001,NOTES_2001,SHTS_2002,HT_2002,INFL_2002,NOTES_2002,SHTS_2003,HT_2003,INFL_2003,NOTES_2003,SHTS_2004,HT_2004,INFL_2004,NOTES_2004,SHTS_2005,HT_2005,INFL_2005,NOTES_2005
5754,10-ha,PortoAlegre,3209,240,A,9,2,56,0,,2,47,0,,3,46,0,,3,70,0,,1,29,0,,1,56,0,,2,30,0,,1,56,0,
5754,10-ha,PortoAlegre,3209,423,A,9,,,,,1,12,0,3,1,24,0,,1,21,0,,2,18,0,,3,21,0,,3,34,0,,2,11,0,
5754,10-ha,PortoAlegre,3209,443,A,9,,,,,1,14,0,3,2,18,0,,1,24,0,,2,21,0,90,2,27,0,,3,21,0,,3,43,0,
5754,10-ha,PortoAlegre,3209,492,A,9,,,,,2,20,0,3,2,28,0,,1,30,0,,0,0,0,2,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,802,A,9,,,,,,,,,,,,,,,,,,,,,1,9,0,1,1,12,0,,2,14,0,
5754,10-ha,PortoAlegre,3209,803,A,9,,,,,,,,,,,,,,,,,,,,,1,10,0,1,1,10,0,,3,23,0,
5754,10-ha,PortoAlegre,3209,804,A,9,,,,,,,,,,,,,,,,,,,,,1,8,0,1,1,18,0,,2,23,0,
5754,10-ha,PortoAlegre,3209,805,A,9,,,,,,,,,,,,,,,,,,,,,1,4,0,1,1,6,0,,1,3,0,
5754,10-ha,PortoAlegre,3209,806,A,9,,,,,,,,,,,,,,,,,,,,,2,50,0,,3,65,0,,5,64,0,
5754,10-ha,PortoAlegre,3209,850,A,9,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,3,1,12,0,
5754,10-ha,PortoAlegre,3209,861,A,9,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,1,,,0,2
5754,10-ha,PortoAlegre,3209,866,A,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,1
5754,10-ha,PortoAlegre,3209,891,A,9,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,2,18,0,
5754,10-ha,PortoAlegre,3209,893,A,9,,,,,,,,,,,,,,,,,,,,,3,33,0,50,2,54,0,,2,46,0,
5754,10-ha,PortoAlegre,3209,899,A,9,,,,,,,,,,,,,,,,,,,,,1,9,0,1,1,16,0,,1,28,0,
5754,10-ha,PortoAlegre,3209,900,A,9,,,,,,,,,,,,,,,,,,,,,1,10,0,1,1,16,0,,3,23,0,
5754,10-ha,PortoAlegre,3209,926,A,9,,,,,,,,,,,,,,,,,1,3,0,1,1,10,0,,,,,,1,3,0,
5754,10-ha,PortoAlegre,3209,928,A,9,3,65,0,,2,66,0,,2,60,0,,3,57,0,,2,55,0,,2,50,0,,3,46,0,,4,63,0,
5754,10-ha,PortoAlegre,3209,931,A,9,,,,,,,,,,,,,,,,,1,7,0,1,0,0,0,2,,,,,,,,
5754,10-ha,PortoAlegre,3209,946,A,9,,,,,,,,,,,,,,,,,1,8,0,1,0,0,0,2,,,,,,,,
5754,10-ha,PortoAlegre,3209,984,A,9,2,26,0,,3,16,0,,3,20,0,,2,28,0,,3,30,0,,3,22,0,,3,30,0,,1,38,0,
5754,10-ha,PortoAlegre,3209,103,A,10,2,29,0,,2,32,0,,4,32,0,,4,34,0,,4,36,0,90,5,33,0,,7,43,0,,7,48,0,
5754,10-ha,PortoAlegre,3209,124,A,10,1,35,0,,1,36,0,,2,30,0,,2,31,0,,2,32,0,,1,25,0,,2,27,0,,3,26,0,
5754,10-ha,PortoAlegre,3209,136,A,10,2,22,0,,1,21,0,,2,22,0,,2,21,0,,2,25,0,,3,21,0,,2,26,0,,4,20,0,
5754,10-ha,PortoAlegre,3209,139,A,10,2,16,0,,3,16,0,,3,21,0,,4,27,0,,5,26,0,,6,25,0,,4,40,0,,4,35,0,
5754,10-ha,PortoAlegre,3209,199,A,10,1,40,0,,2,39,0,,,,,,4,32,0,,3,30,0,,4,41,0,,5,60,0,,3,50,0,
5754,10-ha,PortoAlegre,3209,232,A,10,1,13,0,,1,10,0,,1,12,0,,1,15,0,,1,15,0,,2,13,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,418,A,10,,,,,3,69,0,3,3,71,0,,,,,,4,59,0,,4,104,0,,1,43,0,,2,47,0,
5754,10-ha,PortoAlegre,3209,467,A,10,,,,,1,12,0,1,1,11,0,,1,10,0,,1,15,0,,2,16,0,,2,18,0,,3,20,0,
5754,10-ha,PortoAlegre,3209,486,A,10,,,,,3,55,0,3,2,47,0,,2,44,0,,4,59,0,,4,55,0,,4,70,0,,4,57,0,
5754,10-ha,PortoAlegre,3209,648,A,10,,,,,,,,,1,16,0,3,1,19,0,,2,15,0,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,979,A,10,,,,,,,,,,,,,,,,,1,7,0,1,1,9,0,,1,13,0,,1,15,0,
5754,10-ha,PortoAlegre,3209,284,B,1,2,24,0,,2,41,0,,3,35,0,,2,30,0,,1,43,0,90,2,51,0,,2,58,0,,2,40,0,90
5754,10-ha,PortoAlegre,3209,403,B,1,6,43,0,,4,48,0,,5,52,0,,4,52,0,,4,41,0,,3,20,0,,2,38,0,,1,37,0,90
5754,10-ha,PortoAlegre,3209,404,B,1,2,28,0,,2,27,0,,3,30,0,,2,45,0,,3,42,0,,3,46,0,,3,46,0,,2,30,0,
5754,10-ha,PortoAlegre,3209,405,B,1,3,41,0,,3,50,0,,4,76,0,,5,76,1,,7,53,0,,2,70,0,,4,83,0,,3,70,0,
5754,10-ha,PortoAlegre,3209,407,B,1,1,19,0,,0,0,0,,,,,,0,0,0,,0,0,0,,2,42,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,408,B,1,3,43,0,,1,38,0,,2,38,0,,3,38,0,,2,44,0,,3,58,0,,2,30,0,,2,36,0,
5754,10-ha,PortoAlegre,3209,409,B,1,2,28,0,,3,42,0,,4,48,0,,4,56,0,,4,61,0,,,,,,4,76,0,,4,48,0,
5754,10-ha,PortoAlegre,3209,432,B,1,,,,,1,7,0,1,1,10,0,,1,17,0,,1,18,0,,1,21,0,,1,26,0,,2,18,0,
5754,10-ha,PortoAlegre,3209,449,B,1,,,,,1,19,0,3,1,11,0,,0,0,0,2,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,462,B,1,2,23,0,,1,26,0,,1,24,0,,1,16,0,,1,16,0,,1,13,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,603,B,1,,,,,,,,,1,16,0,3,2,21,0,,2,26,0,,3,16,0,,1,16,0,,1,20,0,
5754,10-ha,PortoAlegre,3209,656,B,1,,,,,,,,,2,24,0,3,2,25,0,,2,32,0,,1,30,0,,2,25,0,,3,25,0,
5754,10-ha,PortoAlegre,3209,1388,B,1,,,,,,,,,,,,,1,11,0,1,1,11,0,,1,14,0,,2,20,0,,,,0,2
5754,10-ha,PortoAlegre,3209,2,B,2,4,81,1,,6,86,0,,5,86,1,,5,100,1,,5,86,1,,4,88,0,,5,73,0,,4,66,0,
5754,10-ha,PortoAlegre,3209,4,B,2,5,94,1,,3,127,1,,4,129,1,,3,130,0,,3,87,1,,4,78,2,,3,88,0,,2,41,0,
5754,10-ha,PortoAlegre,3209,261,B,2,4,29,0,,4,36,0,,4,62,0,,4,78,0,,6,74,0,,3,80,0,,,,,,2,60,0,
5754,10-ha,PortoAlegre,3209,269,B,2,2,24,0,,3,30,0,,3,32,0,,3,35,0,,1,25,0,90,,,,,1,16,0,,1,17,0,
5754,10-ha,PortoAlegre,3209,282,B,2,2,58,0,,4,74,0,,4,81,1,,5,114,1,,6,89,1,,3,70,0,,2,55,0,,1,35,0,
5754,10-ha,PortoAlegre,3209,283,B,2,2,39,0,,3,43,0,,3,31,0,,0,0,0,2,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,285,B,2,2,53,0,,2,36,0,,3,22,0,,2,21,0,,2,16,0,,1,17,0,,2,19,0,,2,18,0,
5754,10-ha,PortoAlegre,3209,294,B,2,1,19,0,,2,19,0,,1,16,0,,1,16,0,,1,23,0,,1,11,0,,1,11,0,,,,0,2
5754,10-ha,PortoAlegre,3209,297,B,2,,,,,,,,,,,,,,,,,1,7,0,1,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,299,B,2,4,51,1,,5,43,2,,4,50,1,,4,42,1,,3,41,0,,3,49,0,,2,33,0,,3,40,0,
5754,10-ha,PortoAlegre,3209,306,B,2,3,42,0,,4,58,0,,4,51,0,,6,62,1,,7,63,0,,3,32,0,,2,46,0,,2,40,0,
5754,10-ha,PortoAlegre,3209,314,B,2,2,67,0,,4,72,0,,3,72,0,,4,80,0,,4,63,1,,3,48,0,,3,38,0,,2,30,0,
5754,10-ha,PortoAlegre,3209,433,B,2,,,,,2,43,0,3,3,42,0,,4,38,0,,2,36,0,,,,,,3,29,0,,1,24,0,
5754,10-ha,PortoAlegre,3209,437,B,2,,,,,1,20,0,3,1,19,0,,1,15,0,,2,23,0,,1,20,0,,2,23,0,,1,21,0,
5754,10-ha,PortoAlegre,3209,455,B,2,,,,,1,17,0,3,2,12,0,,1,17,0,,2,27,0,,1,18,0,,2,21,0,,2,14,0,
5754,10-ha,PortoAlegre,3209,461,B,2,,,,,1,12,0,3,1,15,0,,1,15,0,,1,18,0,,2,22,1,,3,85,0,,1,21,0,
5754,10-ha,PortoAlegre,3209,465,B,2,,,,,2,32,0,3,3,44,0,,3,44,0,,2,51,0,,1,40,0,,2,39,0,,1,38,0,
5754,10-ha,PortoAlegre,3209,468,B,2,,,,,1,8,0,1,1,12,0,,0,0,0,2,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,471,B,2,,,,,1,16,0,3,2,19,0,,1,18,0,,2,17,0,,1,27,0,,2,26,0,,1,21,0,
5754,10-ha,PortoAlegre,3209,498,B,2,,,,,2,11,0,3,1,16,0,,1,17,0,,1,24,0,,1,19,0,,2,20,0,,1,20,0,
5754,10-ha,PortoAlegre,3209,663,B,2,,,,,,,,,1,10,0,1,1,15,0,,1,15,0,,1,13,0,,3,15,0,,2,15,0,
5754,10-ha,PortoAlegre,3209,992,B,2,,,,,,,,,,,,,,,,,1,22,0,50,1,23,0,,2,25,0,,2,22,0,
5754,10-ha,PortoAlegre,3209,1342,B,2,,,,,,,,,,,,,,,,,2,22,0,3,,,,,3,20,0,,2,26,0,
5754,10-ha,PortoAlegre,3209,1398,B,2,2,20,0,,1,18,0,,1,15,0,,1,25,0,,2,26,0,,1,22,0,,1,26,0,,2,23,0,
5754,10-ha,PortoAlegre,3209,277,B,3,2,21,0,,3,32,0,,4,36,0,,3,38,0,,,,,,2,24,0,,2,25,0,,1,21,0,
5754,10-ha,PortoAlegre,3209,281,B,3,2,32,0,,4,30,0,,,,,,2,53,0,,3,20,0,,2,31,0,,2,33,0,,3,46,0,
5754,10-ha,PortoAlegre,3209,339,B,3,4,62,0,,4,68,0,,7,106,1,,8,113,2,,9,106,0,,6,96,2,,5,104,0,,5,102,0,
5754,10-ha,PortoAlegre,3209,358,B,3,3,26,0,,3,42,0,,8,61,0,,11,80,2,,12,89,0,,7,92,1,,8,93,0,,8,85,0,
5754,10-ha,PortoAlegre,3209,380,B,3,3,55,0,,8,50,0,,12,69,0,,8,80,1,,7,112,2,,5,77,1,,4,40,0,,3,38,0,
5754,10-ha,PortoAlegre,3209,399,B,3,3,61,0,,5,54,0,,3,91,0,,4,95,0,,5,75,1,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,415,B,3,,,,,1,4,0,1,1,12,0,,,,,,1,14,0,,2,19,0,,2,17,0,,2,25,0,
5754,10-ha,PortoAlegre,3209,420,B,3,,,,,1,8,0,1,1,10,0,,0,0,0,2,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,424,B,3,,,,,1,10,0,3,,,,,,,,,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,435,B,3,,,,,1,6,0,1,1,20,0,,2,29,0,,2,30,0,,2,30,0,,2,34,0,,2,37,0,
5754,10-ha,PortoAlegre,3209,442,B,3,,,,,1,9,0,1,2,21,0,,2,30,0,,1,45,0,,4,43,0,,2,40,0,,7,40,0,
5754,10-ha,PortoAlegre,3209,447,B,3,,,,,1,5,0,1,1,22,0,,3,28,0,,3,33,0,,3,26,0,,5,30,0,,5,38,0,
5754,10-ha,PortoAlegre,3209,451,B,3,,,,,1,25,0,3,1,37,0,,1,13,0,,,,,,2,40,0,,2,39,0,,2,52,0,
5754,10-ha,PortoAlegre,3209,456,B,3,,,,,1,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,474,B,3,,,,,1,10,0,1,1,15,0,,0,0,0,2,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,482,B,3,,,,,1,6,0,1,1,18,0,,0,0,0,2,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,610,B,3,,,,,,,,,2,24,0,50,2,14,0,,2,18,0,,1,20,0,,1,19,0,,1,20,0,
5754,10-ha,PortoAlegre,3209,614,B,3,,,,,,,,,1,18,0,50,1,18,0,,1,21,0,,1,18,0,,1,15,0,,1,7,0,
5754,10-ha,PortoAlegre,3209,638,B,3,,,,,,,,,2,20,0,50,3,39,0,,3,43,0,,3,43,0,,4,43,0,,4,69,0,
5754,10-ha,PortoAlegre,3209,651,B,3,,,,,,,,,1,21,0,50,2,31,0,,3,70,0,,2,70,0,,2,73,0,,2,65,0,
5754,10-ha,PortoAlegre,3209,655,B,3,,,,,,,,,1,30,0,50,2,27,0,,2,35,0,,2,24,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,666,B,3,,,,,,,,,1,21,0,50,,,,,1,23,0,,1,8,0,,2,20,0,,1,21,0,
5754,10-ha,PortoAlegre,3209,667,B,3,,,,,,,,,1,14,0,50,3,27,0,,6,25,0,,2,31,0,,4,24,0,,5,23,0,
5754,10-ha,PortoAlegre,3209,721,B,3,,,,,,,,,,,,,,,,,,,,,,,,,3,55,0,50,4,63,0,
5754,10-ha,PortoAlegre,3209,738,B,3,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,1,1,8,0,
5754,10-ha,PortoAlegre,3209,840,B,3,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,1,,,0,2
5754,10-ha,PortoAlegre,3209,996,B,3,,,,,,,,,,,,,,,,,2,47,0,50,2,31,0,,3,31,0,,3,46,0,
5754,10-ha,PortoAlegre,3209,998,B,3,,,,,,,,,,,,,,,,,2,24,0,50,1,24,0,,1,7,0,,,,0,2
5754,10-ha,PortoAlegre,3209,1337,B,3,,,,,,,,,,,,,,,,,1,20,0,3,3,11,0,,0,0,0,2,,,,
5754,10-ha,PortoAlegre,3209,1365,B,3,,,,,,,,,,,,,2,13,0,50,2,25,0,,3,15,0,,3,19,0,,2,16,0,
5754,10-ha,PortoAlegre,3209,1367,B,3,5,80,2,,6,47,0,,4,107,1,,4,102,1,,4,97,0,,4,81,1,,6,105,0,,4,93,0,
5754,10-ha,PortoAlegre,3209,1371,B,3,,,,,,,,,,,,,1,4,0,1,1,8,0,,1,7,0,,1,4,0,,,,0,2
5754,10-ha,PortoAlegre,3209,1372,B,3,,,,,,,,,,,,,1,34,0,50,3,64,0,,3,80,0,,3,59,0,,3,58,0,
5754,10-ha,PortoAlegre,3209,1384,B,3,,,,,,,,,,,,,1,17,0,1,2,24,0,,2,12,0,,0,0,0,2,,,,
5754,10-ha,PortoAlegre,3209,1399,B,3,,,,,,,,,,,,,1,11,0,1,3,12,0,,1,3,0,,3,27,0,,,,,
5754,10-ha,PortoAlegre,3209,643,B,3.25,,,,,,,,,1,12,0,1,,,,,1,21,0,,,,,,1,15,0,,2,13,0,
5754,10-ha,PortoAlegre,3209,46,B,4,2,112,0,,0,0,0,80,,,,,,,,,,,,,,,,,5,35,0,,,,,
5754,10-ha,PortoAlegre,3209,334,B,4,2,25,0,,0,0,0,80,2,51,0,,2,54,0,,3,62,0,90,,,,,1,62,0,90,2,69,0,
5754,10-ha,PortoAlegre,3209,336,B,4,2,14,0,,0,0,0,80,0,0,0,80,,,,,0,0,0,2,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,342,B,4,3,26,0,,0,0,0,80,0,0,0,80,2,65,0,,4,98,0,90,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,366,B,4,2,62,0,,4,70,0,,6,165,0,,5,134,0,,6,148,0,90,0,0,0,2,,,,,,,,
5754,10-ha,PortoAlegre,3209,389,B,4,1,22,0,,2,24,0,,2,31,0,,2,26,0,,1,24,0,,1,25,0,,1,22,0,,1,21,0,
5754,10-ha,PortoAlegre,3209,426,B,4,,,,,1,3,0,1,1,20,0,,2,36,0,,2,69,0,,3,80,0,,3,75,0,,3,40,0,
5754,10-ha,PortoAlegre,3209,427,B,4,,,,,1,10,0,3,1,20,0,,3,30,0,,4,34,0,,2,31,0,,3,28,0,,2,29,0,
5754,10-ha,PortoAlegre,3209,428,B,4,,,,,2,24,0,3,2,,0,,2,38,0,,3,83,0,,3,60,1,,3,63,0,,1,64,0,
5754,10-ha,PortoAlegre,3209,606,B,4,,,,,,,,,1,17,0,50,2,31,0,,4,59,0,,3,63,0,,3,62,0,,4,66,0,
5754,10-ha,PortoAlegre,3209,618,B,4,,,,,,,,,1,20,0,50,6,42,0,,12,46,0,,6,75,0,,3,62,0,,3,57,0,
5754,10-ha,PortoAlegre,3209,636,B,4,,,,,,,,,1,20,0,3,3,36,0,,3,60,0,,2,54,0,,2,46,0,,2,30,0,
5754,10-ha,PortoAlegre,3209,654,B,4,,,,,,,,,1,20,0,50,,,,,6,65,0,,3,58,0,,4,69,0,,4,60,0,
5754,10-ha,PortoAlegre,3209,660,B,4,,,,,,,,,1,12,0,1,0,0,0,,,,,,1,13,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,718,B,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,1
5754,10-ha,PortoAlegre,3209,771,B,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,1
5754,10-ha,PortoAlegre,3209,812,B,4,,,,,,,,,,,,,,,,,,,,,3,110,1,,2,57,0,,2,80,0,
5754,10-ha,PortoAlegre,3209,842,B,4,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,50,1,15,0,
5754,10-ha,PortoAlegre,3209,843,B,4,,,,,,,,,,,,,,,,,,,,,0,0,1,,4,74,0,,3,95,0,
5754,10-ha,PortoAlegre,3209,844,B,4,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,1,,,,
5754,10-ha,PortoAlegre,3209,845,B,4,,,,,,,,,,,,,,,,,,,,,,,,,2,73,0,50,2,53,0,
5754,10-ha,PortoAlegre,3209,991,B,4,,,,,,,,,,,,,,,,,2,20,0,1,0,0,0,2,,,,,,,,
5754,10-ha,PortoAlegre,3209,995,B,4,,,,,,,,,,,,,,,,,3,32,0,50,1,52,0,,3,58,0,,3,67,0,
5754,10-ha,PortoAlegre,3209,1316,B,4,,,,,6,64,0,80,6,150,0,,12,150,1,,7,117,0,,1,90,1,,1,53,0,,2,40,0,
5754,10-ha,PortoAlegre,3209,1317,B,4,,,,,,,,,,,,,,,,,1,3,0,1,0,0,0,2,,,,,,,,
5754,10-ha,PortoAlegre,3209,1324,B,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,1
5754,10-ha,PortoAlegre,3209,1373,B,4,,,,,,,,,,,,,2,14,0,1,1,10,0,,1,9,0,,1,9,0,,1,10,0,
5754,10-ha,PortoAlegre,3209,1381,B,4,,,,,,,,,,,,,1,33,0,50,3,42,0,,1,31,0,,1,30,0,,1,28,0,
5754,10-ha,PortoAlegre,3209,1395,B,4,,,,,,,,,,,,,1,29,0,50,3,46,0,,3,51,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,24,B,5,4,43,0,,4,56,1,,5,76,0,,11,59,0,,6,55,0,,4,70,0,50,3,72,0,,3,74,0,
5754,10-ha,PortoAlegre,3209,252,B,5,1,23,0,,2,28,0,,4,38,0,,6,57,0,,7,79,0,,4,57,0,,4,60,0,,2,42,0,
5754,10-ha,PortoAlegre,3209,257,B,5,3,32,0,,3,53,0,,4,65,0,,5,57,1,,5,80,1,,4,95,1,,4,94,0,,4,67,0,
5754,10-ha,PortoAlegre,3209,266,B,5,3,27,0,,3,30,0,,,,,,3,39,0,,3,26,0,,3,25,0,,3,44,0,,3,76,0,
5754,10-ha,PortoAlegre,3209,273,B,5,2,41,0,,3,42,0,,3,59,0,,4,52,0,,3,58,0,,1,7,0,,3,36,0,,2,28,0,
5754,10-ha,PortoAlegre,3209,295,B,5,2,36,0,,3,33,0,,3,36,0,,,,,,5,47,0,,2,44,1,,5,48,0,,,,,
5754,10-ha,PortoAlegre,3209,309,B,5,3,32,0,,5,31,0,,5,36,0,,5,42,0,,6,37,0,,5,40,0,,5,53,0,,4,60,0,
5754,10-ha,PortoAlegre,3209,346,B,5,1,14,0,,1,24,0,,,,,,3,42,0,,3,53,0,,3,50,0,,1,44,0,,1,23,0,
5754,10-ha,PortoAlegre,3209,359,B,5,4,26,0,,3,29,0,,4,33,0,,4,48,0,,5,34,0,,2,27,0,,2,27,0,,1,5,0,
5754,10-ha,PortoAlegre,3209,388,B,5,1,22,0,,2,18,0,,3,24,0,,2,40,0,,3,25,0,,4,54,0,,1,49,0,,2,35,0,
5754,10-ha,PortoAlegre,3209,400,B,5,1,12,0,,1,20,0,,2,40,0,,4,47,0,,,,,,4,75,1,,2,76,0,,4,44,0,
5754,10-ha,PortoAlegre,3209,470,B,5,,,,,3,38,0,3,3,48,0,,11,57,0,,7,81,0,,2,82,0,,3,121,0,,2,98,0,
5754,10-ha,PortoAlegre,3209,476,B,5,,,,,1,18,0,3,2,21,0,,4,21,0,,5,21,0,,2,29,0,,3,29,0,,2,31,0,
5754,10-ha,PortoAlegre,3209,604,B,5,,,,,,,,,1,51,0,3,,,,,3,56,0,,1,43,0,,1,44,0,,2,57,0,
5754,10-ha,PortoAlegre,3209,669,B,5,,,,,,,,,1,10,0,1,2,13,0,,1,10,0,,0,0,0,2,,,,,,,,
5754,10-ha,PortoAlegre,3209,766,B,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,29,0,50
5754,10-ha,PortoAlegre,3209,767,B,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,0,50
5754,10-ha,PortoAlegre,3209,768,B,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,49,0,50
5754,10-ha,PortoAlegre,3209,988,B,5,,,,,,,,,,,,,,,,,1,13,0,1,1,5,0,,0,0,0,2,,,,
5754,10-ha,PortoAlegre,3209,993,B,5,3,87,1,,2,58,0,,3,65,0,,7,70,0,,6,96,0,,6,82,0,,4,116,0,,5,90,0,
5754,10-ha,PortoAlegre,3209,1314,B,5,,,,,,,,,,,,,,,,,1,10,0,1,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,1344,B,5,,,,,,,,,,,,,,,,,1,16,0,1,1,21,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,1352,B,5,,,,,,,,,,,,,,,,,1,11,0,1,0,0,0,2,,,,,,,,
5754,10-ha,PortoAlegre,3209,1354,B,5,3,57,0,,3,50,0,,5,49,0,,12,54,0,,9,65,0,,8,59,1,,5,87,0,,3,86,0,
5754,10-ha,PortoAlegre,3209,1393,B,5,,,,,,,,,,,,,2,25,0,1,1,19,0,,1,26,0,,2,26,0,,,,,
5754,10-ha,PortoAlegre,3209,94,B,6,4,64,0,,2,26,0,,2,32,0,,4,79,0,,2,45,0,90,3,70,0,90,2,56,0,,2,40,0,
5754,10-ha,PortoAlegre,3209,115,B,6,3,57,0,,3,50,0,,4,49,0,,5,54,0,,7,92,0,,2,123,0,,3,124,0,,4,102,0,
5754,10-ha,PortoAlegre,3209,195,B,6,1,9,0,,1,9,0,,1,14,0,,2,19,0,,3,38,0,,1,31,0,,2,37,0,,2,43,0,
5754,10-ha,PortoAlegre,3209,207,B,6,1,13,0,,1,12,0,,1,22,0,,3,32,0,,4,42,0,90,2,47,0,90,2,34,0,,2,37,0,
5754,10-ha,PortoAlegre,3209,237,B,6,1,12,0,,1,18,0,,2,15,0,,3,28,0,,3,40,0,,2,31,0,,2,25,0,,4,36,0,
5754,10-ha,PortoAlegre,3209,242,B,6,2,43,0,,3,54,0,,0,0,0,80,,,,,,,,,3,24,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,244,B,6,2,25,0,,3,26,0,,4,51,0,,3,44,0,,4,36,0,,2,46,0,,2,28,0,,2,26,0,
5754,10-ha,PortoAlegre,3209,253,B,6,1,12,0,,1,10,0,,1,19,0,,3,29,0,,2,40,0,,,,,,4,48,0,,,,0,2
5754,10-ha,PortoAlegre,3209,274,B,6,2,47,0,,3,51,0,,3,63,0,80,0,54,1,,8,110,0,,12,105,2,,13,103,0,,11,167,1,
5754,10-ha,PortoAlegre,3209,302,B,6,2,31,0,,3,27,0,,5,40,0,,6,0,0,,5,59,0,,2,47,0,,2,50,0,,1,12,0,
5754,10-ha,PortoAlegre,3209,304,B,6,2,28,0,,2,25,0,,,,,60,,,,,2,44,0,80,1,30,0,,2,50,0,,4,75,0,
5754,10-ha,PortoAlegre,3209,305,B,6,1,22,0,,1,23,0,,,,,60,,,,,2,63,0,,1,21,0,,3,38,0,,5,6,0,
5754,10-ha,PortoAlegre,3209,384,B,6,2,47,0,,3,55,0,,4,31,0,80,8,86,0,,10,67,0,,6,100,0,,4,118,0,,3,104,0,
5754,10-ha,PortoAlegre,3209,478,B,6,,,,,1,18,0,3,,,,,0,0,0,2,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,723,B,6,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,1,3,36,0,
5754,10-ha,PortoAlegre,3209,725,B,6,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,1,,,,
5754,10-ha,PortoAlegre,3209,742,B,6,,,,,,,,,,,,,,,,,,,,,,,,,2,21,0,50,1,11,0,
5754,10-ha,PortoAlegre,3209,755,B,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,22,0,50
5754,10-ha,PortoAlegre,3209,761,B,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,0,50
5754,10-ha,PortoAlegre,3209,821,B,6,,,,,,,,,,,,,,,,,,,,,1,11,0,1,1,9,0,,1,26,0,
5754,10-ha,PortoAlegre,3209,822,B,6,,,,,,,,,,,,,,,,,,,,,1,4,0,1,1,5,0,,1,10,0,
5754,10-ha,PortoAlegre,3209,846,B,6,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,1,1,7,0,
5754,10-ha,PortoAlegre,3209,849,B,6,,,,,,,,,,,,,,,,,,,,,,,,,5,54,0,50,,,,
5754,10-ha,PortoAlegre,3209,985,B,6,,,,,,,,,,,,,,,,,2,26,0,50,,,,,2,73,0,,2,72,0,
5754,10-ha,PortoAlegre,3209,1343,B,6,,,,,,,,,,,,,,,,,3,38,0,50,3,48,0,,3,63,0,,2,71,0,
5754,10-ha,PortoAlegre,3209,1353,B,6,,,,,,,,,,,,,,,,,1,9,0,1,1,4,0,,0,0,0,2,,,,
5754,10-ha,PortoAlegre,3209,1362,B,6,,,,,,,,,,,,,,,,,1,9,0,1,1,12,0,,1,25,0,,2,24,0,
5754,10-ha,PortoAlegre,3209,1363,B,6,,,,,,,,,,,,,,,,,2,23,0,50,1,38,0,,2,35,0,,2,37,0,
