PLOT,SIZE,RANCH,BDFFP_Reserve_No,Tag_Number,Row,Column,SHTS_1998,HT_1998,INFL_1998,NOTES_1998,SHTS_1999,HT_1999,INFL_1999,NOTES_1999,SHTS_2000,HT_2000,INFL_2000,NOTES_2000,SHTS_2001,HT_2001,INFL_2001,NOTES_2001,SHTS_2002,HT_2002,INFL_2002,NOTES_2002,SHTS_2003,HT_2003,INFL_2003,NOTES_2003,SHTS_2004,HT_2004,INFL_2004,NOTES_2004,SHTS_2005,HT_2005,INFL_2005,NOTES_2005
5754,10-ha,PortoAlegre,3209,1379,B,6,,,,,,,,,,,,,9,66,0,,7,27,0,,3,30,0,,2,19,0,,1,29,0,
5754,10-ha,PortoAlegre,3209,1400,B,6,,,,,,,,,,,,,9,49,0,,0,0,0,2,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,1305,B,6.857142857,3,59,0,,2,40,0,,4,54,0,80,,,,,5,70,0,90,2,50,0,,1,51,0,,2,77,0,
5754,10-ha,PortoAlegre,3209,93,B,7,3,32,0,,3,24,0,,3,33,0,,6,27,0,,7,45,0,,3,81,0,,3,97,0,,3,100,0,
5754,10-ha,PortoAlegre,3209,101,B,7,3,40,0,,4,34,0,,4,34,0,,9,29,0,,4,57,0,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,104,B,7,4,48,0,,3,68,0,,4,45,0,,7,43,0,,5,97,0,,4,113,1,,4,130,0,,6,112,0,
5754,10-ha,PortoAlegre,3209,131,B,7,1,25,0,,2,21,0,,2,22,0,80,5,39,0,,5,82,0,90,0,0,1,,2,118,0,,4,100,0,
5754,10-ha,PortoAlegre,3209,171,B,7,2,37,0,,4,42,0,,,,,,6,52,3,,10,88,0,,12,105,5,,14,105,0,,11,98,0,
5754,10-ha,PortoAlegre,3209,448,B,7,,,,,4,42,0,3,3,66,0,,9,71,0,,7,115,0,,4,117,1,,6,121,0,,3,117,0,
5754,10-ha,PortoAlegre,3209,479,B,7,,,,,1,8,0,3,1,12,0,,3,22,0,,6,28,0,,3,34,0,,4,51,0,,3,59,0,
5754,10-ha,PortoAlegre,3209,491,B,7,1,19,0,,2,21,0,,3,26,0,,7,24,0,,4,27,0,,2,31,0,,1,50,0,,2,50,0,
5754,10-ha,PortoAlegre,3209,609,B,7,,,,,,,,,1,6,0,1,3,25,0,,7,47,0,90,3,72,0,,5,182,0,,5,148,0,
5754,10-ha,PortoAlegre,3209,756,B,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,1
5754,10-ha,PortoAlegre,3209,757,B,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,33,0,50
5754,10-ha,PortoAlegre,3209,818,B,7,,,,,,,,,,,,,,,,,,,,,3,70,0,3,4,93,0,,4,80,0,
5754,10-ha,PortoAlegre,3209,819,B,7,,,,,,,,,,,,,,,,,,,,,2,17,0,3,2,25,0,,2,30,0,
5754,10-ha,PortoAlegre,3209,820,B,7,,,,,,,,,,,,,,,,,,,,,1,20,0,3,2,24,0,,2,25,0,
5754,10-ha,PortoAlegre,3209,823,B,7,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,2,,,,
5754,10-ha,PortoAlegre,3209,824,B,7,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,2,,,,
5754,10-ha,PortoAlegre,3209,825,B,7,,,,,,,,,,,,,,,,,,,,,3,38,0,3,6,28,0,,3,60,0,
5754,10-ha,PortoAlegre,3209,826,B,7,,,,,,,,,,,,,,,,,,,,,3,57,1,50,3,71,0,,,,,
5754,10-ha,PortoAlegre,3209,934,B,7,,,,,,,,,,,,,,,,,1,28,0,50,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,960,B,7,,,,,,,,,,,,,,,,,3,22,0,3,3,23,0,,3,36,0,,3,44,0,
5754,10-ha,PortoAlegre,3209,964,B,7,,,,,,,,,,,,,,,,,2,54,0,50,3,42,0,,3,53,0,,2,40,0,
5754,10-ha,PortoAlegre,3209,969,B,7,,,,,,,,,,,,,,,,,4,20,0,3,1,46,0,,,,,,3,80,0,
5754,10-ha,PortoAlegre,3209,976,B,7,,,,,,,,,,,,,,,,,1,12,0,1,1,15,0,,1,12,0,,1,14,0,
5754,10-ha,PortoAlegre,3209,1309,B,7,2,66,1,,3,69,0,,5,33,0,80,,,,,10,94,0,90,7,65,0,,4,87,0,,,,,
5754,10-ha,PortoAlegre,3209,1345,B,7,,,,,,,,,,,,,,,,,4,15,0,50,1,40,0,,3,44,0,,2,1,0,
5754,10-ha,PortoAlegre,3209,1346,B,7,,,,,,,,,,,,,,,,,3,53,0,50,3,42,1,,1,42,0,,1,30,0,
5754,10-ha,PortoAlegre,3209,1374,B,7,,,,,,,,,,,,,2,9,0,1,2,21,0,,4,30,0,,4,26,0,,1,23,0,
5754,10-ha,PortoAlegre,3209,1387,B,7,,,,,,,,,,,,,2,12,0,1,3,33,0,,3,40,0,,4,57,0,,1,8,0,
5754,10-ha,PortoAlegre,3209,143,B,8,1,30,0,,1,26,0,,2,29,0,,4,42,0,,6,58,0,,4,51,0,,8,90,0,,4,84,0,
5754,10-ha,PortoAlegre,3209,149,B,8,3,49,0,,3,37,0,,5,53,0,,13,57,0,,12,66,0,,8,80,2,,8,96,0,,4,95,0,
5754,10-ha,PortoAlegre,3209,186,B,8,2,44,0,,3,56,0,,6,51,0,,6,76,1,,8,84,0,,6,78,1,,9,110,0,,5,100,0,
5754,10-ha,PortoAlegre,3209,197,B,8,5,56,0,,8,62,0,,12,68,0,,21,93,1,,24,92,0,,6,151,2,,10,151,0,,5,102,0,90
5754,10-ha,PortoAlegre,3209,219,B,8,2,47,0,,3,45,0,,2,39,0,,3,65,0,,5,60,0,,4,78,0,,4,77,0,,4,77,0,
5754,10-ha,PortoAlegre,3209,434,B,8,3,31,0,,5,31,0,,2,12,0,80,2,31,0,,3,40,0,,3,33,0,,4,49,0,,4,47,0,
5754,10-ha,PortoAlegre,3209,472,B,8,,,,,2,44,0,3,3,46,0,,4,39,0,,4,64,0,,2,58,0,,3,71,0,,2,80,0,
5754,10-ha,PortoAlegre,3209,661,B,8,,,,,,,,,3,29,0,3,3,34,0,,5,32,0,,4,54,0,,2,54,0,90,1,15,0,
5754,10-ha,PortoAlegre,3209,945,B,8,,,,,,,,,,,,,,,,,1,7,0,1,0,0,0,2,,,,,,,,
5754,10-ha,PortoAlegre,3209,970,B,8,,,,,,,,,,,,,,,,,3,13,0,1,1,15,0,,1,15,0,,1,20,0,
5754,10-ha,PortoAlegre,3209,978,B,8,,,,,,,,,,,,,,,,,1,4,0,1,0,0,0,2,,,,,,,,
5754,10-ha,PortoAlegre,3209,983,B,8,,,,,,,,,,,,,,,,,1,11,0,1,1,16,0,,1,15,0,,1,15,0,
5754,10-ha,PortoAlegre,3209,1368,B,8,,,,,,,,,,,,,1,13,0,1,2,10,0,,1,13,0,,1,14,0,,2,12,0,
5754,10-ha,PortoAlegre,3209,201,B,8.142857143,1,32,0,,,,,,3,34,0,,5,31,0,,8,49,0,,6,40,0,,6,71,0,,6,100,0,
5754,10-ha,PortoAlegre,3209,90,B,9,2,26,0,,2,24,0,,3,23,0,,2,28,0,,2,47,0,,4,50,0,,3,46,0,,3,33,0,
5754,10-ha,PortoAlegre,3209,107,B,9,3,37,0,,3,43,0,,5,66,0,,4,53,0,,4,60,0,90,3,79,0,,3,71,0,,4,67,0,
5754,10-ha,PortoAlegre,3209,118,B,9,2,39,0,,2,40,0,,4,43,0,,5,52,0,,6,64,0,,7,64,0,,6,61,0,,3,80,0,
5754,10-ha,PortoAlegre,3209,122,B,9,2,18,0,,2,17,0,,2,24,0,,4,25,0,,4,37,0,,4,28,0,,3,29,0,,2,38,0,
5754,10-ha,PortoAlegre,3209,152,B,9,4,18,0,,2,20,0,,3,30,0,,3,55,0,,6,54,0,,4,75,0,,5,70,0,,4,82,0,
5754,10-ha,PortoAlegre,3209,183,B,9,2,0,0,,3,56,0,,4,60,0,,6,58,0,,7,74,0,,1,83,0,,1,40,0,90,2,62,0,
5754,10-ha,PortoAlegre,3209,429,B,9,3,26,0,,2,30,0,,3,25,0,,4,29,0,,5,42,0,,4,42,0,,3,47,0,,4,49,0,
5754,10-ha,PortoAlegre,3209,460,B,9,,,,,1,9,0,1,1,14,0,,2,6,0,,0,0,0,2,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,463,B,9,,,,,1,9,0,1,1,11,0,,,,,,1,13,0,,1,17,0,,5,19,0,,2,23,0,
5754,10-ha,PortoAlegre,3209,490,B,9,,,,,2,33,0,3,3,36,0,,4,41,0,,5,34,0,,4,39,0,,5,34,0,,4,51,0,
5754,10-ha,PortoAlegre,3209,497,B,9,,,,,3,24,0,3,3,24,0,,3,30,0,,4,41,0,,4,38,0,,2,55,0,,3,54,0,
5754,10-ha,PortoAlegre,3209,617,B,9,,,,,,,,,1,11,0,1,1,17,0,,1,26,0,,2,27,0,,5,35,0,,4,57,0,
5754,10-ha,PortoAlegre,3209,623,B,9,,,,,,,,,1,6,0,1,1,16,0,,1,16,0,,2,20,0,,2,21,0,,5,28,0,
5754,10-ha,PortoAlegre,3209,631,B,9,,,,,,,,,1,6,0,1,1,5,0,,1,6,0,,1,8,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,642,B,9,,,,,,,,,1,8,0,1,2,12,0,,2,19,0,,3,18,0,,3,55,0,,4,48,0,
5754,10-ha,PortoAlegre,3209,827,B,9,,,,,,,,,,,,,,,,,,,,,1,8,0,1,1,9,0,,1,17,0,
5754,10-ha,PortoAlegre,3209,889,B,9,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,1,1,13,0,
5754,10-ha,PortoAlegre,3209,890,B,9,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,1,1,14,0,
5754,10-ha,PortoAlegre,3209,968,B,9,,,,,,,,,,,,,,,,,1,12,0,1,1,3,0,,1,10,0,,1,8,0,
5754,10-ha,PortoAlegre,3209,1364,B,9,,,,,,,,,,,,,1,5,0,1,0,0,0,2,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,1377,B,9,,,,,,,,,,,,,1,14,0,1,1,22,0,,3,20,0,,3,24,0,,2,25,0,
5754,10-ha,PortoAlegre,3209,1378,B,9,,,,,,,,,,,,,1,11,0,1,1,22,0,,1,24,0,,2,38,0,,2,53,0,
5754,10-ha,PortoAlegre,3209,1386,B,9,,,,,,,,,,,,,1,9,0,1,1,16,0,,2,25,0,,3,33,0,,3,40,0,
5754,10-ha,PortoAlegre,3209,1392,B,9,,,,,,,,,,,,,1,13,0,1,2,12,0,,1,14,0,,1,15,0,,2,30,0,
5754,10-ha,PortoAlegre,3209,1394,B,9,,,,,,,,,,,,,1,13,0,1,1,19,0,,1,27,0,,2,32,0,,1,40,0,
5754,10-ha,PortoAlegre,3209,85,B,10,3,49,1,,3,45,0,,4,43,0,,4,52,1,,4,47,0,,4,46,0,,5,34,0,,4,44,0,
5754,10-ha,PortoAlegre,3209,135,B,10,3,40,0,,4,50,0,,3,53,0,,2,52,0,,3,51,0,,3,48,0,,3,49,0,,1,49,0,
5754,10-ha,PortoAlegre,3209,138,B,10,2,52,0,,3,57,0,,4,56,0,,4,63,0,,4,77,0,,4,80,1,,4,69,0,,4,100,0,
5754,10-ha,PortoAlegre,3209,220,B,10,2,54,1,,4,48,0,,5,62,0,,6,59,0,,7,58,0,,4,45,1,,4,57,0,,2,60,0,
5754,10-ha,PortoAlegre,3209,229,B,10,3,25,0,,2,20,0,,3,24,0,,3,28,0,,3,31,0,,3,33,0,,3,36,0,,4,48,0,
5754,10-ha,PortoAlegre,3209,239,B,10,2,27,0,,2,16,0,,1,14,0,,1,17,0,,2,25,0,,3,21,0,,4,25,0,,3,27,0,
5754,10-ha,PortoAlegre,3209,457,B,10,,,,,2,14,0,3,2,12,1,,1,15,0,,3,19,0,,3,17,0,,4,22,0,,4,35,0,
5754,10-ha,PortoAlegre,3209,639,B,10,,,,,,,,,2,16,0,3,2,13,0,,3,19,0,,3,20,0,,3,23,0,,3,30,0,
5754,10-ha,PortoAlegre,3209,828,B,10,,,,,,,,,,,,,,,,,,,,,1,16,0,3,2,21,0,,2,30,0,
5754,10-ha,PortoAlegre,3209,862,B,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,0,
5754,10-ha,PortoAlegre,3209,863,B,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,1
5754,10-ha,PortoAlegre,3209,972,B,10,,,,,,,,,,,,,,,,,1,5,0,1,1,10,0,,1,11,0,,1,5,0,
5754,10-ha,PortoAlegre,3209,989,B,10,,,,,,,,,,,,,,,,,2,9,0,1,1,8,0,,1,11,0,,,,0,2
5754,10-ha,PortoAlegre,3209,1366,B,10,,,,,,,,,,,,,1,8,0,1,1,14,0,,,,,,1,15,0,,,,,
5754,10-ha,PortoAlegre,3209,1375,B,10,,,,,,,,,,,,,1,8,0,1,1,11,0,,1,20,0,,2,10,0,90,1,17,0,
5754,10-ha,PortoAlegre,3209,1382,B,10,,,,,,,,,,,,,1,13,0,1,1,19,0,,2,23,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,1,C,1,4,67,0,,4,72,1,,6,91,0,,6,90,1,,3,81,1,,4,74,1,,3,56,0,,3,49,0,
5754,10-ha,PortoAlegre,3209,287,C,1,2,19,0,,1,15,0,,2,21,0,,3,21,0,,5,22,0,,1,16,0,,2,19,0,,2,23,0,
5754,10-ha,PortoAlegre,3209,345,C,1,2,42,0,,2,43,0,,2,48,0,,4,41,0,,6,41,0,,4,22,0,,5,40,0,,3,37,0,
5754,10-ha,PortoAlegre,3209,628,C,1,,,,,1,20,0,3,1,22,0,,1,24,0,,2,25,0,,3,30,0,,3,40,0,,3,44,0,
5754,10-ha,PortoAlegre,3209,646,C,1,,,,,1,16,0,3,1,19,0,,2,37,0,,4,27,0,,4,34,0,,4,36,0,,3,39,0,
5754,10-ha,PortoAlegre,3209,291,C,2,3,56,0,,3,68,0,,4,73,0,,4,70,0,,5,87,1,,3,74,0,,3,60,0,,3,36,0,
5754,10-ha,PortoAlegre,3209,293,C,2,2,30,0,,3,41,0,,4,44,0,,3,38,0,,4,51,0,,3,55,0,,2,40,0,,1,42,0,
5754,10-ha,PortoAlegre,3209,370,C,2,3,25,0,,4,35,0,,6,46,0,,4,63,0,,6,65,0,,4,66,0,,3,69,0,,2,50,0,
5754,10-ha,PortoAlegre,3209,412,C,2,,,,,1,16,0,3,1,32,0,,1,30,0,,5,43,0,,1,44,0,,2,43,0,,3,50,0,
5754,10-ha,PortoAlegre,3209,515,C,2,,,,,1,6,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,602,C,2,,,,,1,5,0,1,1,8,0,,1,9,0,,1,17,0,,1,12,0,,1,13,0,,,,0,2
5754,10-ha,PortoAlegre,3209,607,C,2,,,,,,,,,1,12,0,1,1,15,0,,2,20,0,,2,22,0,,3,23,0,,3,28,0,
5754,10-ha,PortoAlegre,3209,616,C,2,,,,,1,8,0,3,1,18,0,,1,14,0,,1,37,0,,3,32,0,,3,36,0,,2,31,0,
5754,10-ha,PortoAlegre,3209,619,C,2,,,,,1,8,0,1,1,11,0,,1,13,0,,3,37,0,,3,26,0,,3,25,0,,2,36,0,
5754,10-ha,PortoAlegre,3209,627,C,2,,,,,,,,,1,10,0,1,2,21,0,,2,27,0,,2,24,0,,2,23,0,,2,24,0,
5754,10-ha,PortoAlegre,3209,629,C,2,,,,,3,34,0,,4,40,0,,1,21,0,,3,62,0,,3,45,0,,2,60,0,,2,44,0,
5754,10-ha,PortoAlegre,3209,634,C,2,,,,,1,7,0,1,1,9,0,,3,40,0,,1,16,0,,1,8,0,,0,0,0,2,,,,
5754,10-ha,PortoAlegre,3209,641,C,2,,,,,,,,,1,10,0,1,1,8,0,,5,30,0,,1,28,0,,4,30,0,,2,28,0,
5754,10-ha,PortoAlegre,3209,776,C,2,,,,,,,,,,,,,,,,,1,12,0,1,1,7,0,,0,0,0,2,,,,
5754,10-ha,PortoAlegre,3209,779,C,2,,,,,,,,,,,,,,,,,2,26,0,3,1,21,0,,2,38,0,,2,43,0,
5754,10-ha,PortoAlegre,3209,784,C,2,,,,,,,,,,,,,,,,,1,9,0,1,1,7,0,,1,9,0,,1,7,0,
5754,10-ha,PortoAlegre,3209,1355,C,2,,,,,,,,,,,,,1,15,0,1,1,18,0,,1,15,0,,1,15,0,,,,0,2
5754,10-ha,PortoAlegre,3209,272,C,3,3,31,0,,4,43,0,,5,52,0,,3,58,0,,8,102,0,,3,55,0,,3,81,0,,3,51,0,
5754,10-ha,PortoAlegre,3209,341,C,3,3,67,1,,5,86,0,,6,88,0,,4,100,0,,3,90,1,,4,78,0,,3,68,0,,2,58,0,
5754,10-ha,PortoAlegre,3209,445,C,3,,,,,4,127,1,3,5,137,1,,8,103,2,,5,174,0,,4,125,2,,4,116,0,,2,110,1,
5754,10-ha,PortoAlegre,3209,446,C,3,,,,,1,36,0,3,3,43,0,,3,49,0,,4,48,0,,4,56,0,,4,54,0,,3,44,0,
5754,10-ha,PortoAlegre,3209,459,C,3,,,,,1,5,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,466,C,3,,,,,1,54,0,3,4,84,0,,6,138,1,,10,130,0,,12,115,1,,5,150,0,,6,150,0,
5754,10-ha,PortoAlegre,3209,608,C,3,,,,,,,,,,,,,,,,,,,,,3,43,0,3,4,46,0,,4,34,0,
5754,10-ha,PortoAlegre,3209,632,C,3,,,,,1,5,0,1,1,16,0,,,,,,3,30,0,,3,65,0,,4,70,0,,5,49,0,
5754,10-ha,PortoAlegre,3209,647,C,3,,,,,,,,,1,15,0,1,2,31,0,,5,52,0,,4,40,1,,6,59,0,,5,75,1,
5754,10-ha,PortoAlegre,3209,781,C,3,,,,,,,,,,,,,,,,,2,22,0,3,2,34,0,,4,59,0,,6,75,0,
5754,10-ha,PortoAlegre,3209,783,C,3,,,,,,,,,,,,,,,,,1,17,0,3,1,15,0,,1,16,0,,1,13,0,
5754,10-ha,PortoAlegre,3209,815,C,3,,,,,,,,,,,,,,,,,,,,,3,37,0,3,4,32,0,,3,50,0,
5754,10-ha,PortoAlegre,3209,816,C,3,,,,,,,,,,,,,,,,,,,,,3,39,0,3,5,42,0,,4,60,0,
5754,10-ha,PortoAlegre,3209,1389,C,3,,,,,,,,,1,11,0,1,2,23,0,,2,23,0,,1,23,0,,2,7,0,,,,0,2
5754,10-ha,PortoAlegre,3209,1396,C,3,,,,,1,5,0,1,1,16,0,,2,30,0,,3,60,0,,2,56,0,,3,84,0,,4,86,0,
5754,10-ha,PortoAlegre,3209,17,C,4,2,66,0,,1,33,0,80,2,67,0,80,3,29,0,,3,25,0,90,2,53,0,,7,69,0,,1,70,0,
5754,10-ha,PortoAlegre,3209,323,C,4,,,,,1,22,0,80,2,44,0,80,,,,,3,89,0,90,2,95,1,,2,144,1,,2,110,1,
5754,10-ha,PortoAlegre,3209,347,C,4,3,46,0,,3,42,0,80,2,50,0,,3,51,0,,6,47,0,,2,45,0,,2,59,0,,2,56,0,
5754,10-ha,PortoAlegre,3209,348,C,4,4,45,0,,11,54,0,,22,121,1,,17,172,0,,4,50,0,90,3,82,0,,5,84,0,,4,40,0,
5754,10-ha,PortoAlegre,3209,354,C,4,1,13,0,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,362,C,4,6,31,0,,4,40,0,,8,75,0,,9,83,0,,10,78,0,,,,,,0,0,0,2,,,,
5754,10-ha,PortoAlegre,3209,364,C,4,2,14,0,,1,22,0,,2,23,0,,2,18,0,,,,,,5,68,0,,1,34,0,,3,27,0,
5754,10-ha,PortoAlegre,3209,368,C,4,3,58,0,,4,64,0,,7,67,0,,6,73,1,,8,79,0,,4,95,0,,6,91,0,,4,91,0,
5754,10-ha,PortoAlegre,3209,387,C,4,1,15,0,,1,17,0,,1,18,0,,2,30,0,,3,32,0,,2,21,0,,1,30,0,,1,21,0,
5754,10-ha,PortoAlegre,3209,613,C,4,,,,,,,,,2,25,0,80,7,34,0,,3,34,0,80,1,30,0,,1,32,0,,2,38,0,
5754,10-ha,PortoAlegre,3209,724,C,4,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,1,,,0,2
5754,10-ha,PortoAlegre,3209,793,C,4,,,,,,,,,,,,,,,,,2,21,0,3,2,27,0,,2,28,0,,2,28,0,
5754,10-ha,PortoAlegre,3209,1347,C,4,,,,,,,,,,,,,1,15,0,1,3,29,0,,3,29,0,,3,37,0,,3,32,0,
5754,10-ha,PortoAlegre,3209,1361,C,4,,,,,,,,,,,,,1,18,0,1,3,0,0,90,1,6,0,,1,4,0,,,,0,2
5754,10-ha,PortoAlegre,3209,1370,C,4,,,,,,,,,,,,,1,10,0,1,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,1390,C,4,1,31,0,,1,22,0,80,2,44,0,80,3,40,0,,1,21,0,,2,19,0,,3,29,0,,3,32,0,
5754,10-ha,PortoAlegre,3209,29,C,5,3,60,1,,5,106,1,,8,107,0,,4,112,0,,7,119,0,,5,143,1,,3,148,0,,3,115,0,
5754,10-ha,PortoAlegre,3209,32,C,5,5,64,1,,5,71,2,,8,77,1,,6,75,2,,5,79,1,,2,72,1,,2,67,0,,2,59,0,
5754,10-ha,PortoAlegre,3209,246,C,5,2,45,0,,2,66,0,,5,80,0,,4,92,0,,8,105,0,,5,104,1,,4,104,0,,4,95,1,
5754,10-ha,PortoAlegre,3209,249,C,5,2,36,0,,2,55,0,,2,48,0,,3,34,0,,1,29,0,,2,24,0,,2,22,0,,1,22,0,
5754,10-ha,PortoAlegre,3209,251,C,5,3,47,0,,4,51,0,,4,76,0,,3,63,0,,2,30,0,,1,20,0,,2,22,0,,3,23,0,
5754,10-ha,PortoAlegre,3209,265,C,5,3,46,1,,4,98,0,,4,83,1,,4,66,0,,2,46,0,,2,24,0,,2,22,0,,3,28,0,
5754,10-ha,PortoAlegre,3209,322,C,5,3,32,0,,6,47,0,,6,55,0,,6,75,0,,5,67,0,,2,62,0,,3,41,0,,3,42,0,
5754,10-ha,PortoAlegre,3209,605,C,5,,,,,,,,,1,13,0,1,2,20,0,,4,32,0,,4,35,0,,3,46,0,,3,40,0,
5754,10-ha,PortoAlegre,3209,788,C,5,,,,,,,,,,,,,,,,,1,27,0,3,5,95,0,,,,,,,,,
5754,10-ha,PortoAlegre,3209,1358,C,5,,,,,,,,,,,,,1,9,0,1,1,16,0,,1,17,1,,2,23,0,,1,20,0,
5754,10-ha,PortoAlegre,3209,382,C,5.875,3,47,0,,3,32,0,,,,,60,4,68,0,,4,88,0,90,3,88,1,,3,79,0,,4,96,0,
5754,10-ha,PortoAlegre,3209,28,C,6,2,69,0,,3,55,0,,2,56,0,,6,75,1,,10,79,0,,4,77,1,,4,89,0,,4,100,0,
5754,10-ha,PortoAlegre,3209,95,C,6,3,46,0,,4,46,0,,5,41,0,,6,89,0,,6,83,0,,4,128,1,,5,151,0,,3,125,0,
5754,10-ha,PortoAlegre,3209,217,C,6,1,57,0,,2,53,0,,3,52,0,,2,68,0,,4,121,1,,2,68,1,,2,28,0,,1,21,0,
5754,10-ha,PortoAlegre,3209,233,C,6,3,38,0,,2,32,0,,3,51,0,,6,55,0,,,,,,2,61,1,,3,56,0,,1,55,0,
5754,10-ha,PortoAlegre,3209,411,C,6,2,17,0,,2,22,0,,1,12,0,,1,14,0,,1,20,0,,1,24,0,,1,26,0,,2,25,0,
5754,10-ha,PortoAlegre,3209,438,C,6,,,,,2,26,0,3,2,34,0,,4,36,0,,3,74,0,,2,50,0,,1,41,0,,1,40,0,
5754,10-ha,PortoAlegre,3209,453,C,6,,,,,1,33,0,3,1,46,0,,8,93,2,,5,115,0,,3,175,3,,1,154,0,,2,160,0,
5754,10-ha,PortoAlegre,3209,458,C,6,,,,,1,14,0,3,,,,60,,,,,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,464,C,6,,,,,1,18,0,3,1,25,0,,2,28,0,,5,53,0,,3,43,0,,4,55,0,,4,73,0,
5754,10-ha,PortoAlegre,3209,653,C,6,,,,,,,,,1,9,0,1,3,15,0,,4,23,0,,2,26,0,,2,32,0,,2,36,0,
5754,10-ha,PortoAlegre,3209,704,C,6,,,,,,,,,,,,,,,,,1,5,0,1,0,0,0,2,,,,,,,,
5754,10-ha,PortoAlegre,3209,709,C,6,,,,,,,,,,,,,,,,,1,13,0,3,1,10,0,,1,14,0,,1,14,0,
5754,10-ha,PortoAlegre,3209,717,C,6,,,,,,,,,,,,,,,,,6,17,0,80,3,20,0,,2,30,0,90,2,50,0,
5754,10-ha,PortoAlegre,3209,728,C,6,,,,,,,,,,,,,,,,,,,,,,,,,1,17,0,50,2,17,0,
5754,10-ha,PortoAlegre,3209,762,C,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,1
5754,10-ha,PortoAlegre,3209,778,C,6,,,,,,,,,,,,,,,,,4,74,0,80,,,,,5,89,0,,2,80,0,
5754,10-ha,PortoAlegre,3209,830,C,6,,,,,,,,,,,,,,,,,,,,,1,16,0,,1,23,0,,,,0,2
5754,10-ha,PortoAlegre,3209,997,C,6,,,,,,,,,,,,,,,,,1,6,0,1,0,0,0,2,,,,,,,,
5754,10-ha,PortoAlegre,3209,1356,C,6,,,,,,,,,,,,,1,27,0,50,4,36,0,,4,47,0,,3,55,0,,3,64,0,
5754,10-ha,PortoAlegre,3209,146,C,7,2,35,0,,2,25,0,,4,29,0,,0,0,1,,6,94,0,,11,130,0,,6,138,0,,4,110,0,
5754,10-ha,PortoAlegre,3209,175,C,7,1,58,0,,3,74,0,,2,32,0,,5,51,0,,3,68,0,,2,66,0,,2,68,0,,2,45,0,
5754,10-ha,PortoAlegre,3209,419,C,7,,,,,1,6,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,
5754,10-ha,PortoAlegre,3209,440,C,7,,,,,3,25,0,3,3,12,0,90,3,49,0,,4,50,0,,4,63,0,,3,67,0,,2,17,0,
5754,10-ha,PortoAlegre,3209,700,C,7,,,,,,,,,1,17,0,1,3,33,0,,6,77,0,,4,70,0,,4,110,0,,2,103,0,
5754,10-ha,PortoAlegre,3209,715,C,7,,,,,,,,,,,,,,,,,,,,,,,,,1,12,0,50,3,26,0,
5754,10-ha,PortoAlegre,3209,726,C,7,,,,,,,,,,,,,,,,,,,,,,,,,1,17,0,50,4,29,0,
5754,10-ha,PortoAlegre,3209,741,C,7,,,,,,,,,,,,,,,,,,,,,,,,,1,53,0,50,3,43,0,
5754,10-ha,PortoAlegre,3209,744,C,7,,,,,,,,,,,,,,,,,,,,,,,,,1,18,0,50,4,28,0,
5754,10-ha,PortoAlegre,3209,791,C,7,,,,,,,,,,,,,,,,,5,33,0,3,3,50,0,,3,47,0,,4,51,0,
5754,10-ha,PortoAlegre,3209,829,C,7,,,,,,,,,,,,,,,,,,,,,2,49,0,3,3,54,0,,5,56,0,
5754,10-ha,PortoAlegre,3209,1320,C,7,,,,,,,,,,,,,,,,,2,29,0,80,1,35,0,,1,35,0,,,,0,2
5754,10-ha,PortoAlegre,3209,780,C,7.25,,,,,,,,,,,,,,,,,4,23,0,3,6,29,0,,3,42,0,,3,40,0,
5754,10-ha,PortoAlegre,3209,51,C,8,2,50,0,,4,46,0,,4,45,0,,3,49,0,,3,63,0,,3,82,0,,2,85,0,,4,87,0,
5754,10-ha,PortoAlegre,3209,53,C,8,6,56,1,,6,71,0,,5,60,0,,4,65,0,,1,75,0,,6,86,2,,4,77,0,,2,48,0,
