plant_id,plot,habitat,ranch,bdffp_reserve_no,tag_number,row,column,plotID,year,code,notes,duplicate_tag
4529,5754,10-ha,PortoAlegre,3209,786,D,7,FF-7,2002,no tag,no tag,NA
4217,5754,10-ha,PortoAlegre,3209,934,B,7,FF-7,2002,no tag,no tag,NA
4219,5754,10-ha,PortoAlegre,3209,964,B,7,FF-7,2002,no tag,no tag,NA
4189,5754,10-ha,PortoAlegre,3209,985,B,6,FF-7,2002,no tag,no tag,NA
4535,5754,10-ha,PortoAlegre,3209,990,D,7,FF-7,2002,no tag,no tag,NA
4070,5754,10-ha,PortoAlegre,3209,992,B,2,FF-7,2002,no tag,no tag,NA
4133,5754,10-ha,PortoAlegre,3209,995,B,4,FF-7,2002,no tag,no tag,NA
4100,5754,10-ha,PortoAlegre,3209,996,B,3,FF-7,2002,no tag,no tag,NA
4101,5754,10-ha,PortoAlegre,3209,998,B,3,FF-7,2002,no tag,no tag,NA
4413,5754,10-ha,PortoAlegre,3209,1329,C,8,FF-7,2002,no tag,no tag,NA
4537,5754,10-ha,PortoAlegre,3209,1331,D,7,FF-7,2002,no tag,no tag,NA
4191,5754,10-ha,PortoAlegre,3209,1343,B,6,FF-7,2002,no tag,no tag,NA
4224,5754,10-ha,PortoAlegre,3209,1345,B,7,FF-7,2002,no tag,no tag,NA
4225,5754,10-ha,PortoAlegre,3209,1346,B,7,FF-7,2002,no tag,no tag,NA
4194,5754,10-ha,PortoAlegre,3209,1363,B,6,FF-7,2002,no tag,no tag,NA
4467,5754,10-ha,PortoAlegre,3209,10,D,4,FF-7,2003,no tag,no tag,NA
4140,5754,10-ha,PortoAlegre,3209,24,B,5,FF-7,2003,no tag,no tag,NA
4541,5754,10-ha,PortoAlegre,3209,61,D,8,FF-7,2003,no tag,no tag,NA
3889,5754,10-ha,PortoAlegre,3209,810,A,5,FF-7,2003,no tag,no tag,duplicate tag number
3890,5754,10-ha,PortoAlegre,3209,811,A,5,FF-7,2003,no tag,no tag,duplicate tag number
4216,5754,10-ha,PortoAlegre,3209,826,B,7,FF-7,2003,no tag,no tag,duplicate tag number
4564,5754,10-ha,PortoAlegre,3209,831,D,9,FF-7,2003,no tag,no tag,duplicate tag number
4547,5754,10-ha,PortoAlegre,3209,832,D,8,FF-7,2003,no tag,no tag,duplicate tag number
4531,5754,10-ha,PortoAlegre,3209,833,D,7,FF-7,2003,no tag,no tag,duplicate tag number
4532,5754,10-ha,PortoAlegre,3209,834,D,7,FF-7,2003,no tag,no tag,duplicate tag number
4012,5754,10-ha,PortoAlegre,3209,893,A,9,FF-7,2003,no tag,no tag,NA
3833,5754,10-ha,PortoAlegre,3209,897,A,2,FF-7,2003,no tag,no tag,NA
4370,5754,10-ha,PortoAlegre,3209,715,C,7,FF-7,2004,no tag,no tag,NA
4561,5754,10-ha,PortoAlegre,3209,720,D,9,FF-7,2004,no tag,no tag,NA
4097,5754,10-ha,PortoAlegre,3209,721,B,3,FF-7,2004,no tag,no tag,NA
4607,5754,10-ha,PortoAlegre,3209,722,E,2,FF-7,2004,no tag,no tag,NA
4371,5754,10-ha,PortoAlegre,3209,726,C,7,FF-7,2004,no tag,no tag,NA
4359,5754,10-ha,PortoAlegre,3209,728,C,6,FF-7,2004,no tag,no tag,NA
4674,5754,10-ha,PortoAlegre,3209,731,E,5,FF-7,2004,no tag,no tag,NA
4608,5754,10-ha,PortoAlegre,3209,732,E,2,FF-7,2004,no tag,no tag,NA
4398,5754,10-ha,PortoAlegre,3209,735,C,8,FF-7,2004,no tag,no tag,NA
4399,5754,10-ha,PortoAlegre,3209,739,C,8,FF-7,2004,no tag,no tag,NA
4372,5754,10-ha,PortoAlegre,3209,741,C,7,FF-7,2004,no tag,no tag,NA
4182,5754,10-ha,PortoAlegre,3209,742,B,6,FF-7,2004,no tag,no tag,NA
4373,5754,10-ha,PortoAlegre,3209,744,C,7,FF-7,2004,no tag,no tag,NA
4508,5754,10-ha,PortoAlegre,3209,745,D,6,FF-7,2004,no tag,no tag,NA
4400,5754,10-ha,PortoAlegre,3209,747,C,8,FF-7,2004,no tag,no tag,NA
4676,5754,10-ha,PortoAlegre,3209,749,E,5,FF-7,2004,no tag,no tag,NA
4504,5754,10-ha,PortoAlegre,3209,836,D,5,FF-7,2004,no tag,no tag,duplicate tag number
4128,5754,10-ha,PortoAlegre,3209,842,B,4,FF-7,2004,no tag,no tag,NA
4131,5754,10-ha,PortoAlegre,3209,845,B,5,FF-7,2004,no tag,no tag,NA
4188,5754,10-ha,PortoAlegre,3209,849,B,6,FF-7,2004,no tag,no tag,NA
3965,5754,10-ha,PortoAlegre,3209,852,A,8,FF-7,2004,no tag,no tag,NA
3907,5754,10-ha,PortoAlegre,3209,853,A,6,FF-7,2004,no tag,no tag,NA
4648,5754,10-ha,PortoAlegre,3209,994,E,4,FF-7,2004,no tag,no tag,NA
4642,5754,10-ha,PortoAlegre,3209,708,E,4,FF-7,2005,no tag,no tag,NA
4545,5754,10-ha,PortoAlegre,3209,750,D,8,FF-7,2005,no tag,no tag,NA
4730,5754,10-ha,PortoAlegre,3209,752,E,7,FF-7,2005,no tag,no tag,NA
4183,5754,10-ha,PortoAlegre,3209,755,B,6,FF-7,2005,no tag,no tag,NA
4208,5754,10-ha,PortoAlegre,3209,757,B,7,FF-7,2005,no tag,no tag,NA
3928,5754,10-ha,PortoAlegre,3209,758,A,7,FF-7,2005,no tag,no tag,NA
3929,5754,10-ha,PortoAlegre,3209,759,A,7,FF-7,2005,no tag,no tag,NA
