plant_id,plot,habitat,ranch,bdffp_reserve_no,tag_number,row,column,plotID,year,code,notes,duplicate_tag
4184,5754,10-ha,PortoAlegre,3209,761,B,6,FF-7,2005,no tag,no tag,NA
4155,5754,10-ha,PortoAlegre,3209,766,B,5,FF-7,2005,no tag,no tag,NA
4156,5754,10-ha,PortoAlegre,3209,767,B,5,FF-7,2005,no tag,no tag,NA
4157,5754,10-ha,PortoAlegre,3209,768,B,5,FF-7,2005,no tag,no tag,NA
3887,5754,10-ha,PortoAlegre,3209,769,A,5,FF-7,2005,no tag,no tag,NA
3969,5754,10-ha,PortoAlegre,3209,867,A,8,FF-7,2005,no tag,no tag,NA
3970,5754,10-ha,PortoAlegre,3209,868,A,8,FF-7,2005,no tag,no tag,NA
4407,5754,10-ha,PortoAlegre,3209,896,C,8,FF-7,2005,no tag,no tag,NA
3810,5754,10-ha,PortoAlegre,3209,1336,A,1,FF-7,2005,no tag,no tag,NA
6003,5756,CF,EST,1501,740,E,4,CF-3,2000,no tag,no tag,NA
5368,5756,CF,EST,1501,817,B,7,CF-3,2000,no tag,no tag,NA
5376,5756,CF,EST,1501,918,B,7,CF-3,2001,no tag,no tag,NA
5882,5756,CF,EST,1501,948,D,9,CF-3,2001,no tag,no tag,NA
5678,5756,CF,EST,1501,882,D,10,CF-3,2002,no tag,no tag,NA
6130,5756,CF,EST,1501,942,E,9,CF-3,2002,no tag,no tag,NA
6131,5756,CF,EST,1501,943,E,9,CF-3,2002,no tag,no tag,NA
5484,5756,CF,EST,1501,1277,C,2,CF-3,2004,no tag,no tag,NA
5282,5756,CF,EST,1501,1283,B,4,CF-3,2004,no tag,no tag,NA
5192,5756,CF,EST,1501,1603,B,10,CF-3,2004,no tag,no tag,NA
5966,5756,CF,EST,1501,1613,E,2,CF-3,2004,no tag,no tag,NA
5143,5756,CF,EST,1501,1245,A,8,CF-3,2005,no tag,no tag,NA
5085,5756,CF,EST,1501,1601,A,6,CF-3,2005,no tag,no tag,NA
5051,5756,CF,EST,1501,1611,A,5,CF-3,2005,no tag,no tag,NA
5538,5756,CF,EST,1501,1615,C,5,CF-3,2005,no tag,no tag,NA
4954,5756,CF,EST,1501,1621,A,3,CF-3,2005,no tag,no tag,NA
5664,5756,CF,EST,1501,1632,D,1,CF-3,2005,no tag,no tag,NA
4955,5756,CF,EST,1501,1652,A,3,CF-3,2007,no tag,no tag,NA
5256,5756,CF,EST,1501,1674,B,3,CF-3,2007,no tag,no tag,NA
5716,5756,CF,EST,1501,1682,D,2,CF-3,2007,no tag,no tag,NA
5914,5756,CF,EST,1501,1683,E,1,CF-3,2007,no tag,no tag,NA
5916,5756,CF,EST,1501,1685,E,1,CF-3,2007,no tag,no tag,NA
5919,5756,CF,EST,1501,1701,E,1,CF-3,2007,no tag,no tag,NA
5668,5756,CF,EST,1501,1716,D,1,CF-3,2007,no tag,no tag,NA
5927,5756,CF,EST,1501,1800,E,1,CF-3,2007,no tag,no tag,NA
6318,CaboFrio-CF,CF,PAL,3402,260,B,8,CF-6,2002,no tag,no tag,NA
6320,CaboFrio-CF,CF,PAL,3402,293,B,8,CF-6,2002,no tag,no tag,NA
6189,CaboFrio-CF,CF,PAL,3402,371,A,3,CF-6,2004,no tag,no tag,NA
6211,CaboFrio-CF,CF,PAL,3402,12,A,8,CF-6,2005,no tag,no tag,NA
6558,CaboFrio-CF,CF,PAL,3402,14,E,9,CF-6,2005,no tag,no tag,NA
6515,CaboFrio-CF,CF,PAL,3402,15,E,10,CF-6,2005,no tag,no tag,NA
6309,CaboFrio-CF,CF,PAL,3402,28,B,8,CF-6,2005,no tag,no tag,NA
6477,CaboFrio-CF,CF,PAL,3402,30,D,7,CF-6,2005,no tag,no tag,NA
6389,CaboFrio-CF,CF,PAL,3402,31,C,7,CF-6,2005,no tag,no tag,NA
6458,CaboFrio-CF,CF,PAL,3402,35,D,5,CF-6,2005,no tag,no tag,NA
6531,CaboFrio-CF,CF,PAL,3402,38,E,3,CF-6,2005,no tag,no tag,NA
6264,CaboFrio-CF,CF,PAL,3402,40,B,2,CF-6,2005,no tag,no tag,NA
6137,CaboFrio-CF,CF,PAL,3402,45,A,1,CF-6,2005,no tag,no tag,NA
6700,Dimona-CF,CF,DIM,none,120,D,6,CF-4,2003,no tag,no tag,NA
6703,Dimona-CF,CF,DIM,none,146,D,6,CF-4,2004,no tag,no tag,NA
6712,Dimona-CF,CF,DIM,none,160,D,7,CF-4,2004,no tag,no tag,NA
6678,Dimona-CF,CF,DIM,none,177,C,9,CF-4,2004,no tag,no tag,NA
6673,Dimona-CF,CF,DIM,none,178,C,8,CF-4,2004,no tag,no tag,NA
6591,Dimona-CF,CF,DIM,none,179,A,6,CF-4,2004,no tag,no tag,NA
6740,Dimona-CF,CF,DIM,none,184,E,10,CF-4,2004,no tag,no tag,NA
6606,Dimona-CF,CF,DIM,none,101,B,10,CF-4,2005,no tag,no tag,NA
6600,Dimona-CF,CF,DIM,none,105,B,1,CF-4,2005,no tag,no tag,NA
6717,Dimona-CF,CF,DIM,none,113,D,8,CF-4,2005,no tag,no tag,NA
6707,Dimona-CF,CF,DIM,none,116,D,7,CF-4,2005,no tag,no tag,NA
6608,Dimona-CF,CF,DIM,none,121,B,10,CF-4,2005,no tag,no tag,NA
6644,Dimona-CF,CF,DIM,none,132,C,5,CF-4,2005,no tag,no tag,NA
6645,Dimona-CF,CF,DIM,none,134,C,5,CF-4,2005,no tag,no tag,NA
6694,Dimona-CF,CF,DIM,none,140,D,5,CF-4,2005,no tag,no tag,NA
6649,Dimona-CF,CF,DIM,none,182,C,5,CF-4,2005,no tag,no tag,NA
6826,Florestal-CF,CF,EST,1301,940,A,1,CF-1,2001,no tag,no tag,NA
6953,Florestal-CF,CF,EST,1301,964,A,3,CF-1,2001,no tag,no tag,NA
6831,Florestal-CF,CF,EST,1301,993,A,1,CF-1,2001,no tag,no tag,NA
7859,Florestal-CF,CF,EST,1301,1003,D,3,CF-1,2001,no tag,no tag,NA
8042,Florestal-CF,CF,EST,1301,1005,E,1,CF-1,2001,no tag,no tag,NA
7799,Florestal-CF,CF,EST,1301,1010,D,2,CF-1,2001,no tag,no tag,NA
7805,Florestal-CF,CF,EST,1301,1034,D,2,CF-1,2001,no tag,no tag,NA
7811,Florestal-CF,CF,EST,1301,1059,D,2,CF-1,2001,no tag,no tag,NA
8105,Florestal-CF,CF,EST,1301,1062,E,2,CF-1,2001,no tag,no tag,NA
8106,Florestal-CF,CF,EST,1301,1088,E,2,CF-1,2001,no tag,no tag,NA
7766,Florestal-CF,CF,EST,1301,1257,D,1,CF-1,2001,no tag,no tag,NA
6964,Florestal-CF,CF,EST,1301,1007,A,3,CF-1,2002,no tag,no tag,NA
8073,Florestal-CF,CF,EST,1301,1038,E,10,CF-1,2002,no tag,no tag,NA
6833,Florestal-CF,CF,EST,1301,1049,A,1,CF-1,2002,no tag,no tag,NA
7206,Florestal-CF,CF,EST,1301,1106,B,1,CF-1,2002,no tag,no tag,NA
6965,Florestal-CF,CF,EST,1301,1107,A,3,CF-1,2002,no tag,no tag,NA
6835,Florestal-CF,CF,EST,1301,1116,A,1,CF-1,2002,no tag,no tag,NA
7207,Florestal-CF,CF,EST,1301,1129,B,1,CF-1,2002,no tag,no tag,NA
8047,Florestal-CF,CF,EST,1301,1140,E,1,CF-1,2002,no tag,no tag,NA
6893,Florestal-CF,CF,EST,1301,1149,A,2,CF-1,2002,no tag,no tag,NA
8048,Florestal-CF,CF,EST,1301,1169,E,1,CF-1,2002,no tag,no tag,NA
6840,Florestal-CF,CF,EST,1301,1170,A,1,CF-1,2002,no tag,no tag,NA
6896,Florestal-CF,CF,EST,1301,1173,A,2,CF-1,2002,no tag,no tag,NA
7259,Florestal-CF,CF,EST,1301,1182,B,2,CF-1,2002,no tag,no tag,NA
6966,Florestal-CF,CF,EST,1301,1189,A,3,CF-1,2002,no tag,no tag,NA
6967,Florestal-CF,CF,EST,1301,1197,A,3,CF-1,2002,no tag,no tag,NA
8316,Florestal-CF,CF,EST,1301,1413,E,7,CF-1,2002,no tag,no tag,NA
8058,Florestal-CF,CF,EST,1301,1419,E,1,CF-1,2002,no tag,no tag,NA
8059,Florestal-CF,CF,EST,1301,1420,E,1,CF-1,2002,no tag,no tag,NA
8061,Florestal-CF,CF,EST,1301,1423,E,1,CF-1,2002,no tag,no tag,NA
8062,Florestal-CF,CF,EST,1301,1424,E,1,CF-1,2002,no tag,no tag,NA
8063,Florestal-CF,CF,EST,1301,1429,E,1,CF-1,2002,no tag,no tag,NA
8064,Florestal-CF,CF,EST,1301,1436,E,1,CF-1,2002,no tag,no tag,NA
8274,Florestal-CF,CF,EST,1301,1440,E,6,CF-1,2002,no tag,no tag,NA
8275,Florestal-CF,CF,EST,1301,1443,E,6,CF-1,2002,no tag,no tag,NA
7583,Florestal-CF,CF,EST,1301,67,C,4,CF-1,2003,no tag,no tag,NA
8196,Florestal-CF,CF,EST,1301,325,E,4,CF-1,2003,no tag,no tag,NA
7868,Florestal-CF,CF,EST,1301,1144,D,3,CF-1,2003,no tag,no tag,NA
8125,Florestal-CF,CF,EST,1301,1503,E,2,CF-1,2003,no tag,no tag,NA
7186,Florestal-CF,CF,EST,1301,1511,B,1,CF-1,2003,no tag,no tag,NA
7874,Florestal-CF,CF,EST,1301,1518,D,3,CF-1,2003,no tag,no tag,NA
7914,Florestal-CF,CF,EST,1301,1519,D,4,CF-1,2003,no tag,no tag,NA
7303,Florestal-CF,CF,EST,1301,1530,B,3,CF-1,2003,no tag,no tag,NA
8227,Florestal-CF,CF,EST,1301,1535,E,4,CF-1,2003,no tag,no tag,NA
8318,Florestal-CF,CF,EST,1301,1543,E,7,CF-1,2003,no tag,no tag,NA
8319,Florestal-CF,CF,EST,1301,1544,E,7,CF-1,2003,no tag,no tag,NA
8320,Florestal-CF,CF,EST,1301,1545,E,7,CF-1,2003,no tag,no tag,NA
8321,Florestal-CF,CF,EST,1301,1546,E,7,CF-1,2003,no tag,no tag,NA
8343,Florestal-CF,CF,EST,1301,1550,E,8,CF-1,2003,no tag,no tag,NA
7498,Florestal-CF,CF,EST,1301,1562,B,8,CF-1,2003,no tag,no tag,NA
8344,Florestal-CF,CF,EST,1301,1564,E,8,CF-1,2003,no tag,no tag,NA
8345,Florestal-CF,CF,EST,1301,1565,E,8,CF-1,2003,no tag,no tag,NA
8050,Florestal-CF,CF,EST,1301,1201,E,1,CF-1,2004,no tag,no tag,NA
8051,Florestal-CF,CF,EST,1301,1202,E,1,CF-1,2004,no tag,no tag,NA
8011,Florestal-CF,CF,EST,1301,1203,E,1,CF-1,2004,no tag,no tag,NA
7820,Florestal-CF,CF,EST,1301,1204,D,2,CF-1,2004,no tag,no tag,NA
8110,Florestal-CF,CF,EST,1301,1205,E,2,CF-1,2004,no tag,no tag,NA
8111,Florestal-CF,CF,EST,1301,1206,E,2,CF-1,2004,no tag,no tag,NA
7821,Florestal-CF,CF,EST,1301,1207,D,2,CF-1,2004,no tag,no tag,NA
6897,Florestal-CF,CF,EST,1301,1209,A,2,CF-1,2004,no tag,no tag,NA
7295,Florestal-CF,CF,EST,1301,1212,B,3,CF-1,2004,no tag,no tag,NA
7296,Florestal-CF,CF,EST,1301,1213,B,3,CF-1,2004,no tag,no tag,NA
7297,Florestal-CF,CF,EST,1301,1214,B,3,CF-1,2004,no tag,no tag,NA
7298,Florestal-CF,CF,EST,1301,1215,B,3,CF-1,2004,no tag,no tag,NA
8221,Florestal-CF,CF,EST,1301,1217,E,4,CF-1,2004,no tag,no tag,NA
7910,Florestal-CF,CF,EST,1301,1219,D,4,CF-1,2004,no tag,no tag,NA
7871,Florestal-CF,CF,EST,1301,1220,D,3,CF-1,2004,no tag,no tag,NA
8112,Florestal-CF,CF,EST,1301,1227,E,2,CF-1,2004,no tag,no tag,NA
8113,Florestal-CF,CF,EST,1301,1229,E,2,CF-1,2004,no tag,no tag,NA
8052,Florestal-CF,CF,EST,1301,1230,E,1,CF-1,2004,no tag,no tag,NA
7387,Florestal-CF,CF,EST,1301,1231,B,5,CF-1,2004,no tag,no tag,NA
8053,Florestal-CF,CF,EST,1301,1233,E,1,CF-1,2004,no tag,no tag,NA
7729,Florestal-CF,CF,EST,1301,1234,D,1,CF-1,2004,no tag,no tag,NA
7763,Florestal-CF,CF,EST,1301,1235,D,1,CF-1,2004,no tag,no tag,NA
7183,Florestal-CF,CF,EST,1301,1239,A,9,CF-1,2004,no tag,no tag,NA
7714,Florestal-CF,CF,EST,1301,1252,C,7,CF-1,2004,no tag,no tag,NA
7953,Florestal-CF,CF,EST,1301,1297,D,5,CF-1,2004,no tag,no tag,NA
7876,Florestal-CF,CF,EST,1301,1533,D,3,CF-1,2004,no tag,no tag,NA
7210,Florestal-CF,CF,EST,1301,1405,B,1,CF-1,2005,no tag,no tag,NA
7822,Florestal-CF,CF,EST,1301,1406,D,2,CF-1,2005,no tag,no tag,NA
6972,Florestal-CF,CF,EST,1301,1449,A,3,CF-1,2005,no tag,no tag,NA
7873,Florestal-CF,CF,EST,1301,1451,D,3,CF-1,2005,no tag,no tag,NA
8226,Florestal-CF,CF,EST,1301,1455,E,4,CF-1,2005,no tag,no tag,NA
7060,Florestal-CF,CF,EST,1301,1465,A,5,CF-1,2005,no tag,no tag,NA
8276,Florestal-CF,CF,EST,1301,1479,E,6,CF-1,2005,no tag,no tag,NA
7683,Florestal-CF,CF,EST,1301,1482,C,6,CF-1,2005,no tag,no tag,NA
7262,Florestal-CF,CF,EST,1301,1240,B,2,CF-1,2007,no tag,no tag,NA
8178,Florestal-CF,CF,EST,1301,1279,E,3,CF-1,2007,no tag,no tag,NA
7156,Florestal-CF,CF,EST,1301,1293,A,8,CF-1,2007,no tag,no tag,NA
7877,Florestal-CF,CF,EST,1301,1554,D,3,CF-1,2007,no tag,no tag,NA
7542,Florestal-CF,CF,EST,1301,1560,C,1,CF-1,2007,no tag,no tag,NA
7346,Florestal-CF,CF,EST,1301,1571,B,4,CF-1,2007,no tag,no tag,NA
8229,Florestal-CF,CF,EST,1301,1577,E,4,CF-1,2007,no tag,no tag,NA
8322,Florestal-CF,CF,EST,1301,1915,E,7,CF-1,2007,no tag,no tag,NA
7267,Florestal-CF,CF,EST,1301,1903,B,2,CF-1,2008,no tag,no tag,NA
8602,PortoAlegre-CF,CF,PAL,none,212,E,10,CF-5,2004,no tag,no tag,NA
8369,PortoAlegre-CF,CF,PAL,none,217,A,5,CF-5,2004,no tag,no tag,NA
8440,PortoAlegre-CF,CF,PAL,none,225,B,5,CF-5,2004,no tag,no tag,NA
8514,PortoAlegre-CF,CF,PAL,none,229,C,8,CF-5,2004,no tag,no tag,NA
8585,PortoAlegre-CF,CF,PAL,none,240,D,8,CF-5,2004,no tag,no tag,NA
8608,PortoAlegre-CF,CF,PAL,none,363,E,10,CF-5,2004,no tag,no tag,NA
8505,PortoAlegre-CF,CF,PAL,none,234,C,7,CF-5,2006,no tag,no tag,NA
2862,5752,10-ha,EST,1202,378,B,7,FF-6,1999,ULY,sdlg,NA
7455,Florestal-CF,CF,EST,1301,1578,B,6,CF-1,2007,ULY,sdlg,NA
6845,Florestal-CF,CF,EST,1301,1916,A,1,CF-1,2008,ULY,sdlg,NA
156,2107,1-ha,DIM,2107,97,B,9,FF-1,1999,ULY,ULY,NA
278,2107,1-ha,DIM,2107,164,D,5,FF-1,1999,ULY,ULY,NA
26,2107,1-ha,DIM,2107,166,A,2,FF-1,1999,ULY,ULY,NA
231,2107,1-ha,DIM,2107,167,C,8,FF-1,1999,ULY,ULY,NA
194,2107,1-ha,DIM,2107,169,C,3,FF-1,1999,ULY,ULY,NA
218,2107,1-ha,DIM,2107,170,C,7,FF-1,1999,ULY,ULY,NA
232,2107,1-ha,DIM,2107,171,C,8,FF-1,1999,ULY,ULY,NA
78,2107,1-ha,DIM,2107,172,B,1,FF-1,1999,ULY,ULY,NA
95,2107,1-ha,DIM,2107,174,B,2,FF-1,1999,ULY,ULY,NA
244,2107,1-ha,DIM,2107,176,C,9,FF-1,1999,ULY,ULY,NA
151,2107,1-ha,DIM,2107,177,B,8,FF-1,1999,ULY,ULY,NA
202,2107,1-ha,DIM,2107,178,C,5,FF-1,1999,ULY,ULY,NA
144,2107,1-ha,DIM,2107,179,B,7,FF-1,1999,ULY,ULY,NA
152,2107,1-ha,DIM,2107,180,B,8,FF-1,1999,ULY,ULY,NA
96,2107,1-ha,DIM,2107,181,B,2,FF-1,1999,ULY,ULY,NA
124,2107,1-ha,DIM,2107,182,B,4,FF-1,1999,ULY,ULY,NA
310,2107,1-ha,DIM,2107,183,E,1,FF-1,1999,ULY,ULY,NA
159,2107,1-ha,DIM,2107,184,B,9,FF-1,1999,ULY,ULY,NA
171,2107,1-ha,DIM,2107,185,C,10,FF-1,1999,ULY,ULY,NA
108,2107,1-ha,DIM,2107,186,B,3,FF-1,1999,ULY,ULY,NA
109,2107,1-ha,DIM,2107,187,B,3,FF-1,1999,ULY,ULY,NA
4,2107,1-ha,DIM,2107,188,A,1,FF-1,1999,ULY,ULY,NA
275,2107,1-ha,DIM,2107,190,D,4,FF-1,1999,ULY,ULY,NA
219,2107,1-ha,DIM,2107,191,C,7,FF-1,1999,ULY,ULY,NA
145,2107,1-ha,DIM,2107,192,B,7,FF-1,1999,ULY,ULY,NA
271,2107,1-ha,DIM,2107,194,D,3,FF-1,1999,ULY,ULY,NA
153,2107,1-ha,DIM,2107,198,B,8,FF-1,1999,ULY,ULY,NA
160,2107,1-ha,DIM,2107,199,B,9,FF-1,1999,ULY,ULY,NA
195,2107,1-ha,DIM,2107,200,C,3,FF-1,1999,ULY,ULY,NA
84,2107,1-ha,DIM,2107,201,B,10,FF-1,1999,ULY,ULY,NA
172,2107,1-ha,DIM,2107,202,C,10,FF-1,1999,ULY,ULY,NA
63,2107,1-ha,DIM,2107,203,A,8,FF-1,1999,ULY,ULY,NA
70,2107,1-ha,DIM,2107,204,A,9,FF-1,1999,ULY,ULY,NA
64,2107,1-ha,DIM,2107,205,A,8,FF-1,1999,ULY,ULY,NA
18,2107,1-ha,DIM,2107,206,A,10,FF-1,1999,ULY,ULY,NA
19,2107,1-ha,DIM,2107,207,A,10,FF-1,1999,ULY,ULY,NA
85,2107,1-ha,DIM,2107,208,B,10,FF-1,1999,ULY,ULY,NA
56,2107,1-ha,DIM,2107,209,A,7,FF-1,1999,ULY,ULY,NA
86,2107,1-ha,DIM,2107,210,B,10,FF-1,1999,ULY,ULY,NA
65,2107,1-ha,DIM,2107,211,A,8,FF-1,1999,ULY,ULY,NA
245,2107,1-ha,DIM,2107,212,C,9,FF-1,1999,ULY,ULY,NA
173,2107,1-ha,DIM,2107,213,C,10,FF-1,1999,ULY,ULY,NA
20,2107,1-ha,DIM,2107,214,A,10,FF-1,1999,ULY,ULY,NA
71,2107,1-ha,DIM,2107,215,A,9,FF-1,1999,ULY,ULY,NA
72,2107,1-ha,DIM,2107,216,A,9,FF-1,1999,ULY,ULY,NA
73,2107,1-ha,DIM,2107,217,A,9,FF-1,1999,ULY,ULY,NA
21,2107,1-ha,DIM,2107,218,A,10,FF-1,1999,ULY,ULY,NA
331,2107,1-ha,DIM,2107,224,E,8,FF-1,1999,ULY,ULY,NA
287,2107,1-ha,DIM,2107,231,D,7,FF-1,1999,ULY,ULY,NA
282,2107,1-ha,DIM,2107,232,D,6,FF-1,1999,ULY,ULY,NA
253,2107,1-ha,DIM,2107,235,D,10,FF-1,1999,ULY,ULY,NA
293,2107,1-ha,DIM,2107,269,D,8,FF-1,1999,ULY,ULY,NA
221,2107,1-ha,DIM,2107,228,C,7,FF-1,2000,ULY,ULY,NA
146,2107,1-ha,DIM,2107,240,B,7,FF-1,2000,ULY,ULY,NA
58,2107,1-ha,DIM,2107,244,A,7,FF-1,2000,ULY,ULY,NA
174,2107,1-ha,DIM,2107,246,C,10,FF-1,2000,ULY,ULY,NA
59,2107,1-ha,DIM,2107,255,A,7,FF-1,2001,ULY,ULY,NA
28,2107,1-ha,DIM,2107,262,A,3,FF-1,2002,ULY,ULY,NA
247,2107,1-ha,DIM,2107,275,C,9,FF-1,2002,ULY,ULY,NA
324,2107,1-ha,DIM,2107,304,E,5,FF-1,2004,ULY,ULY,NA
257,2107,1-ha,DIM,2107,306,D,10,FF-1,2004,ULY,ULY,NA
294,2107,1-ha,DIM,2107,310,D,8,FF-1,2004,ULY,ULY,NA
304,2107,1-ha,DIM,2107,30,E,1,FF-1,2008,ULY,ULY,NA
226,2107,1-ha,DIM,2107,35,C,8,FF-1,2008,ULY,ULY,NA
277,2107,1-ha,DIM,2107,42,D,5,FF-1,2008,ULY,ULY,NA
101,2107,1-ha,DIM,2107,74,B,3,FF-1,2008,ULY,ULY,NA
102,2107,1-ha,DIM,2107,77,B,3,FF-1,2008,ULY,ULY,NA
69,2107,1-ha,DIM,2107,111,A,9,FF-1,2008,ULY,ULY,NA
323,2107,1-ha,DIM,2107,123,E,5,FF-1,2008,ULY,ULY,NA
141,2107,1-ha,DIM,2107,165,B,6,FF-1,2008,ULY,ULY,NA
71,2107,1-ha,DIM,2107,215,A,9,FF-1,2008,ULY,ULY,NA
21,2107,1-ha,DIM,2107,218,A,10,FF-1,2008,ULY,ULY,NA
190,2107,1-ha,DIM,2107,220,C,2,FF-1,2008,ULY,ULY,NA
174,2107,1-ha,DIM,2107,246,C,10,FF-1,2008,ULY,ULY,NA
126,2107,1-ha,DIM,2107,280,B,4,FF-1,2008,ULY,ULY,NA
321,2107,1-ha,DIM,2107,303,E,4,FF-1,2008,ULY,ULY,NA
325,2107,1-ha,DIM,2107,375,E,5,FF-1,2008,ULY,ULY,NA
302,2107,1-ha,DIM,2107,387,D,9,FF-1,2008,ULY,ULY,NA
303,2107,1-ha,DIM,2107,391,D,9,FF-1,2008,ULY,ULY,NA
623,2108,1-ha,DIM,2108,8,E,7,FF-2,1999,ULY,ULY,NA
488,2108,1-ha,DIM,2108,9,C,7,FF-2,1999,ULY,ULY,NA
569,2108,1-ha,DIM,2108,14,D,5,FF-2,1999,ULY,ULY,NA
382,2108,1-ha,DIM,2108,17,A,6,FF-2,1999,ULY,ULY,NA
464,2108,1-ha,DIM,2108,20,B,9,FF-2,1999,ULY,ULY,NA
635,2108,1-ha,DIM,2108,21,E,8,FF-2,1999,ULY,ULY,NA
512,2108,1-ha,DIM,2108,30,C,9,FF-2,1999,ULY,ULY,NA
441,2108,1-ha,DIM,2108,31,B,6,FF-2,1999,ULY,ULY,NA
370,2108,1-ha,DIM,2108,34,A,6,FF-2,1999,ULY,ULY,NA
636,2108,1-ha,DIM,2108,36,E,8,FF-2,1999,ULY,ULY,NA
442,2108,1-ha,DIM,2108,37,B,6,FF-2,1999,ULY,ULY,NA
371,2108,1-ha,DIM,2108,47,A,6,FF-2,1999,ULY,ULY,NA
383,2108,1-ha,DIM,2108,48,A,7,FF-2,1999,ULY,ULY,NA
406,2108,1-ha,DIM,2108,52,B,10,FF-2,1999,ULY,ULY,NA
392,2108,1-ha,DIM,2108,53,A,9,FF-2,1999,ULY,ULY,NA
429,2108,1-ha,DIM,2108,54,B,4,FF-2,1999,ULY,ULY,NA
417,2108,1-ha,DIM,2108,55,B,2,FF-2,1999,ULY,ULY,NA
393,2108,1-ha,DIM,2108,59,A,9,FF-2,1999,ULY,ULY,NA
372,2108,1-ha,DIM,2108,60,A,6,FF-2,1999,ULY,ULY,NA
469,2108,1-ha,DIM,2108,67,C,10,FF-2,1999,ULY,ULY,NA
384,2108,1-ha,DIM,2108,68,A,7,FF-2,1999,ULY,ULY,NA
353,2108,1-ha,DIM,2108,71,A,2,FF-2,1999,ULY,ULY,NA
538,2108,1-ha,DIM,2108,72,D,2,FF-2,1999,ULY,ULY,NA
385,2108,1-ha,DIM,2108,75,A,7,FF-2,1999,ULY,ULY,NA
486,2108,1-ha,DIM,2108,79,C,6,FF-2,1999,ULY,ULY,NA
522,2108,1-ha,DIM,2108,83,D,1,FF-2,1999,ULY,ULY,NA
598,2108,1-ha,DIM,2108,84,D,9,FF-2,1999,ULY,ULY,NA
340,2108,1-ha,DIM,2108,88,A,1,FF-2,1999,ULY,ULY,NA
620,2108,1-ha,DIM,2108,89,E,3,FF-2,1999,ULY,ULY,NA
545,2108,1-ha,DIM,2108,90,D,3,FF-2,1999,ULY,ULY,NA
394,2108,1-ha,DIM,2108,91,A,9,FF-2,1999,ULY,ULY,NA
395,2108,1-ha,DIM,2108,94,A,9,FF-2,1999,ULY,ULY,NA
373,2108,1-ha,DIM,2108,96,A,6,FF-2,1999,ULY,ULY,NA
625,2108,1-ha,DIM,2108,100,E,7,FF-2,1999,ULY,ULY,NA
638,2108,1-ha,DIM,2108,222,E,8,FF-2,1999,ULY,ULY,NA
397,2108,1-ha,DIM,2108,228,A,9,FF-2,1999,ULY,ULY,NA
421,2108,1-ha,DIM,2108,209,B,2,FF-2,2000,ULY,ULY,NA
626,2108,1-ha,DIM,2108,215,E,7,FF-2,2000,ULY,ULY,NA
527,2108,1-ha,DIM,2108,231,D,1,FF-2,2000,ULY,ULY,NA
543,2108,1-ha,DIM,2108,299,D,2,FF-2,2000,ULY,ULY,NA
520,2108,1-ha,DIM,2108,64,D,1,FF-2,2001,ULY,ULY,NA
500,2108,1-ha,DIM,2108,241,C,8,FF-2,2001,ULY,ULY,NA
398,2108,1-ha,DIM,2108,235,A,9,FF-2,2002,ULY,ULY,NA
381,2108,1-ha,DIM,2108,400,A,6,FF-2,2006,ULY,ULY,NA
601,2108,1-ha,DIM,2108,294,D,9,FF-2,2007,ULY,ULY,NA
603,2108,1-ha,DIM,2108,301,D,9,FF-2,2007,ULY,ULY,NA
595,2108,1-ha,DIM,2108,392,D,8,FF-2,2007,ULY,ULY,NA
518,2108,1-ha,DIM,2108,393,C,9,FF-2,2007,ULY,ULY,NA
478,2108,1-ha,DIM,2108,4,C,4,FF-2,2008,ULY,ULY,NA
444,2108,1-ha,DIM,2108,16,B,7,FF-2,2008,ULY,ULY,NA
490,2108,1-ha,DIM,2108,57,C,7,FF-2,2008,ULY,ULY,NA
393,2108,1-ha,DIM,2108,59,A,9,FF-2,2008,ULY,ULY,NA
451,2108,1-ha,DIM,2108,70,B,8,FF-2,2008,ULY,ULY,NA
637,2108,1-ha,DIM,2108,86,E,8,FF-2,2008,ULY,ULY,NA
394,2108,1-ha,DIM,2108,91,A,9,FF-2,2008,ULY,ULY,NA
605,2108,1-ha,DIM,2108,139,E,1,FF-2,2008,ULY,ULY,NA
366,2108,1-ha,DIM,2108,141,A,4,FF-2,2008,ULY,ULY,NA
399,2108,1-ha,DIM,2108,246,A,9,FF-2,2008,ULY,ULY,NA
613,2108,1-ha,DIM,2108,256,E,10,FF-2,2008,ULY,ULY,NA
445,2108,1-ha,DIM,2108,276,B,7,FF-2,2008,ULY,ULY,NA
505,2108,1-ha,DIM,2108,309,C,8,FF-2,2008,ULY,ULY,NA
622,2108,1-ha,DIM,2108,323,E,3,FF-2,2008,ULY,ULY,NA
350,2108,1-ha,DIM,2108,350,A,10,FF-2,2008,ULY,ULY,NA
593,2108,1-ha,DIM,2108,359,D,8,FF-2,2008,ULY,ULY,NA
462,2108,1-ha,DIM,2108,396,B,8,FF-2,2008,ULY,ULY,NA
925,2206,10-ha,DIM,2206,29,E,7,FF-5,1999,ULY,ULY,NA
689,2206,10-ha,DIM,2206,34,A,7,FF-5,1999,ULY,ULY,NA
926,2206,10-ha,DIM,2206,40,E,7,FF-5,1999,ULY,ULY,NA
712,2206,10-ha,DIM,2206,47,B,1,FF-5,1999,ULY,ULY,NA
927,2206,10-ha,DIM,2206,61,E,7,FF-5,1999,ULY,ULY,NA
699,2206,10-ha,DIM,2206,62,A,9,FF-5,1999,ULY,ULY,NA
