"plot","plotID","habitat","ranch","bdffp_reserve_no","HA_ID_Number","tag_number","row","column","x_09","y_09","year","code.notes"
"2108","FF-2","1-ha","Dimona","2108","372",35,"A","8","0.9",5.9,2005,"under branchfall (90)"
"2108","FF-2","1-ha","Dimona","2108","381",46,"A","1","8.3",5.2,2005,"under branchfall (90)"
"2108","FF-2","1-ha","Dimona","2108","393",58,"E","9","0.1",3.2,2005,"under branchfall (90)"
"2108","FF-2","1-ha","Dimona","2108","417",82,"E","9","0.2",2.9,2005,"under branchfall (90)"
"2108","FF-2","1-ha","Dimona","2108","426",92,"C","6","",NA,2005,"under branchfall (90)"
"2108","FF-2","1-ha","Dimona","2108","508",216,"A","7","4",4,2005,"under branchfall (90)"
"2108","FF-2","1-ha","Dimona","2108","520",231,"D","1","9",0.7,2005,"under branchfall (90)"
"2108","FF-2","1-ha","Dimona","2108","575",290,"C","1","0.6",0.3,2005,"under branchfall (90)"
"2108","FF-2","1-ha","Dimona","2108","582",297,"B","10","3.7",6.5,2005,"under branchfall (90)"
"2108","FF-2","1-ha","Dimona","2108","401",66,"C","9","",NA,2006,"2x in field (200)"
