"plot","plotID","habitat","ranch","bdffp_reserve_no","HA_ID_Number","tag_number","row","column","x_09","y_09","year","code.notes"
"5750","CF-2","CF","Esteio-Colosso","1501","1562",707,"B","8","5.4",1.1,2009,"dried (7)"
"5750","CF-2","CF","Esteio-Colosso","1501","1671",817,"D","10","1.6",8.3,2009,"dried (7)"
"5750","CF-2","CF","Esteio-Colosso","1501","1722",868,"H","10","4",2.3,2009,"dried (7)"
"5750","CF-2","CF","Esteio-Colosso","1501","1756",904,"F","10","8.1",1,2009,"under branchfall (90)"
"5750","CF-2","CF","Esteio-Colosso","1501","1815",964,"D","7","2.6",8.3,2009,"under branchfall (90)"
"5750","CF-2","CF","Esteio-Colosso","1501","1819",968,"D","8","9.3",4.3,2009,"dried (7)"
"5750","CF-2","CF","Esteio-Colosso","1501","1859",1308,"C","7","0.4",2.3,2009,"dried (7)"
"5750","CF-2","CF","Esteio-Colosso","1501","1891",1340,"A","7","3.6",7.6,2009,"under branchfall (90)"
"5750","CF-2","CF","Esteio-Colosso","1501","1935",1384,"D","6","7.5",2.3,2009,"dried (7)"
"5750","CF-2","CF","Esteio-Colosso","1501","1954",1402,"F","6","0.3",1.8,2009,"under branchfall (90)"
"5750","CF-2","CF","Esteio-Colosso","1501","1970",1418,"G","10","5.8",6.1,2009,"dried (7)"
"5750","CF-2","CF","Esteio-Colosso","1501","2076",2086,"J","7","9.8",3.6,2009,"under branchfall (90)"
"5750","CF-2","CF","Esteio-Colosso","1501","2094",2305,"J","6","3.9",1.3,2009,"dried (7)"
"5750","CF-2","CF","Esteio-Colosso","1501","2097",2308,"J","6","3.8",9.25,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2181",12,"C","9","8",8.7,1998,"under treefall (80)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2248",81,"D","4","3.7",8.65,1999,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2223",56,"E","4","1.9",1.6,2000,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2297",132,"D","6","",NA,2001,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2300",135,"D","6","",NA,2001,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2319",154,"C","1","",NA,2001,"under treefall (80)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2175",6,"B","8","4.3",5.7,2002,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2207",39,"C","9","3.4",6.6,2002,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2232",65,"A","8","4",8.7,2002,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2244",77,"D","2","0.7",5,2002,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2254",87,"A","8","",NA,2002,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2285",120,"C","3","8",8.4,2002,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2291",126,"C","4","3.6",6.6,2002,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2314",149,"E","3","1.35",8.9,2002,"under litter (70)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2326",161,"A","8","3.5",9.2,2002,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2327",162,"A","8","3.5",8.9,2002,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2381",217,"E","5","",NA,2002,"under litter (70)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2397",233,"D","5","9.3",7.4,2002,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2172",1,"C","3","0.2",5,2003,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2174",5,"A","8","5",9.7,2003,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2194",26,"A","8","6.4",9.6,2003,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2201",33,"A","8","6.2",9.4,2003,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2232",65,"A","8","4",8.7,2003,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2254",87,"A","8","",NA,2003,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2327",162,"A","8","3.5",8.9,2003,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2340",175,"D","8","",NA,2003,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2213",45,"C","9","3.5",6.9,2004,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2424",261,"D","6","7.62",0.05,2004,"under treefall (80)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2207",39,"C","9","3.4",6.6,2005,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2281",116,"E","5","0.6",2.4,2005,"under treefall (80)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2424",261,"D","6","7.62",0.05,2005,"under treefall (80)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2244",77,"D","2","0.7",5,2006,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2278",113,"D","3","9.7",1.2,2006,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2281",116,"E","5","0.6",2.4,2006,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2364",200,"D","8","6",5.2,2006,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2424",261,"D","6","7.62",0.05,2006,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2504",342,"C","8","6.9",0.9,2006,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2508",349,"E","9","9.3",6.7,2006,"under litter (70)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2218",51,"D","10","1.6",5.6,2007,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2239",72,"D","4","3.6",9.3,2007,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2258",91,"D","6","2.3",9,2007,"2x in field (200)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2285",120,"C","3","8",8.4,2007,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2332",167,"D","8","4",4.2,2007,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2351",187,"D","8","",NA,2007,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2385",221,"B","2","9.95",2.36,2007,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2459",296,"E","9","5",6.4,2007,"under branchfall (90)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2317",152,"E","4","8.9",8.2,2008,"resprouting (10)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2173",2,"C","3","6.3",1.4,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2175",6,"B","8","4.3",5.7,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2176",7,"B","8","8.6",8.3,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2189",20,"D","6","2.8",1.9,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2212",44,"B","2","3.5",6.6,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2225",58,"C","4","4.2",7.4,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2245",78,"C","3","6",5.9,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2252",85,"C","8","0.9",3.1,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2264",97,"E","4","3.3",3,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2285",120,"C","3","8",8.4,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2305",140,"D","4","8.7",3.8,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2320",155,"D","3","8",1.1,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2322",157,"C","3","9.2",5.2,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2333",168,"C","9","6",7.6,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2334",169,"C","9","7.7",3.2,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2387",223,"D","2","2.2",4.4,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2390",226,"A","3","5.2",2.5,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2400",236,"C","2","3.8",1.6,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2470",308,"D","7","4.8",4.3,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2477",315,"A","3","7.6",4.2,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2555",403,"E","2","0.45",2.35,2009,"dried (7)"
"5751","FF-3","1-ha","Esteio-Colosso","1104","2569",432,"E","2","0.7",2,2009,"dried (7)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2620",46,"C","6","",NA,1998,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2621",47,"C","6","",NA,1998,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2623",49,"A","8","",NA,1998,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2729",164,"B","5","",NA,1999,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2780",217,"E","7","",NA,1999,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2799",237,"D","7","",NA,1999,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2807",245,"D","7","",NA,1999,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2608",32,"B","5","",NA,2000,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2610",34,"B","5","",NA,2000,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2620",46,"C","6","",NA,2000,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2621",47,"C","6","",NA,2000,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2750",184,"A","5","",NA,2000,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2757",192,"A","2","",NA,2000,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2804",242,"C","3","",NA,2000,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2816",255,"A","1","",NA,2000,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2851",290,"B","5","",NA,2000,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2865",304,"D","6","",NA,2000,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2588",12,"A","3","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2590",14,"E","3","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2609",33,"B","5","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2630",58,"B","9","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2635",64,"C","9","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2638",67,"B","9","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2655",84,"D","10","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2667",96,"C","8","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2671",101,"D","10","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2694",125,"D","8","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2700",134,"A","6","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2750",184,"A","5","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2757",192,"A","2","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2795",233,"C","7","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2835",274,"C","6","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2841",280,"D","1","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2845",284,"E","2","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2856",295,"C","5","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2858",297,"C","6","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2872",313,"E","6","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2873",314,"D","6","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2874",315,"B","5","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2895",336,"E","1","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2932",373,"C","9","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2939",380,"C","8","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2970",411,"C","5","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2975",416,"C","5","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3002",443,"C","5","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3082",523,"E","7","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3084",525,"B","2","",NA,2002,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2583",7,"E","1","",NA,2004,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2600",24,"C","5","",NA,2004,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2682",112,"D","10","",NA,2004,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2692",123,"E","10","",NA,2004,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2703",138,"B","3","",NA,2004,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2704",139,"C","3","",NA,2004,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2716",151,"A","3","",NA,2004,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2750",184,"A","5","",NA,2004,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2756",191,"D","1","",NA,2004,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2785",222,"C","5","",NA,2004,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2791",228,"C","3","",NA,2004,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2795",233,"C","7","",NA,2004,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2816",255,"A","1","",NA,2004,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2863",302,"B","4","",NA,2004,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2936",377,"A","7","",NA,2004,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2961",402,"D","6","",NA,2004,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2982",423,"A","4","",NA,2004,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2988",429,"B","4","",NA,2004,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3024",465,"A","10","",NA,2004,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3067",508,"B","4","",NA,2004,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3112",552,"A","4","",NA,2004,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3152",591,"A","4","",NA,2004,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3162",601,"A","4","",NA,2004,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3163",602,"B","4","",NA,2004,"under treefall (80)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3200",641,"B","3","",NA,2004,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2584",8,"E","2","",NA,2005,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2607",31,"B","5","",NA,2005,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2740",175,"E","1","",NA,2005,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2758",193,"A","4","",NA,2005,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2785",222,"C","5","",NA,2005,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3171",610,"C","4","",NA,2005,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3221",662,"E","1","",NA,2005,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3227",668,"E","2","",NA,2005,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2582",6,"E","1","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2583",7,"E","1","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2584",8,"E","2","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2622",48,"A","8","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2630",58,"B","9","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2657",86,"B","9","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2665",94,"B","10","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2682",112,"D","10","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2685",115,"C","10","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2689",120,"E","10","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2690",121,"D","8","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2758",193,"A","4","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2924",365,"B","9","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","2983",424,"B","3","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3043",484,"B","9","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3208",649,"C","8","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3227",668,"E","2","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3239",680,"E","6","",NA,2006,"under branchfall (90)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3327",768,"C","9","",NA,2006,"2x in field (200)"
"5752","FF-6","10-ha","Esteio-Colosso","1202","3348",789,"C","10","",NA,2006,"under treefall (80)"
"5753","FF-4","1-ha","PortoAlegre","3114","3447",51,"E","9","",NA,1999,"under treefall (80)"
"5753","FF-4","1-ha","PortoAlegre","3114","3462",67,"E","9","",NA,1999,"under treefall (80)"
"5753","FF-4","1-ha","PortoAlegre","3114","3479",84,"B","4","1.6",1.6,1999,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3498",105,"B","9","2.3",7.5,1999,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3540",174,"D","10","",NA,1999,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3479",84,"B","4","1.6",1.6,2000,"under treefall (80)"
"5753","FF-4","1-ha","PortoAlegre","3114","3415",17,"A","7","5.7",1.2,2002,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3416",18,"A","7","8.4",8.8,2002,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3481",86,"B","10","",NA,2002,"under litter (70)"
"5753","FF-4","1-ha","PortoAlegre","3114","3495",102,"D","3","8.4",2.3,2002,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3525",144,"A","4","0.8",0.9,2002,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3527",150,"A","4","3.7",0.2,2002,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3569",213,"C","10","5.8",1.5,2002,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3592",236,"D","7","",NA,2002,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3594",238,"B","1","",NA,2002,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3599",243,"E","10","5.7",8.8,2002,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3653",299,"D","2","9.2",8.9,2002,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3656",304,"A","8","5.8",3.3,2002,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3680",326,"E","9","1.9",8,2002,"under treefall (80)"
"5753","FF-4","1-ha","PortoAlegre","3114","3683",329,"E","9","2.8",4.6,2002,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3469",412,"E","8","6.3",9.1,2002,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3460",65,"C","10","5",0.7,2003,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3485",91,"B","4","9.3",7.5,2003,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3562",206,"E","7","7.3",9.1,2003,"under litter (70)"
"5753","FF-4","1-ha","PortoAlegre","3114","3597",241,"E","8","",NA,2003,"under litter (70)"
"5753","FF-4","1-ha","PortoAlegre","3114","3643",288,"E","7","4.6",1.9,2003,"under litter (70)"
"5753","FF-4","1-ha","PortoAlegre","3114","3684",330,"E","9","",NA,2003,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3425",28,"C","2","4.4",1.7,2004,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3501",108,"B","3","4.2",8.7,2004,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3683",329,"E","9","2.8",4.6,2004,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3686",332,"E","9","3.1",4.5,2004,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3415",17,"A","7","5.7",1.2,2005,"under treefall (80)"
"5753","FF-4","1-ha","PortoAlegre","3114","3425",28,"C","2","4.4",1.7,2005,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3468",73,"E","10","1.1",4.9,2005,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3477",82,"E","3","4.9",2.8,2005,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3515",123,"D","4","6.2",6.4,2005,"under treefall (80)"
"5753","FF-4","1-ha","PortoAlegre","3114","3517",125,"A","10","",NA,2005,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3531",158,"D","4","",NA,2005,"under treefall (80)"
"5753","FF-4","1-ha","PortoAlegre","3114","3553",196,"E","3","4.4",2.2,2005,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3597",241,"E","8","",NA,2005,"under litter (70)"
"5753","FF-4","1-ha","PortoAlegre","3114","3410",12,"E","3","6.1",4.6,2006,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3423",26,"D","10","4",4.3,2006,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3480",85,"E","10","5.8",5.6,2006,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3575",219,"B","8","",NA,2006,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3576",220,"D","9","5.7",5.1,2006,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3584",228,"A","2","",NA,2006,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3611",255,"A","4","2.4",6.6,2006,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3617",261,"D","4","3.5",8.8,2006,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3692",339,"E","2","2.2",3.4,2006,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3407",7,"E","5","3.9",9,2007,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3410",12,"E","3","6.1",4.6,2007,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3518",126,"A","10","7",9.3,2007,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3564",208,"B","4","3.4",1.5,2007,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3656",304,"A","8","5.8",3.3,2007,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3658",306,"C","4","0.5",5.8,2007,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3743",393,"E","9","9.6",1.9,2007,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3484",90,"A","10","3.4",10,2008,"resprouting (10)"
"5753","FF-4","1-ha","PortoAlegre","3114","3643",288,"E","7","4.6",1.9,2008,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3422",25,"D","9","9.8",0.3,2009,"dried (7)"
"5753","FF-4","1-ha","PortoAlegre","3114","3479",84,"B","4","1.6",1.6,2009,"dried (7)"
"5753","FF-4","1-ha","PortoAlegre","3114","3499",106,"C","3","6.2",9.3,2009,"dried (7)"
"5753","FF-4","1-ha","PortoAlegre","3114","3529",156,"E","4","6.5",6.5,2009,"under branchfall (90)"
"5753","FF-4","1-ha","PortoAlegre","3114","3640",285,"E","10","0",8.1,2009,"dried (7)"
"5753","FF-4","1-ha","PortoAlegre","3114","3672",319,"E","10","1.6",4.7,2009,"dried (7)"
"5753","FF-4","1-ha","PortoAlegre","3114","3717",364,"E","2","8.6",1.9,2009,"dried (7)"
"5753","FF-4","1-ha","PortoAlegre","3114","3731",381,"E","3","5",8.1,2009,"dried (7)"
"5756","CF-3","CF","Esteio-Colosso","1501","3828",22,"A","5","2.1",1,1999,"under branchfall (90)"
"5756","CF-3","CF","Esteio-Colosso","1501","3868",61,"A","5","9",7.3,1999,"under branchfall (90)"
