"HA.plot","plot","habitat","ranch","bdffp_reserve_no","tag_number","row","column","year","ht","shts","infl","code.notes"
"FF-7","5754","10-ha","PortoAlegre",3209,281,"B","3",2005,46,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,281,"B","3",2006,44,3,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,339,"B","3",1998,62,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,339,"B","3",1999,68,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,339,"B","3",2000,106,7,1,NA
"FF-7","5754","10-ha","PortoAlegre",3209,339,"B","3",2001,113,8,2,NA
"FF-7","5754","10-ha","PortoAlegre",3209,339,"B","3",2002,106,9,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,339,"B","3",2003,96,6,2,NA
"FF-7","5754","10-ha","PortoAlegre",3209,339,"B","3",2004,104,5,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,339,"B","3",2005,102,5,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,339,"B","3",2006,89,3,NA,"1 new infl"
"FF-7","5754","10-ha","PortoAlegre",3209,358,"B","3",1998,26,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,358,"B","3",1999,42,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,358,"B","3",2000,61,8,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,358,"B","3",2001,80,11,2,NA
"FF-7","5754","10-ha","PortoAlegre",3209,358,"B","3",2002,89,12,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,358,"B","3",2003,92,7,1,NA
"FF-7","5754","10-ha","PortoAlegre",3209,358,"B","3",2004,93,8,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,358,"B","3",2005,85,8,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,358,"B","3",2006,56,3,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,380,"B","3",1998,55,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,380,"B","3",1999,50,8,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,380,"B","3",2000,69,12,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,380,"B","3",2001,80,8,1,NA
"FF-7","5754","10-ha","PortoAlegre",3209,380,"B","3",2002,112,7,2,NA
"FF-7","5754","10-ha","PortoAlegre",3209,380,"B","3",2003,77,5,1,NA
"FF-7","5754","10-ha","PortoAlegre",3209,380,"B","3",2004,40,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,380,"B","3",2005,38,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,380,"B","3",2006,57,4,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,399,"B","3",1998,61,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,399,"B","3",1999,54,5,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,399,"B","3",2000,91,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,399,"B","3",2001,95,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,399,"B","3",2002,75,5,1,NA
"FF-7","5754","10-ha","PortoAlegre",3209,399,"B","3",2003,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,399,"B","3",2004,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,399,"B","3",2005,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,399,"B","3",2006,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,415,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,415,"B","3",1999,4,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,415,"B","3",2000,12,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,415,"B","3",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,415,"B","3",2002,14,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,415,"B","3",2003,19,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,415,"B","3",2004,17,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,415,"B","3",2005,25,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,415,"B","3",2006,17,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,420,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,420,"B","3",1999,8,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,420,"B","3",2000,10,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,420,"B","3",2001,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,424,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,424,"B","3",1999,10,1,0,"ULY (3)"
"FF-7","5754","10-ha","PortoAlegre",3209,424,"B","3",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,424,"B","3",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,424,"B","3",2002,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,424,"B","3",2003,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,424,"B","3",2004,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,424,"B","3",2005,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,424,"B","3",2006,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,435,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,435,"B","3",1999,6,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,435,"B","3",2000,20,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,435,"B","3",2001,29,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,435,"B","3",2002,30,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,435,"B","3",2003,30,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,435,"B","3",2004,34,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,435,"B","3",2005,37,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,435,"B","3",2006,25,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,442,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,442,"B","3",1999,9,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,442,"B","3",2000,21,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,442,"B","3",2001,30,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,442,"B","3",2002,45,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,442,"B","3",2003,43,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,442,"B","3",2004,40,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,442,"B","3",2005,40,7,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,442,"B","3",2006,45,2,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,447,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,447,"B","3",1999,5,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,447,"B","3",2000,22,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,447,"B","3",2001,28,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,447,"B","3",2002,33,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,447,"B","3",2003,26,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,447,"B","3",2004,30,5,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,447,"B","3",2005,38,5,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,447,"B","3",2006,50,3,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,451,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,451,"B","3",1999,25,1,0,"ULY (3)"
"FF-7","5754","10-ha","PortoAlegre",3209,451,"B","3",2000,37,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,451,"B","3",2001,13,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,451,"B","3",2002,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,451,"B","3",2003,40,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,451,"B","3",2004,39,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,451,"B","3",2005,52,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,451,"B","3",2006,60,3,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,456,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,456,"B","3",1999,8,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,456,"B","3",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,456,"B","3",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,456,"B","3",2002,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,456,"B","3",2003,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,456,"B","3",2004,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,456,"B","3",2005,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,456,"B","3",2006,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,474,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,474,"B","3",1999,10,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,474,"B","3",2000,15,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,474,"B","3",2001,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,482,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,482,"B","3",1999,6,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,482,"B","3",2000,18,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,482,"B","3",2001,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,610,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,610,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,610,"B","3",2000,24,2,0,"no tag (50)"
"FF-7","5754","10-ha","PortoAlegre",3209,610,"B","3",2001,14,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,610,"B","3",2002,18,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,610,"B","3",2003,20,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,610,"B","3",2004,19,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,610,"B","3",2005,20,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,610,"B","3",2006,12,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,614,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,614,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,614,"B","3",2000,18,1,0,"no tag (50)"
"FF-7","5754","10-ha","PortoAlegre",3209,614,"B","3",2001,18,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,614,"B","3",2002,21,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,614,"B","3",2003,18,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,614,"B","3",2004,15,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,614,"B","3",2005,7,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,614,"B","3",2006,8,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,638,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,638,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,638,"B","3",2000,20,2,0,"no tag (50)"
"FF-7","5754","10-ha","PortoAlegre",3209,638,"B","3",2001,39,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,638,"B","3",2002,43,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,638,"B","3",2003,43,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,638,"B","3",2004,43,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,638,"B","3",2005,69,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,638,"B","3",2006,80,4,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,643,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,643,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,643,"B","3",2000,12,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,643,"B","3",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,643,"B","3",2002,21,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,643,"B","3",2003,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,643,"B","3",2004,15,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,643,"B","3",2005,13,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,643,"B","3",2006,17,2,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,651,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,651,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,651,"B","3",2000,21,1,0,"no tag (50)"
"FF-7","5754","10-ha","PortoAlegre",3209,651,"B","3",2001,31,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,651,"B","3",2002,70,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,651,"B","3",2003,70,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,651,"B","3",2004,73,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,651,"B","3",2005,65,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,651,"B","3",2006,25,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,655,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,655,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,655,"B","3",2000,30,1,0,"no tag (50)"
"FF-7","5754","10-ha","PortoAlegre",3209,655,"B","3",2001,27,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,655,"B","3",2002,35,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,655,"B","3",2003,24,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,655,"B","3",2004,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,655,"B","3",2005,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,655,"B","3",2006,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,666,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,666,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,666,"B","3",2000,21,1,0,"no tag (50)"
"FF-7","5754","10-ha","PortoAlegre",3209,666,"B","3",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,666,"B","3",2002,23,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,666,"B","3",2003,8,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,666,"B","3",2004,20,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,666,"B","3",2005,21,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,666,"B","3",2006,10,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,667,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,667,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,667,"B","3",2000,14,1,0,"no tag (50)"
"FF-7","5754","10-ha","PortoAlegre",3209,667,"B","3",2001,27,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,667,"B","3",2002,25,6,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,667,"B","3",2003,31,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,667,"B","3",2004,24,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,667,"B","3",2005,23,5,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,667,"B","3",2006,30,2,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,721,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,721,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,721,"B","3",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,721,"B","3",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,721,"B","3",2002,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,721,"B","3",2003,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,721,"B","3",2004,55,3,0,"no tag (50)"
"FF-7","5754","10-ha","PortoAlegre",3209,721,"B","3",2005,63,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,721,"B","3",2006,64,3,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,738,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,738,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,738,"B","3",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,738,"B","3",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,738,"B","3",2002,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,738,"B","3",2003,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,738,"B","3",2004,5,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,738,"B","3",2005,8,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,738,"B","3",2006,NA,NA,NA,"plant missing (60)"
"FF-7","5754","10-ha","PortoAlegre",3209,840,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,840,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,840,"B","3",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,840,"B","3",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,840,"B","3",2002,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,840,"B","3",2003,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,840,"B","3",2004,7,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,840,"B","3",2005,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,996,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,996,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,996,"B","3",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,996,"B","3",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,996,"B","3",2002,47,2,0,"no tag (50)"
"FF-7","5754","10-ha","PortoAlegre",3209,996,"B","3",2003,31,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,996,"B","3",2004,31,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,996,"B","3",2005,46,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,996,"B","3",2006,46,2,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,998,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,998,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,998,"B","3",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,998,"B","3",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,998,"B","3",2002,24,2,0,"no tag (50)"
"FF-7","5754","10-ha","PortoAlegre",3209,998,"B","3",2003,24,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,998,"B","3",2004,7,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,998,"B","3",2005,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,1337,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1337,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1337,"B","3",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1337,"B","3",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1337,"B","3",2002,20,1,0,"ULY (3)"
"FF-7","5754","10-ha","PortoAlegre",3209,1337,"B","3",2003,11,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1337,"B","3",2004,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,1365,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1365,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1365,"B","3",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1365,"B","3",2001,13,2,0,"no tag (50)"
"FF-7","5754","10-ha","PortoAlegre",3209,1365,"B","3",2002,25,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1365,"B","3",2003,15,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1365,"B","3",2004,19,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1365,"B","3",2005,16,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1365,"B","3",2006,15,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1367,"B","3",1998,80,5,2,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1367,"B","3",1999,47,6,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1367,"B","3",2000,107,4,1,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1367,"B","3",2001,102,4,1,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1367,"B","3",2002,97,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1367,"B","3",2003,81,4,1,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1367,"B","3",2004,105,6,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1367,"B","3",2005,93,4,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1367,"B","3",2006,84,4,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1371,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1371,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1371,"B","3",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1371,"B","3",2001,4,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,1371,"B","3",2002,8,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1371,"B","3",2003,7,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1371,"B","3",2004,4,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1371,"B","3",2005,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,1372,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1372,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1372,"B","3",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1372,"B","3",2001,34,1,0,"no tag (50)"
"FF-7","5754","10-ha","PortoAlegre",3209,1372,"B","3",2002,64,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1372,"B","3",2003,80,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1372,"B","3",2004,59,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1372,"B","3",2005,58,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1372,"B","3",2006,40,2,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1384,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1384,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1384,"B","3",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1384,"B","3",2001,17,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,1384,"B","3",2002,24,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1384,"B","3",2003,12,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1384,"B","3",2004,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,1399,"B","3",1998,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1399,"B","3",1999,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1399,"B","3",2000,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1399,"B","3",2001,11,1,0,"sdlg (1)"
"FF-7","5754","10-ha","PortoAlegre",3209,1399,"B","3",2002,12,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1399,"B","3",2003,3,1,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1399,"B","3",2004,27,3,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1399,"B","3",2005,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,1399,"B","3",2006,20,1,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,334,"B","4",1998,25,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,334,"B","4",1999,0,0,0,"under treefall (80)"
"FF-7","5754","10-ha","PortoAlegre",3209,334,"B","4",2000,51,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,334,"B","4",2001,54,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,334,"B","4",2002,62,3,0,"under branchfall (90)"
"FF-7","5754","10-ha","PortoAlegre",3209,334,"B","4",2003,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,334,"B","4",2004,62,1,0,"under branchfall (90)"
"FF-7","5754","10-ha","PortoAlegre",3209,334,"B","4",2005,69,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,334,"B","4",2006,39,2,NA,"under treefall (80)"
"FF-7","5754","10-ha","PortoAlegre",3209,336,"B","4",1998,14,2,0,NA
"FF-7","5754","10-ha","PortoAlegre",3209,336,"B","4",1999,0,0,0,"under treefall (80)"
"FF-7","5754","10-ha","PortoAlegre",3209,336,"B","4",2000,0,0,0,"under treefall (80)"
"FF-7","5754","10-ha","PortoAlegre",3209,336,"B","4",2001,NA,NA,NA,NA
"FF-7","5754","10-ha","PortoAlegre",3209,336,"B","4",2002,NA,NA,NA,"dead (2)"
"FF-7","5754","10-ha","PortoAlegre",3209,342,"B","4",1998,26,3,0,NA
